drycola335@qq.com,2,1,1,0,2,2,1,1,1,2,2,2,0,1,2,2
slightlywindow122@outlook.com,2,2,2,2,1,1,1,1,1,2,2,2,1,1,1,2
soiledhat889@163.com,2,2,2,1,1,1,1,2,2,1,1,2,0,2,2,1
extrashack152@yahoo.com,2,1,2,2,1,1,2,2,1,1,1,2,2,2,1,1
slimycup889@163.com,2,2,2,1,1,2,1,2,2,1,1,2,0,1,2,1
newtide833@yahoo.com,2,1,2,1,1,2,1,2,1,2,1,1,1,2,2,2
dailysnake238@163.com,1,1,2,2,1,1,2,2,2,1,1,1,1,2,2,2
acientbike293@yahoo.com,1,2,2,2,2,1,1,2,2,1,1,1,2,1,1,2
newbeans404@163.com,2,1,1,1,1,1,2,1,1,2,2,2,1,2,2,2
deepshirt709@qq.com,1,2,1,2,1,1,2,1,2,2,1,1,1,2,2,2
foldingshoes765@gmail.com,1,2,2,1,2,1,1,2,2,1,1,2,1,2,2,1
foldingcola464@gmail.com,1,2,1,2,1,1,1,1,2,1,2,2,1,2,2,2
foundcola593@gmail.com,1,2,2,1,1,1,2,2,2,1,1,2,0,2,1,2
extrabeans70@outlook.com,2,2,1,1,1,1,1,2,2,1,2,2,1,2,1,2
newsnake492@qq.com,1,2,1,2,2,1,2,1,2,1,1,1,2,2,2,1
moistcola86@yahoo.com,1,1,1,1,2,1,1,2,2,1,1,2,2,2,2,2
slightlyjeep10@qq.com,2,1,2,1,2,1,1,1,2,1,1,2,2,2,1,2
oldbeans749@gmail.com,1,2,2,2,2,1,1,1,1,0,2,2,1,2,1,2
buriedtide928@163.com,1,1,1,1,1,2,2,2,2,2,2,1,2,1,1,2
buriedshack77@yahoo.com,1,1,2,1,1,1,2,1,2,1,2,2,2,1,2,2
tiredbeans502@163.com,1,2,1,1,2,2,1,2,1,2,1,1,2,2,1,2
milkyskates483@163.com,2,1,1,2,2,2,1,1,2,1,1,2,1,1,2,2
lostrug304@outlook.com,1,0,1,1,1,1,2,2,2,1,1,2,2,2,2,2
fishyjug736@outlook.com,2,1,2,2,1,2,1,2,2,1,1,1,1,2,2,1
freshyrug225@gmail.com,1,1,1,1,2,2,2,1,1,1,2,2,2,2,1,2
milkysub814@outlook.com,1,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1
acientwindow755@yahoo.com,1,2,2,1,1,2,2,1,2,2,1,1,1,2,2,1
drytire73@yahoo.com,1,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1
dirtysnake367@163.com,1,2,1,1,2,2,2,1,2,1,1,2,1,1,2,2
moistjeep349@gmail.com,1,2,2,2,2,1,1,1,2,1,2,2,1,1,1,2
lostjeep154@gmail.com,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1
deepbeans747@yahoo.com,1,1,1,2,1,2,2,1,2,1,1,2,1,2,2,2
freshyshirt918@outlook.com,2,1,2,1,1,2,1,1,1,2,1,2,2,2,1,2
oldwindow127@outlook.com,1,1,1,2,2,1,2,1,2,1,1,2,2,1,2,2
tiredspice340@163.com,1,2,1,1,2,2,2,2,1,1,2,1,1,1,2,2
deepskates720@outlook.com,1,2,1,1,2,1,1,2,2,1,1,2,1,2,2,2
dailycup49@yahoo.com,1,2,1,2,2,1,1,1,2,1,1,2,2,1,2,2
dryrug906@gmail.com,2,2,1,1,2,1,2,2,1,1,1,1,1,2,2,2
mostlybike694@qq.com,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,1
dailybeans915@gmail.com,2,2,2,2,1,1,2,1,1,1,1,1,2,2,2,1
lostshoes800@gmail.com,2,1,2,2,2,1,1,1,2,1,2,1,2,1,2,0
newblanket40@gmail.com,2,1,2,2,2,1,1,2,1,1,2,2,0,2,1,1
buriedbread664@qq.com,2,0,1,2,1,2,1,2,2,2,2,1,1,1,1,2
deepskates589@outlook.com,2,1,2,2,2,2,1,2,1,1,2,1,2,1,1,1
foldingsnake23@outlook.com,2,2,2,1,2,1,1,1,2,2,2,1,1,0,1,2
hotwindow394@163.com,1,0,2,1,2,2,1,1,2,2,1,2,1,1,2,2
coldsub999@outlook.com,1,1,2,1,1,1,2,2,1,2,2,1,2,1,2,2
oldskates155@163.com,2,2,1,1,1,1,1,1,2,1,2,2,2,2,1,2
dailyshack508@163.com,2,2,2,2,1,2,1,2,1,1,2,1,2,1,1,0
replacementcup75@qq.com,1,1,2,2,2,1,2,1,2,2,1,1,1,1,2,2
fishybeans910@qq.com,1,1,2,1,2,2,1,1,2,2,1,1,1,2,2,2
oldtide714@qq.com,2,0,1,1,2,2,1,2,2,1,2,2,1,1,1,2
hottide233@qq.com,2,2,1,1,1,1,2,1,2,1,2,2,2,2,1,1
foundblanket843@yahoo.com,1,1,1,2,2,2,1,1,2,2,1,2,1,2,2,1
foldingsub312@qq.com,1,2,1,2,2,1,1,2,1,2,1,2,1,2,2,1
retiredrug377@outlook.com,2,1,2,1,2,1,2,2,2,1,1,1,2,1,1,2
hotsnake582@yahoo.com,2,2,2,2,1,1,2,2,1,1,2,2,1,1,1,1
deepchrysler676@yahoo.com,2,1,1,2,2,2,1,1,2,1,1,1,2,2,2,1
extrabread902@qq.com,1,0,1,0,2,1,2,2,2,2,2,1,1,2,1,2
clamysub426@163.com,2,1,2,1,2,1,2,2,2,1,2,1,0,1,2,1
buriedwindow946@outlook.com,2,1,2,2,2,1,2,2,1,1,2,1,2,1,1,1
foldingshoes417@outlook.com,1,2,2,1,2,1,1,2,1,1,2,2,1,2,1,2
moistjug692@gmail.com,2,1,1,2,2,2,2,1,1,1,2,2,1,1,2,1
oldtire327@outlook.com,1,1,2,2,1,1,2,1,2,2,2,2,1,1,2,1
moistrug24@qq.com,1,2,2,1,2,1,1,1,2,2,1,2,2,1,2,1
soiledwindow952@163.com,2,1,1,2,2,2,1,2,2,1,2,1,1,2,1,1
slimyrug445@outlook.com,1,2,0,1,2,2,1,2,2,2,2,2,1,0,1,1
extrachrysler244@qq.com,2,1,1,2,2,2,2,1,1,1,2,1,2,1,1,2
fishyhat189@qq.com,1,2,1,1,1,2,2,1,1,2,2,2,2,1,1,2
milkyjeep919@163.com,1,2,1,2,1,2,1,1,2,1,2,2,2,2,1,0
oldsub584@yahoo.com,1,1,2,1,1,2,2,2,1,2,2,2,2,1,1,1
dailyshirt933@outlook.com,2,1,2,1,2,2,2,2,1,2,1,2,1,1,1,1
lostblanket26@gmail.com,2,2,1,1,1,2,1,1,1,1,1,2,2,2,2,2
extrabike379@163.com,2,2,1,2,2,2,2,1,2,1,1,1,1,2,1,1
mostlybread818@163.com,1,2,1,1,2,1,2,2,1,1,1,2,2,2,1,2
fishyblanket623@qq.com,2,2,1,2,1,1,1,0,2,2,2,2,1,2,1,1
usedbike574@163.com,1,2,1,1,1,2,2,1,2,0,2,1,2,2,2,1
replacementbeans311@163.com,2,2,1,2,2,2,1,2,1,1,1,1,1,2,2,1
newspice714@gmail.com,2,2,1,1,2,1,1,2,2,2,1,2,2,1,1,1
hotwindow58@qq.com,1,2,1,2,1,1,2,1,1,2,2,2,2,1,2,1
oldhat278@gmail.com,1,1,2,1,2,1,1,2,2,2,2,1,1,1,2,2
useddrum831@yahoo.com,1,2,1,2,1,1,2,1,1,2,2,1,1,2,2,2
buriedsnake414@163.com,2,2,1,1,2,2,1,1,2,1,2,2,1,1,1,2
dirtyrug671@qq.com,2,2,1,2,1,1,2,1,1,2,2,2,2,1,1,1
slimyskates481@qq.com,2,2,2,1,2,2,2,1,1,2,1,1,2,1,1,1
acientspice310@yahoo.com,2,1,2,1,2,2,1,2,1,1,2,1,2,1,1,2
acientsnake313@yahoo.com,2,2,1,1,2,1,2,1,2,1,2,2,2,1,1,1
drytire81@163.com,2,1,2,2,2,1,1,2,1,1,2,1,1,1,2,2
dirtytire254@qq.com,2,2,2,1,2,2,2,1,2,1,1,1,1,1,2,1
newshirt787@yahoo.com,1,2,1,2,1,2,1,1,1,2,1,2,1,2,2,2
freshyshoes563@gmail.com,2,1,2,1,2,1,2,2,2,1,1,2,1,2,1,1
dirtydrum427@outlook.com,1,1,1,1,1,2,2,1,2,2,2,1,2,2,2,1
freshychrysler207@qq.com,1,2,2,2,2,2,2,1,1,1,1,1,0,2,2,1
retiredrug114@163.com,1,2,2,2,1,2,1,1,1,1,2,2,2,2,1,1
clamybread550@qq.com,2,1,2,1,2,2,2,2,1,1,2,1,2,0,1,1
dirtyjeep922@qq.com,2,2,1,2,2,2,1,1,1,2,1,1,1,1,2,2
slightlyjug543@163.com,2,1,1,1,1,2,1,2,2,1,2,2,1,2,1,2
foundtire213@163.com,1,2,2,1,2,2,2,1,1,1,1,2,1,2,2,1
fishytide198@gmail.com,1,2,2,2,1,2,1,0,1,1,2,1,2,1,2,2
extradrum203@outlook.com,2,2,1,2,2,2,1,1,1,2,1,2,1,2,1,1
acientshirt593@outlook.com,1,1,1,2,1,2,1,1,1,2,1,2,2,2,2,2
usedshoes813@qq.com,1,1,2,1,1,1,2,1,2,2,1,2,2,2,1,2
fishybike496@gmail.com,0,1,1,2,1,2,1,2,2,2,1,2,1,2,1,2
foundhat951@163.com,1,2,2,1,2,1,2,2,1,2,2,1,1,2,1,1
mostlytide650@outlook.com,2,1,2,2,2,1,1,1,1,1,1,2,2,1,2,2
slightlyhat822@qq.com,1,1,2,2,2,1,2,0,1,2,1,1,2,2,1,2
buriedspice622@outlook.com,1,1,2,2,2,1,1,1,1,2,2,2,2,1,1,2
usedcup757@yahoo.com,2,1,2,2,1,1,2,2,2,1,2,2,0,1,1,1
replacementshack453@yahoo.com,1,2,1,2,1,2,2,1,1,2,1,2,1,2,1,2
oldbeans933@gmail.com,2,1,1,1,2,2,2,1,1,1,1,1,2,2,2,2
buriedskates517@yahoo.com,1,1,1,2,1,2,2,2,1,1,2,1,1,2,2,2
drysub201@yahoo.com,1,2,1,2,2,2,1,0,2,1,1,1,2,1,2,2
fishycola202@163.com,2,2,2,2,2,2,1,2,1,1,1,1,1,2,1,1
tiredcola522@outlook.com,2,2,1,1,2,1,1,2,1,2,2,1,2,1,2,0
replacementwindow759@qq.com,2,2,2,1,1,1,1,2,2,1,2,2,2,1,1,1
deepskates108@gmail.com,2,1,1,1,2,1,2,2,1,2,1,2,1,1,2,2
dryblanket957@qq.com,2,2,2,2,1,1,2,1,1,1,1,2,2,0,2,1
coldwindow340@qq.com,1,1,2,1,2,2,1,2,1,2,1,1,2,1,2,2
coldskates628@gmail.com,1,1,1,2,2,1,2,1,2,2,2,2,1,0,1,2
dailywindow396@outlook.com,2,1,2,2,2,1,1,1,1,1,2,1,2,1,2,2
hotshack763@qq.com,2,2,1,1,2,2,2,2,1,1,1,2,1,1,2,1
slimyrug799@qq.com,1,2,2,1,1,1,2,2,2,1,1,2,0,2,1,2
retireddrum214@gmail.com,2,2,1,2,2,2,1,1,1,0,1,1,0,2,2,2
slimyskates413@yahoo.com,1,1,2,1,2,1,2,2,1,2,1,2,2,1,1,2
foundjeep250@outlook.com,1,1,2,1,1,1,2,2,2,2,1,1,1,2,2,2
mostlyskates301@outlook.com,1,2,2,2,1,2,1,2,1,1,1,2,1,2,2,1
extracola877@qq.com,0,2,2,1,1,1,1,2,2,2,2,1,2,1,2,1
slimychrysler989@outlook.com,2,1,2,2,1,2,1,1,2,0,1,1,2,2,2,1
retiredblanket962@qq.com,1,1,2,2,1,2,2,1,1,1,2,1,2,2,2,1
buriedcola402@gmail.com,1,2,2,2,2,2,2,2,1,1,1,1,1,2,1,1
soiledwindow333@yahoo.com,2,2,2,1,2,2,1,2,1,1,1,1,1,2,1,2
lostshack354@qq.com,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,2
retiredwindow699@gmail.com,1,2,1,2,1,1,2,1,1,2,2,2,2,1,1,2
extrahat628@outlook.com,2,2,1,2,2,1,1,1,1,1,1,2,2,1,2,2
soiledtide573@qq.com,2,2,2,1,1,1,1,1,2,1,2,1,1,2,2,2
foldingbike803@qq.com,1,2,2,2,1,1,2,2,1,2,1,1,2,1,2,0
dirtyskates629@qq.com,1,1,2,2,1,1,2,1,2,1,2,2,2,1,2,1
milkyhat762@gmail.com,1,1,1,2,2,1,2,2,2,2,1,1,1,2,2,1
soileddrum807@163.com,2,1,2,2,1,1,2,1,2,2,1,2,1,2,1,1
foldingwindow23@yahoo.com,1,2,1,1,2,2,2,1,1,1,1,1,2,2,2,2
milkywindow955@163.com,2,2,1,2,1,2,2,2,2,1,1,2,1,1,1,1
moistjug452@163.com,1,2,1,2,1,1,2,1,2,1,2,2,2,2,1,1
retiredspice344@yahoo.com,1,2,1,1,2,1,1,2,2,1,2,1,2,2,1,2
fishywindow610@gmail.com,2,1,1,2,1,2,2,1,2,1,1,2,1,2,1,2
acientshack404@outlook.com,2,2,1,2,1,2,2,1,1,1,1,1,2,2,2,1
oldspice136@163.com,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,2
moisttire724@qq.com,2,2,1,1,1,1,2,2,1,2,2,1,1,2,1,2
freshysub439@yahoo.com,1,1,2,1,1,1,2,1,2,1,1,2,2,2,2,2
fishyrug799@qq.com,2,2,2,1,2,1,1,2,1,1,2,1,0,1,2,2
lostblanket305@outlook.com,1,2,2,2,1,2,2,2,1,2,2,1,1,1,1,1
usedchrysler214@qq.com,0,1,2,1,1,1,2,2,2,1,2,2,2,1,1,2
dailybike358@outlook.com,2,2,2,1,2,2,2,1,1,1,1,1,1,2,2,1
clamyspice281@gmail.com,2,1,1,1,1,2,2,2,2,2,2,1,1,2,1,1
clamyspice574@outlook.com,1,1,1,2,1,2,1,1,2,2,2,1,2,2,2,1
freshyjug709@outlook.com,1,2,2,2,1,2,1,2,1,1,1,2,1,1,2,2
deeptide758@gmail.com,1,2,1,2,1,1,1,1,2,2,1,2,0,2,2,2
replacementtire509@qq.com,2,1,1,1,1,2,0,2,2,1,1,2,2,2,2,1
foldingwindow791@qq.com,2,2,1,2,1,1,1,1,2,2,1,1,2,2,2,1
buriedhat766@gmail.com,2,1,1,2,1,1,1,2,2,2,1,2,1,2,1,2
dailyrug258@gmail.com,2,1,2,1,2,2,1,2,2,1,1,2,1,1,2,1
slimyblanket246@qq.com,0,2,1,1,2,2,2,2,1,1,2,1,2,1,2,0
milkyjeep140@qq.com,1,1,2,1,1,2,1,2,1,1,2,2,1,2,2,2
buriedskates837@yahoo.com,1,1,2,2,1,1,1,2,2,2,1,1,2,2,1,2
soiledjeep653@163.com,1,1,2,2,2,2,1,2,1,1,2,1,1,2,1,2
slightlychrysler6@163.com,1,1,1,2,2,2,1,2,1,2,1,2,1,1,2,2
coldbike575@qq.com,1,1,2,2,2,1,1,2,1,2,1,2,1,1,2,2
retiredsub286@gmail.com,1,1,1,2,2,2,1,1,2,1,2,2,1,0,2,2
buriedshoes543@qq.com,2,2,1,1,2,1,2,1,2,1,1,2,1,1,2,2
dailycola900@yahoo.com,2,1,2,1,1,2,2,1,2,2,1,1,2,2,1,1
deepjeep49@yahoo.com,1,2,2,2,2,1,1,1,2,2,2,1,1,1,1,2
moistbread549@outlook.com,2,0,2,2,2,1,1,1,1,2,2,1,2,1,1,2
mostlytire545@outlook.com,1,1,2,2,2,2,1,2,1,2,1,2,1,2,1,1
fishytide763@qq.com,1,1,2,2,1,2,2,2,2,1,1,1,1,2,2,1
coldchrysler654@qq.com,2,2,2,2,2,2,1,1,1,1,1,1,1,2,1,2
milkybread793@yahoo.com,1,1,1,1,1,1,2,2,2,1,2,1,2,2,2,2
lostwindow761@yahoo.com,2,1,0,1,2,1,2,2,1,2,1,1,1,2,2,2
foldingsub664@163.com,2,1,2,2,2,1,2,1,1,2,1,2,1,1,2,0
hotshirt73@outlook.com,2,1,2,2,2,1,2,2,1,1,2,1,0,1,1,2
soiledskates254@163.com,2,1,1,1,1,2,2,2,1,1,2,2,2,1,2,1
oldshirt678@outlook.com,1,2,2,2,1,2,2,1,2,1,1,1,0,1,2,2
freshyrug762@yahoo.com,2,1,1,2,2,2,1,2,1,1,1,2,1,2,2,0
fishyshoes559@163.com,2,1,1,1,2,2,2,2,1,1,2,1,2,1,2,1
soiledcup452@outlook.com,2,1,1,1,2,2,2,1,1,1,1,1,2,2,2,2
foldingdrum8@qq.com,1,0,1,1,2,2,2,1,2,1,1,2,1,2,2,2
clamysnake538@gmail.com,1,2,0,2,1,1,2,2,1,1,2,1,2,1,2,2
extrabeans243@qq.com,2,2,1,1,2,2,2,2,1,2,1,1,1,1,1,2
acientshirt942@qq.com,2,1,1,2,1,2,2,2,1,2,1,1,0,2,1,2
retiredshack812@gmail.com,2,1,2,1,2,2,2,1,1,1,2,1,1,1,2,2
milkyskates791@qq.com,2,1,1,2,2,1,1,2,2,1,1,2,1,1,2,2
oldsub578@outlook.com,1,2,2,2,2,1,2,1,1,1,2,1,2,2,1,1
freshyskates144@163.com,2,2,2,2,1,1,2,1,2,1,2,2,1,1,1,1
dailybeans473@163.com,2,1,1,1,2,2,1,2,2,1,2,2,1,0,2,1
foundjeep749@yahoo.com,2,2,2,1,2,2,1,1,1,1,2,1,2,2,1,1
slightlyblanket839@yahoo.com,1,1,2,1,2,2,1,2,1,1,2,2,2,1,1,2
foundbike70@163.com,1,1,2,2,1,1,1,2,2,2,1,1,2,2,2,1
newbeans488@qq.com,1,2,2,1,2,1,1,1,2,2,1,1,2,2,2,1
fishyskates601@qq.com,1,2,1,1,1,2,1,2,1,2,2,2,1,2,1,2
freshywindow114@gmail.com,1,1,1,2,1,2,2,1,2,2,2,2,1,1,1,2
retiredbike272@163.com,2,2,1,2,1,1,1,2,1,2,2,1,2,1,2,1
dryrug189@163.com,2,2,1,2,2,2,1,1,2,1,2,2,1,1,1,1
freshytire615@outlook.com,2,2,2,2,1,1,1,1,1,2,2,1,2,2,1,1
foldingshack153@163.com,1,1,1,1,2,2,2,1,2,2,2,2,1,1,1,2
freshybeans803@163.com,2,2,2,1,2,1,1,1,1,1,2,1,2,1,2,2
retiredhat160@163.com,2,2,1,2,2,2,1,2,2,1,1,1,2,1,1,1
drywindow595@outlook.com,2,2,1,1,1,1,1,2,1,2,2,1,2,2,2,1
dirtysnake285@gmail.com,1,0,2,1,2,1,2,2,1,2,2,2,1,0,2,1
retiredshirt213@outlook.com,2,2,2,2,2,1,1,1,1,1,1,1,2,2,1,2
oldsnake127@yahoo.com,1,2,2,1,1,2,1,2,1,2,2,1,1,1,2,2
newrug801@163.com,2,1,2,2,2,1,1,2,2,2,1,1,1,1,1,2
foldingtire195@gmail.com,1,1,2,1,2,2,1,1,1,2,2,1,2,1,2,2
tiredshoes195@163.com,1,2,2,2,1,1,2,2,1,2,1,1,2,2,1,1
drybread420@outlook.com,2,2,2,2,2,1,1,0,1,1,1,2,2,2,1,1
slimyspice531@yahoo.com,1,2,2,1,2,1,2,1,1,2,2,1,1,1,2,2
slightlyrug222@qq.com,2,1,2,2,1,1,2,1,2,1,1,2,2,2,1,1
dailyblanket260@gmail.com,2,2,2,2,1,1,1,2,1,2,1,1,1,2,2,0
moistshirt159@qq.com,2,2,2,2,1,2,1,1,2,1,1,1,1,2,1,2
olddrum883@163.com,2,1,2,2,1,2,1,1,2,1,2,1,1,1,2,2
moistbike147@qq.com,2,1,2,2,2,2,1,2,1,1,2,1,1,2,1,1
retiredhat391@qq.com,1,2,2,2,1,2,1,2,2,1,1,1,2,1,1,2
lostbeans973@qq.com,2,1,1,2,2,1,2,2,1,1,1,1,2,1,2,2
milkybread139@gmail.com,1,2,1,2,1,2,2,2,1,1,2,2,1,1,2,1
foldingsnake280@gmail.com,1,2,2,1,2,1,2,2,1,1,2,1,1,2,2,0
lostbeans368@yahoo.com,2,2,1,1,1,1,1,1,2,2,2,1,2,2,1,2
usedshirt710@gmail.com,2,2,1,1,2,1,2,2,1,1,1,2,1,2,2,1
foldingchrysler99@qq.com,1,1,1,2,1,2,2,2,2,2,1,1,1,2,2,1
dryshack366@qq.com,2,2,2,2,2,1,2,1,1,1,1,2,1,1,2,1
retiredjeep338@outlook.com,1,1,2,2,1,1,2,1,2,2,1,2,2,1,2,1
deepbread689@outlook.com,2,1,2,1,1,2,2,2,1,2,2,2,1,1,1,1
oldcola925@163.com,1,2,2,2,2,1,1,2,2,1,1,1,2,2,1,1
coldskates394@outlook.com,1,1,2,2,2,1,2,2,1,2,1,1,1,2,2,1
replacementsnake39@outlook.com,2,1,2,1,2,1,2,2,1,2,1,1,2,2,1,1
usedwindow611@qq.com,1,1,2,2,1,1,1,2,2,1,1,1,2,2,2,2
dryjug664@yahoo.com,1,2,1,1,2,2,2,2,2,1,2,1,2,1,1,1
moistdrum377@qq.com,2,2,1,1,1,2,2,1,1,2,2,1,1,2,2,1
clamyskates401@yahoo.com,1,1,1,1,1,2,2,1,2,2,2,1,2,2,2,1
fishyshirt557@yahoo.com,1,2,2,1,2,2,2,2,2,1,2,1,1,1,1,1
tiredcola246@qq.com,2,1,1,2,2,1,2,2,1,1,2,2,1,1,2,0
soiledshack915@outlook.com,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2
deepsnake541@outlook.com,1,1,2,2,2,1,1,1,1,2,2,1,2,2,1,2
foundshirt78@qq.com,2,1,1,2,1,2,2,2,2,2,1,1,2,1,1,1
hotshoes45@yahoo.com,1,2,1,2,1,1,1,1,1,2,1,2,2,2,2,2
retiredbike373@qq.com,1,2,1,2,1,2,2,2,2,1,2,1,2,1,1,1
mostlycup117@outlook.com,2,2,2,1,1,1,1,1,1,1,2,2,2,1,2,2
dailyshoes256@163.com,2,2,2,2,1,1,1,1,2,1,2,2,2,1,1,1
usedblanket212@yahoo.com,2,2,1,2,1,1,2,1,2,2,2,1,1,1,1,2
replacementbeans853@outlook.com,1,2,1,2,2,1,2,1,2,1,1,1,2,2,1,2
milkycup748@163.com,2,2,2,1,1,2,2,1,1,2,1,1,0,2,1,2
moistshoes972@outlook.com,2,1,1,1,2,1,1,2,2,1,2,1,1,2,2,2
slimyspice560@outlook.com,1,1,2,2,2,2,1,1,2,1,1,1,1,2,2,2
moistcola58@gmail.com,1,2,2,1,1,1,2,1,2,2,2,1,2,1,2,1
lostsub790@outlook.com,1,2,2,1,1,2,2,2,2,1,1,1,2,2,1,1
retiredjeep171@gmail.com,2,2,2,2,2,1,1,2,1,1,2,1,1,1,2,1
deepshoes675@yahoo.com,2,2,1,1,2,1,2,2,2,1,2,1,1,1,1,2
tiredchrysler7@qq.com,1,2,1,1,2,1,1,1,2,2,2,1,1,2,2,2
extrasnake176@163.com,2,2,1,2,1,1,1,1,2,1,2,2,1,1,2,2
slimysub66@outlook.com,2,2,1,2,2,1,1,1,2,1,2,1,2,1,1,2
usedtide357@qq.com,1,1,1,2,2,2,2,2,1,2,2,1,1,0,1,2
newbread880@gmail.com,1,2,1,2,2,2,1,2,2,1,1,2,1,1,2,1
slightlycup344@yahoo.com,2,1,1,2,1,1,1,2,2,1,2,1,2,2,2,1
fishycola146@yahoo.com,2,2,2,1,2,1,1,1,2,1,2,2,2,1,1,1
dryblanket962@gmail.com,1,1,2,2,1,2,2,2,2,2,1,1,1,0,1,2
freshyshirt15@qq.com,1,1,1,2,2,1,2,1,1,2,2,1,1,2,2,2
dryskates314@qq.com,2,1,1,2,1,2,1,2,2,1,1,2,2,1,2,1
coldblanket944@outlook.com,1,2,1,1,1,2,1,2,1,2,2,2,2,1,1,2
extrabike745@yahoo.com,2,1,1,1,1,1,2,2,2,2,2,1,1,1,2,2
buriedtide230@outlook.com,1,1,2,1,1,1,1,2,2,1,2,2,2,1,2,2
deepbeans841@outlook.com,2,1,2,1,1,2,2,1,2,2,1,1,1,1,2,2
fishywindow924@outlook.com,2,1,1,2,2,1,1,2,1,1,2,2,2,1,1,2
clamyrug979@gmail.com,2,1,1,2,2,1,1,1,1,2,2,2,2,1,1,2
coldbeans392@163.com,1,1,1,2,2,2,1,2,2,1,2,2,1,2,1,1
