email,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18
slightlytire774@163.com,1,1,2,2,1,2,2,0,0,2,1,2,1,2,1,2,2,0
slightlyshack386@163.com,2,1,1,1,2,1,1,2,2,2,1,2,2,1,2,1,2,1
soiledhat544@outlook.com,2,2,1,1,2,1,2,1,2,1,2,1,1,1,2,2,2,0
acientjeep593@163.com,1,2,2,2,2,1,2,0,1,2,2,0,2,1,1,1,2,0
dryjug611@outlook.com,0,2,1,2,1,1,1,2,2,2,2,1,2,1,1,2,2,1
moistcola120@gmail.com,2,1,1,0,2,2,2,1,1,2,1,2,1,2,2,2,1,1
slimyspice540@163.com,2,0,0,2,2,1,1,1,1,2,2,2,1,1,2,2,1,2
acientbread736@163.com,1,1,2,1,2,1,1,2,2,1,2,1,2,2,1,2,1,2
dirtyspice38@163.com,0,2,2,2,1,1,0,2,1,1,1,2,1,1,2,2,2,2
lostsub932@163.com,1,1,2,1,2,1,2,1,1,2,2,1,2,1,2,1,2,2
mostlytire325@outlook.com,0,2,1,1,1,1,2,1,2,2,2,1,2,2,2,2,1,1
lostsub349@gmail.com,2,2,1,2,1,2,1,2,2,2,1,1,1,1,2,1,1,2
clamyrug518@163.com,2,2,0,2,1,1,2,2,2,1,2,1,0,1,2,2,1,0
foldinghat486@outlook.com,1,2,1,1,2,2,2,1,2,1,1,1,2,0,2,2,1,2
foundhat579@gmail.com,2,1,2,2,0,2,1,2,1,2,1,1,2,2,1,1,1,2
milkytire691@qq.com,0,0,2,0,1,2,1,2,2,2,1,2,1,1,2,2,1,2
retiredjeep648@163.com,2,1,2,1,1,2,2,2,1,1,2,1,2,1,1,2,2,1
slimybeans326@gmail.com,2,2,1,1,2,1,1,2,2,2,2,1,1,2,1,2,1,1
foldingdrum983@qq.com,2,1,1,0,1,2,2,2,1,2,1,2,2,2,1,1,2,1
moistjeep527@outlook.com,0,2,2,1,2,2,0,1,1,2,1,1,1,2,2,1,2,2
foundshack286@163.com,2,1,1,2,2,1,1,2,2,1,2,2,0,2,1,0,2,0
dirtybeans14@163.com,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,2,2,1
clamyshirt749@163.com,1,1,2,2,1,2,2,2,1,2,1,1,1,2,1,2,2,1
tiredhat204@163.com,0,0,1,1,0,2,0,2,2,2,0,2,2,2,2,1,2,1
coldshoes621@gmail.com,0,1,2,2,2,1,2,2,2,2,1,1,1,1,1,2,1,2
moistshoes897@163.com,1,2,2,1,2,2,1,2,1,2,2,1,2,0,1,1,1,2
drywindow943@qq.com,1,2,2,2,2,1,2,1,1,2,1,2,1,2,1,1,1,2
soiledshirt927@gmail.com,2,2,1,0,1,1,2,2,1,2,1,2,2,0,2,1,0,2
clamyjeep797@outlook.com,2,2,2,2,0,1,1,0,2,2,2,0,2,1,2,1,0,1
foldinghat824@qq.com,2,2,1,2,1,1,1,1,2,2,2,2,1,1,2,1,1,2
buriedblanket280@gmail.com,0,0,1,1,2,1,2,2,1,1,1,2,2,0,2,2,2,2
slightlyjeep732@163.com,2,0,1,1,1,1,2,2,2,1,2,1,1,2,2,2,2,0
dailycup358@yahoo.com,1,2,2,2,1,2,1,1,1,2,2,1,1,2,2,1,1,2
freshyspice204@outlook.com,1,0,1,1,0,2,2,2,2,1,0,1,1,2,2,2,2,2
usedbike751@qq.com,1,2,1,2,2,1,2,2,0,2,0,2,1,1,2,1,2,1
newbike640@gmail.com,0,2,2,0,0,2,2,2,0,2,2,0,0,0,2,1,1,2
newchrysler335@outlook.com,2,1,1,2,2,1,0,2,2,1,2,1,1,2,2,2,1,0
fishyblanket809@outlook.com,1,1,1,2,2,2,2,1,1,2,2,1,2,0,1,1,2,2
usedcola410@outlook.com,1,2,1,1,2,1,2,2,1,1,2,2,1,1,2,2,1,2
mostlyshack538@gmail.com,1,2,1,1,2,1,2,2,1,2,2,2,2,1,1,1,1,2
slimydrum148@outlook.com,2,2,2,2,1,1,2,1,2,1,1,1,1,1,1,2,2,2
acientspice189@163.com,2,1,2,1,2,2,1,2,1,2,2,2,1,1,2,1,0,1
dailyspice363@outlook.com,0,2,2,2,2,1,1,1,1,1,2,1,2,2,2,2,1,0
coldblanket968@gmail.com,2,2,1,2,2,1,2,2,1,1,1,2,1,0,1,2,2,1
olddrum912@yahoo.com,2,1,1,2,1,1,2,2,1,1,2,2,1,2,1,2,2,0
newbeans217@yahoo.com,1,1,1,2,2,2,1,2,1,2,2,2,1,1,2,2,1,1
soiledrug174@163.com,2,2,0,0,1,2,2,2,2,2,1,2,1,1,1,2,1,1
slimyshoes919@yahoo.com,2,2,1,2,1,0,0,2,1,2,1,2,2,2,1,1,2,1
deeprug481@qq.com,2,2,1,2,2,2,2,1,2,1,1,1,1,2,1,1,0,2
acientsnake555@gmail.com,2,2,2,1,1,0,2,0,2,2,1,2,2,1,2,1,0,1
freshyrug42@qq.com,2,1,2,1,2,2,2,1,2,0,1,1,2,2,2,1,1,1
coldshack611@qq.com,2,2,2,1,1,2,2,2,1,1,2,1,1,0,0,2,2,1
mostlyshack522@163.com,0,2,2,1,0,1,1,2,1,1,2,2,2,1,0,2,2,2
foldingwindow54@yahoo.com,2,2,1,2,2,1,1,2,1,1,2,2,1,2,2,1,1,0
hottire211@outlook.com,1,2,0,2,1,1,2,2,1,2,2,1,1,1,2,0,2,2
fishyshirt859@outlook.com,2,2,2,2,1,2,2,2,2,1,0,1,1,2,1,1,1,1
slightlyhat370@outlook.com,1,2,2,1,2,2,0,2,2,1,2,2,0,1,1,1,2,0
coldsub278@yahoo.com,0,2,1,1,2,0,2,2,1,2,2,2,2,1,1,1,1,2
retiredsub614@outlook.com,2,2,1,0,1,1,2,1,1,2,2,2,1,1,1,2,2,2
tiredwindow970@163.com,2,1,1,2,1,2,1,2,2,2,1,1,2,2,1,1,1,2
usedtide801@yahoo.com,2,2,0,1,1,1,1,2,2,1,2,2,1,1,2,2,2,1
founddrum703@qq.com,1,1,1,2,2,2,2,0,2,2,1,1,1,1,2,0,2,2
deeptide738@gmail.com,0,2,1,0,1,2,2,1,2,2,2,1,2,2,2,1,1,1
dirtywindow48@qq.com,1,2,1,1,2,1,2,2,1,2,1,2,2,1,1,2,2,1
hothat842@outlook.com,2,0,1,1,1,1,2,1,1,2,1,2,2,2,2,2,1,2
oldtide873@gmail.com,2,2,2,2,2,1,2,1,1,1,1,1,2,0,1,1,2,2
slimycola683@outlook.com,1,2,1,2,0,2,1,1,2,1,2,0,2,2,1,2,1,2
foldingtide607@gmail.com,1,1,0,1,2,2,1,2,1,2,2,1,2,2,1,1,2,2
extraspice861@outlook.com,2,2,2,2,1,2,1,2,1,2,1,2,0,1,1,2,1,1
usedrug645@yahoo.com,0,2,1,2,0,2,2,1,2,1,1,1,0,2,1,2,2,2
hotshirt172@qq.com,0,1,2,1,2,2,2,1,2,1,1,0,2,2,0,2,2,1
foundwindow771@qq.com,2,1,2,2,1,2,2,0,2,1,2,1,2,2,0,1,1,1
tiredcola21@yahoo.com,2,1,1,2,1,1,2,1,2,1,2,2,1,2,1,2,1,2
slightlytire383@qq.com,1,2,0,2,1,2,2,2,0,2,1,2,0,0,1,2,1,2
soiledrug889@gmail.com,0,2,2,1,2,1,2,1,2,2,2,1,2,1,2,1,1,0
buriedshirt115@yahoo.com,1,2,2,2,1,2,0,0,1,1,1,2,2,2,2,1,2,1
usedtire882@163.com,2,1,1,1,2,2,0,1,2,2,1,2,2,1,1,1,2,2
clamyblanket985@qq.com,1,2,1,1,2,2,2,0,1,0,1,1,1,2,2,2,2,2
lostblanket281@qq.com,0,2,2,2,1,1,2,1,2,2,1,2,1,1,1,1,2,2
fishybike254@qq.com,2,0,1,1,2,1,1,2,2,2,2,0,2,1,2,2,1,0
buriedbeans162@outlook.com,2,2,2,1,1,2,0,1,1,1,1,2,2,2,2,2,1,1
extrachrysler814@outlook.com,2,1,1,2,2,1,1,1,1,2,1,2,2,0,2,2,1,2
milkydrum371@163.com,2,1,1,1,1,1,1,2,0,2,2,2,2,2,0,1,2,2
foundsub311@yahoo.com,2,1,1,1,2,1,1,2,2,0,2,2,1,2,2,0,1,2
usedcola992@yahoo.com,2,2,0,2,2,1,1,1,2,2,1,0,1,2,2,2,1,1
dirtysnake278@outlook.com,1,2,1,2,1,2,2,1,1,2,2,2,2,1,1,2,1,0
replacementdrum860@gmail.com,0,1,1,2,2,1,1,0,1,2,1,2,2,2,2,1,2,2
mostlyspice127@gmail.com,2,0,2,2,0,1,2,2,2,1,1,1,2,2,2,1,1,0
lostshirt339@yahoo.com,2,2,1,1,1,1,1,1,2,0,1,2,2,2,2,2,2,1
coldcup782@qq.com,1,2,1,0,1,1,2,2,2,2,2,2,2,1,0,2,1,1
moistshirt918@163.com,2,0,1,1,2,2,1,2,0,1,2,1,2,2,0,2,2,1
soiledrug637@163.com,2,1,1,2,2,1,2,1,1,1,1,2,2,2,1,1,2,2
soiledjeep158@outlook.com,1,1,2,2,1,2,2,2,1,2,1,2,1,1,2,1,2,1
dirtyspice29@outlook.com,2,1,2,2,1,2,0,1,2,0,1,2,2,2,1,2,1,0
dirtychrysler281@163.com,2,2,1,2,1,0,0,2,1,1,1,1,2,1,2,2,2,2
oldsnake346@yahoo.com,1,0,2,1,2,2,2,1,1,0,2,1,2,1,2,2,1,2
extraskates390@qq.com,0,2,1,0,2,2,1,2,2,2,1,2,1,1,2,1,1,2
deepshoes686@163.com,1,2,1,1,2,2,1,2,2,1,2,1,1,2,2,1,2,1
dirtyjug352@gmail.com,2,2,2,0,1,1,2,0,1,2,2,0,1,2,2,2,1,0
oldrug306@yahoo.com,1,1,1,2,2,2,0,2,1,0,2,1,1,2,2,2,2,1
clamyspice717@outlook.com,0,1,2,2,2,1,2,1,1,2,1,2,2,1,1,1,2,2
dryjug879@yahoo.com,2,2,1,2,2,2,1,2,1,1,1,1,1,1,2,2,2,0
replacementsub351@qq.com,0,2,1,1,2,2,2,1,1,2,2,2,1,2,1,2,1,0
deepsnake957@qq.com,2,2,1,2,2,2,2,2,1,1,0,0,2,1,1,1,2,1
coldsnake814@gmail.com,2,1,2,0,2,1,2,1,2,2,1,2,1,2,1,1,2,0
acientchrysler809@gmail.com,1,2,2,1,0,2,1,1,2,2,1,2,2,0,2,1,2,0
replacementchrysler733@163.com,2,1,2,2,2,2,0,2,1,1,1,0,2,1,2,2,0,0
acientsub492@gmail.com,2,2,1,2,1,1,1,0,2,0,2,1,2,2,1,2,2,1
oldshirt546@gmail.com,1,2,2,2,2,0,1,2,1,2,1,1,1,2,2,2,1,0
dailybread914@gmail.com,1,1,1,0,1,1,2,1,1,2,2,2,2,2,1,2,2,2
usedrug181@yahoo.com,2,1,1,1,2,2,2,2,2,1,1,1,2,1,1,1,2,2
slimycup306@yahoo.com,2,2,1,1,2,1,1,2,2,1,2,2,1,1,1,1,2,2
moistshoes107@qq.com,2,2,1,1,1,1,2,2,1,2,2,1,2,2,2,1,1,1
extrashoes369@outlook.com,2,2,2,1,1,1,1,1,2,1,2,2,1,2,2,1,1,2
newskates26@outlook.com,2,2,1,2,2,0,1,1,0,2,1,2,1,2,1,2,1,2
foldingtide644@gmail.com,2,1,1,1,2,2,1,2,1,0,2,1,2,2,1,2,2,1
freshyblanket903@qq.com,1,2,2,2,2,1,2,1,2,2,1,1,1,1,1,2,1,2
usedrug938@yahoo.com,2,1,2,2,2,2,2,0,2,1,1,2,2,0,1,0,1,0
replacementtide904@outlook.com,2,1,2,0,2,2,1,2,2,2,0,1,2,1,1,1,2,1
usedjeep164@yahoo.com,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,0
foundbeans35@163.com,2,0,2,2,0,2,1,1,2,1,2,2,1,1,1,1,2,2
deepblanket548@outlook.com,0,1,1,1,1,2,1,2,1,2,2,2,1,2,2,1,2,2
soiledrug494@163.com,1,1,2,2,2,1,2,0,2,2,1,0,0,1,2,2,2,1
foundshoes908@gmail.com,2,1,1,2,0,2,2,0,1,0,2,0,1,2,2,2,2,0
milkyrug473@yahoo.com,1,2,1,2,1,1,1,0,1,2,2,2,1,1,2,2,2,2
lostspice859@gmail.com,1,2,2,2,2,1,1,2,2,1,2,1,1,2,1,1,0,2
foundchrysler353@gmail.com,2,2,2,0,0,2,2,1,1,1,2,1,2,1,2,2,1,0
mostlyspice339@gmail.com,2,1,2,2,2,2,2,2,2,1,1,1,1,1,2,1,0,0
oldcup634@yahoo.com,2,0,1,0,2,1,2,1,2,2,2,2,1,1,1,2,1,2
usedcola500@yahoo.com,2,1,2,1,1,2,1,2,2,2,1,1,1,2,2,1,2,0
moistspice183@outlook.com,2,2,1,0,2,1,0,2,0,2,1,2,2,2,0,1,2,0
acienthat353@yahoo.com,1,2,2,0,2,1,1,2,2,2,2,1,2,2,0,1,1,1
replacementsnake840@yahoo.com,2,2,1,2,2,2,1,2,1,2,1,0,2,2,1,1,1,1
replacementshirt40@163.com,2,1,2,0,2,2,2,0,1,1,1,1,2,0,2,2,1,2
newshirt323@gmail.com,0,2,2,0,2,2,2,2,1,1,1,2,1,0,2,1,2,0
fishywindow973@outlook.com,1,0,0,1,2,1,2,2,2,2,1,2,2,0,0,2,2,1
mostlyrug473@gmail.com,0,2,2,0,2,2,2,0,1,2,2,2,2,0,1,1,1,0
clamyjeep153@163.com,0,2,1,2,0,0,2,1,1,2,2,1,2,2,2,1,1,2
clamysnake715@gmail.com,0,1,2,1,1,1,1,1,2,2,2,2,2,2,2,1,2,0
retiredskates875@outlook.com,2,1,1,2,1,2,2,2,2,1,1,1,1,1,2,2,1,2
foundbread301@163.com,2,2,2,0,0,1,2,0,2,2,1,0,1,2,2,1,1,2
deepdrum298@yahoo.com,2,0,2,2,2,1,2,0,1,1,1,1,2,2,1,1,2,2
hotshack271@qq.com,2,2,0,1,0,1,1,2,2,0,1,2,2,0,2,2,1,2
tiredhat236@yahoo.com,2,1,1,2,2,2,2,1,1,2,1,2,1,1,2,2,0,0
freshyshirt46@outlook.com,2,1,2,1,2,1,1,1,0,1,1,2,2,2,2,2,2,1
tiredsnake664@outlook.com,2,2,1,1,0,2,2,1,2,1,2,2,2,0,0,1,1,2
slightlybread757@yahoo.com,0,2,1,0,2,2,2,2,1,2,2,1,2,1,2,1,1,1
dailybike787@163.com,2,2,2,2,2,1,1,2,1,1,2,1,1,0,1,2,1,2
lostskates238@qq.com,2,2,2,2,1,2,2,1,1,2,1,0,2,2,1,1,1,1
newsnake550@yahoo.com,1,2,2,1,1,2,1,2,2,1,1,2,1,1,1,2,2,2
foundshack343@gmail.com,0,1,2,2,0,2,1,2,1,1,2,1,2,1,1,2,2,2
dailytire90@gmail.com,2,1,1,2,2,0,1,1,1,2,2,1,2,2,1,0,2,2
foundtide219@qq.com,2,1,1,1,0,2,1,2,1,2,1,2,2,2,2,2,1,1
newbread855@163.com,1,2,1,1,2,1,2,2,2,0,2,1,2,2,2,1,1,0
milkytire820@gmail.com,0,2,2,2,0,2,1,1,1,2,2,1,1,1,2,1,2,2
slimyshack348@163.com,2,2,2,1,1,1,1,0,2,1,1,2,2,2,2,1,2,1
slimycup961@163.com,2,1,1,1,2,1,1,1,1,2,2,2,1,2,2,1,2,2
dailyshoes843@qq.com,2,1,2,1,2,2,1,2,1,2,1,1,2,1,1,2,1,2
deeptire133@outlook.com,2,0,1,1,2,2,1,1,1,2,2,2,1,2,1,2,1,2
freshyblanket717@outlook.com,2,1,1,2,0,1,2,2,1,2,2,1,2,0,1,1,2,2
retiredtire193@yahoo.com,2,1,0,1,2,2,2,2,1,1,1,2,1,1,2,0,2,2
milkyspice620@qq.com,1,1,2,0,2,1,2,1,2,1,2,2,1,2,2,1,1,2
mostlyrug152@qq.com,2,2,1,2,1,1,0,2,1,0,1,2,2,2,2,0,2,1
slightlyjug254@yahoo.com,1,2,0,2,1,2,2,0,2,1,1,2,0,1,2,1,2,2
deepshack742@gmail.com,1,1,2,0,2,2,0,2,1,2,1,0,2,2,0,1,2,2
slightlycup715@gmail.com,0,2,2,1,2,1,1,2,1,2,2,1,1,2,2,2,1,0
oldtire137@qq.com,1,1,0,2,1,2,2,2,2,1,0,2,0,0,2,2,0,2
milkybread750@gmail.com,2,2,2,2,0,1,2,2,2,1,1,1,2,1,1,0,1,2
oldchrysler400@163.com,1,2,0,2,1,1,2,2,2,1,1,2,2,1,2,2,1,0
usedtide37@163.com,2,2,2,1,2,1,2,1,2,2,1,1,2,2,0,1,1,0
moistdrum752@qq.com,1,1,1,2,2,1,2,2,2,1,1,2,1,1,2,0,2,2
hotspice715@163.com,2,2,1,1,0,1,2,2,1,1,2,1,2,2,2,2,1,1
replacementspice591@163.com,0,1,2,2,1,1,2,1,1,2,0,1,2,2,2,1,2,2
dryskates413@yahoo.com,1,1,2,1,2,2,1,2,1,2,1,2,1,1,1,2,2,2
oldjeep399@outlook.com,1,1,1,2,2,1,1,1,2,2,1,2,2,1,2,2,1,2
drychrysler833@gmail.com,1,2,2,0,0,2,2,2,1,2,1,1,2,1,2,2,1,0
retiredtide337@outlook.com,0,1,2,0,2,1,1,1,2,1,2,2,0,2,2,2,2,0
hotblanket968@163.com,1,0,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2
milkytide458@163.com,1,1,2,1,2,2,2,1,2,1,2,1,0,1,2,1,2,2
dailysnake707@qq.com,2,2,2,1,1,0,1,2,1,2,1,1,2,2,1,1,2,2
extrabread553@qq.com,0,0,0,1,2,1,2,2,2,1,1,1,2,2,2,1,2,2
clamydrum820@outlook.com,2,2,1,2,1,2,2,2,2,1,2,1,1,0,1,1,1,2
slimybeans83@yahoo.com,2,1,1,0,2,2,2,2,0,2,0,2,2,0,2,1,1,0
dirtysub781@yahoo.com,1,2,1,2,2,1,1,2,1,1,2,2,1,0,2,2,1,2
clamybeans775@outlook.com,1,2,0,1,0,2,1,2,1,2,2,1,2,1,2,1,2,2
foundskates539@outlook.com,0,2,1,2,1,1,2,2,2,2,2,1,2,2,1,1,1,0
fishybread363@yahoo.com,2,2,1,2,2,1,1,2,1,2,1,1,2,2,1,0,0,2
slimywindow631@163.com,2,1,2,1,2,1,1,0,2,2,2,2,1,1,1,2,2,1
replacementskates478@yahoo.com,1,1,1,2,2,2,2,2,1,2,2,1,2,2,1,1,1,1
newwindow655@qq.com,0,2,2,1,1,2,1,2,0,1,2,1,1,1,2,2,2,2
buriedwindow695@yahoo.com,0,1,1,2,2,2,1,2,2,0,2,2,1,1,1,1,2,2
newbeans797@163.com,1,2,2,1,2,0,0,2,2,1,2,1,0,1,2,0,2,2
milkyblanket221@qq.com,2,2,1,2,2,2,1,2,2,0,1,1,1,1,2,2,1,1
replacementhat268@qq.com,1,2,1,1,1,2,1,2,2,2,2,1,2,1,0,2,1,2
moistsnake997@163.com,2,2,1,0,1,2,2,2,2,2,1,2,1,1,2,1,1,1
dailyskates789@outlook.com,2,2,1,1,1,2,2,0,2,1,2,0,2,1,1,2,2,0
freshyspice185@qq.com,2,2,1,1,2,1,1,2,2,1,1,1,2,0,2,2,1,2
slightlyjug390@163.com,1,2,2,1,2,0,1,2,1,2,1,2,2,2,1,2,1,1
fishyspice4@outlook.com,1,2,2,1,1,2,1,1,1,2,2,1,2,1,2,1,2,2
colddrum262@163.com,2,2,2,1,1,0,1,2,2,2,0,1,2,2,1,2,1,1
lostcola749@yahoo.com,2,1,2,0,2,0,2,2,1,2,1,0,2,0,2,2,0,0
