email,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18
dryblanket964@gmail.com,2,2,1,1,0,1,1,0,2,1,2,1,2,1,2,2,2,2
buriedjeep883@163.com,1,2,2,2,2,0,1,2,1,2,0,1,1,1,2,2,2,0
hotbeans567@qq.com,2,2,2,1,1,1,2,2,2,1,2,0,1,0,1,2,2,1
coldbike895@yahoo.com,0,2,2,1,0,1,1,1,0,1,2,2,2,2,2,1,2,2
usedtide37@163.com,2,2,2,0,2,1,2,1,2,2,1,1,2,2,1,0,1,1
dailyshoes843@qq.com,2,1,2,1,2,2,1,2,1,2,1,0,2,1,0,2,1,2
foldingbike830@outlook.com,2,2,0,0,1,2,2,2,1,1,2,1,2,2,1,1,2,1
newtire220@outlook.com,2,1,0,0,2,1,2,0,1,2,2,2,2,2,2,0,1,0
replacementshirt358@yahoo.com,2,2,1,0,2,2,1,2,1,0,2,1,1,2,2,1,2,0
deepcola862@outlook.com,1,1,2,1,2,2,1,0,2,1,0,0,1,2,2,2,2,2
moistcola824@gmail.com,1,0,0,1,2,1,1,2,2,2,0,2,0,1,2,2,2,2
newskates92@gmail.com,1,2,1,2,0,1,2,2,2,1,2,2,0,1,2,1,1,2
mostlyspice127@gmail.com,2,1,2,2,1,1,2,2,2,1,1,0,2,2,2,1,1,1
slightlysub732@qq.com,2,0,1,1,2,1,2,2,1,2,2,1,2,2,1,0,2,1
foldingsnake953@outlook.com,2,0,1,2,2,1,1,1,2,2,1,2,2,0,2,1,2,0
usedbike748@qq.com,1,0,2,1,2,2,1,1,2,2,1,1,2,1,2,2,2,1
deepshoes686@163.com,1,2,1,0,2,2,1,2,2,1,2,1,0,2,2,1,2,1
retiredsub266@yahoo.com,1,1,1,1,2,1,1,2,2,2,2,0,2,2,0,1,2,2
hotbike829@163.com,1,2,2,2,1,2,1,1,2,2,1,1,1,1,1,2,2,2
newchrysler981@gmail.com,1,1,2,1,1,1,2,2,1,2,2,0,2,2,0,1,2,2
coldwindow93@gmail.com,1,2,0,2,1,2,2,2,0,2,0,0,1,1,2,2,1,2
buriedspice285@outlook.com,1,1,1,2,2,2,1,2,1,0,0,2,2,1,2,2,2,0
buriedbread907@outlook.com,1,0,2,1,2,2,2,2,0,1,0,2,1,1,2,1,2,2
foldingcup786@163.com,2,1,2,2,1,1,1,1,2,1,2,2,2,1,0,1,2,2
slightlytide309@yahoo.com,2,0,1,2,1,2,2,2,2,2,2,1,0,1,2,1,1,0
buriedcup948@163.com,1,2,2,2,1,2,1,2,1,1,2,1,1,2,2,2,1,0
slimyjeep502@163.com,2,0,1,1,2,1,2,2,2,2,2,2,1,2,1,1,1,0
drybeans185@163.com,1,2,2,2,1,2,2,2,1,2,1,2,0,2,1,1,1,1
slightlychrysler47@gmail.com,2,1,1,1,2,0,2,2,2,2,2,1,1,2,1,2,1,0
retiredblanket121@163.com,2,0,1,0,2,2,1,2,0,1,2,2,1,2,2,0,1,2
soiledskates814@163.com,1,2,2,1,2,2,0,0,2,2,0,0,0,2,0,2,1,2
foldingrug197@outlook.com,1,2,1,2,2,2,1,2,2,1,1,2,1,0,0,2,1,2
retiredjug229@yahoo.com,1,0,0,2,0,2,2,2,0,2,2,1,1,2,2,1,1,2
usedsnake976@gmail.com,2,0,2,1,1,1,2,2,0,2,2,2,2,1,1,2,1,1
replacementshoes847@qq.com,2,2,2,2,1,0,0,0,0,2,0,2,2,2,2,0,1,1
lostwindow390@gmail.com,1,1,1,2,1,2,1,2,0,2,2,0,2,2,1,2,2,1
fishycola451@outlook.com,1,1,1,1,1,2,1,2,2,2,2,2,2,1,2,2,1,1
fishytire372@gmail.com,2,1,1,1,1,2,1,1,1,2,2,2,2,2,2,1,2,1
clamysnake715@gmail.com,1,0,2,1,1,1,1,0,2,2,2,2,2,2,2,1,2,1
dirtybeans888@outlook.com,1,2,1,1,1,2,0,2,1,2,2,1,2,2,2,0,1,2
deepbeans875@qq.com,1,1,2,0,2,2,1,2,1,1,2,1,2,2,1,2,2,1
replacementshirt214@163.com,2,0,1,2,2,2,1,0,2,1,1,2,1,1,2,2,1,2
clamyblanket985@qq.com,1,2,1,1,2,2,2,0,1,1,1,1,1,2,2,2,2,2
lostshoes790@163.com,2,2,1,1,0,2,2,2,1,2,1,0,0,2,0,2,1,2
soiledsub425@163.com,1,2,1,2,1,1,2,2,1,0,2,2,1,1,2,2,2,1
soiledspice290@163.com,1,2,0,2,0,1,1,0,2,1,2,2,2,2,1,2,1,2
freshyshoes711@gmail.com,2,2,2,1,2,2,2,1,2,1,1,2,1,1,1,1,1,2
extrablanket867@gmail.com,2,2,1,2,0,2,2,0,2,2,0,2,1,0,0,0,2,1
slimyskates612@outlook.com,1,2,2,1,0,2,2,2,0,1,1,0,2,2,1,1,2,2
slimyrug81@yahoo.com,1,2,2,2,1,2,0,0,2,1,0,1,0,2,2,2,2,1
extrabread553@qq.com,1,0,1,1,2,1,2,2,2,1,0,1,2,2,2,1,2,2
freshyskates489@yahoo.com,2,1,1,2,2,0,2,1,2,1,1,1,2,2,2,2,1,1
drycup651@163.com,2,2,1,1,0,2,2,0,2,2,1,1,2,1,0,2,2,0
milkyshoes608@gmail.com,1,1,1,2,2,2,1,2,1,1,0,2,1,1,2,2,2,2
replacementspice591@163.com,1,0,2,2,1,1,2,1,1,2,1,0,2,2,2,1,2,2
replacementbeans236@outlook.com,1,0,1,2,1,2,2,2,1,2,1,2,1,1,2,2,1,2
fishyblanket809@outlook.com,1,0,1,2,2,2,2,1,1,2,2,0,2,0,1,1,2,2
milkytire691@qq.com,0,1,2,0,1,2,1,2,2,2,0,2,0,0,2,2,1,2
extracola545@yahoo.com,1,2,0,1,2,0,1,0,1,2,2,1,2,2,2,1,2,2
mostlyshirt458@yahoo.com,1,2,1,1,2,2,2,2,1,2,1,1,2,1,2,0,2,1
clamytire651@gmail.com,2,0,1,2,0,1,1,2,2,2,0,0,1,2,0,2,2,2
moistbike627@163.com,1,1,1,2,2,2,2,1,1,1,2,1,1,1,2,2,2,2
hotspice715@163.com,2,2,1,1,1,1,2,2,1,1,2,1,2,2,2,2,0,0
dailytire844@yahoo.com,1,2,0,2,2,1,2,1,1,1,2,2,1,1,1,2,2,2
tiredbread440@163.com,2,1,1,2,2,1,2,2,1,2,0,1,2,0,1,2,2,1
mostlyshirt500@163.com,2,0,2,2,2,1,2,2,2,1,1,1,2,1,1,2,1,1
clamyblanket565@outlook.com,2,1,2,1,1,2,0,2,2,1,2,2,1,2,1,2,1,0
drysnake204@gmail.com,2,1,2,1,2,0,0,2,2,1,2,1,1,0,2,0,2,2
milkyblanket221@qq.com,2,2,1,2,2,2,1,2,2,1,0,1,0,1,2,2,1,1
clamyspice37@gmail.com,2,2,2,2,1,1,1,0,2,2,2,1,1,1,2,0,1,2
deepshoes823@gmail.com,2,2,1,1,2,2,2,0,2,1,2,0,1,0,2,2,1,0
coldsnake814@gmail.com,2,1,2,1,2,1,2,1,2,2,0,2,1,2,1,1,2,0
tiredhat236@yahoo.com,2,0,1,2,2,2,2,0,1,2,1,2,0,1,2,2,1,0
deepdrum726@qq.com,1,2,2,1,2,1,1,0,0,2,2,1,1,2,2,2,0,2
lostskates470@gmail.com,1,1,2,2,1,2,2,1,0,1,2,2,1,2,1,2,2,0
usedrug746@outlook.com,2,2,2,2,0,2,1,2,2,0,0,0,2,1,0,1,1,2
deepdrum298@yahoo.com,2,0,2,2,2,1,2,0,0,0,1,0,2,2,0,1,2,2
soiledrug174@163.com,2,2,1,0,1,2,2,2,2,2,1,2,1,1,1,2,1,0
oldchrysler191@qq.com,1,2,2,1,2,1,1,1,2,2,0,2,1,1,2,2,1,2
deepshack742@gmail.com,1,0,2,1,2,2,1,2,0,2,1,1,2,2,1,1,2,2
dirtysub599@163.com,2,2,1,2,0,2,1,2,1,1,1,2,2,2,1,1,1,2
tiredtire285@yahoo.com,2,1,2,1,1,1,1,1,2,2,2,2,1,2,2,2,1,1
moistsnake997@163.com,2,2,1,1,1,2,2,2,2,2,1,2,0,0,2,0,1,1
dailytide471@outlook.com,1,2,1,0,2,0,2,2,2,0,2,2,1,2,1,2,1,0
deeprug933@163.com,2,0,1,2,1,2,2,1,2,2,1,1,1,2,0,2,1,2
dailybike530@gmail.com,2,2,1,2,0,1,1,0,0,0,1,2,2,2,2,0,2,2
usedshirt865@qq.com,2,1,2,1,1,2,0,2,2,2,1,1,2,2,1,0,1,2
extraspice708@qq.com,2,2,2,0,1,2,1,0,2,2,1,2,0,2,2,1,1,0
freshytire743@outlook.com,1,2,2,2,2,1,2,0,0,1,2,1,0,2,0,0,2,2
usedjeep619@outlook.com,2,2,1,2,2,2,1,2,2,1,1,0,0,0,2,0,1,2
acientshoes215@outlook.com,2,0,2,1,2,1,2,1,2,1,1,1,2,2,2,1,2,0
acientcup466@gmail.com,2,0,1,2,2,1,1,0,0,2,1,1,2,2,2,2,2,1
foundshirt542@yahoo.com,2,2,1,1,2,2,1,1,2,1,2,1,1,2,1,2,2,1
buriedskates672@outlook.com,0,1,2,2,2,1,2,2,0,2,2,1,0,0,2,0,1,2
foldinghat824@qq.com,2,2,1,2,1,1,1,1,2,2,2,2,1,1,2,1,1,2
foundrug2@yahoo.com,2,2,1,1,0,1,2,2,1,2,1,2,1,1,2,2,1,2
slimyskates157@163.com,2,2,1,2,0,1,2,2,0,1,2,2,1,1,2,1,2,0
losthat457@163.com,2,1,2,1,2,1,1,2,1,2,1,1,1,2,2,2,2,1
hotwindow473@qq.com,1,2,1,1,2,2,2,2,2,1,1,2,1,1,2,1,1,2
lostskates393@qq.com,2,2,1,0,2,2,2,2,2,1,1,2,0,1,1,1,2,1
clamyspice605@yahoo.com,2,2,1,2,2,1,1,0,2,2,2,1,0,1,2,0,1,2
extrachrysler814@outlook.com,2,0,1,2,2,1,1,1,0,2,1,2,2,0,2,2,1,2
dailywindow99@gmail.com,2,2,1,2,1,2,2,2,0,1,1,1,1,1,2,2,1,2
foundhat456@outlook.com,1,2,2,2,1,0,2,2,1,2,0,2,2,0,2,1,1,0
freshytire380@163.com,2,1,2,1,2,1,2,2,2,2,1,2,1,1,2,0,0,0
soiledbike119@outlook.com,1,2,2,0,1,2,1,2,1,2,0,1,2,2,2,0,1,2
dailyspice87@yahoo.com,2,0,2,2,1,1,2,0,0,2,0,2,1,2,1,2,2,0
slimydrum148@outlook.com,2,2,2,2,0,1,2,1,2,0,0,1,0,1,0,2,2,2
soiledsnake93@qq.com,1,2,2,2,0,1,2,2,0,1,1,1,2,2,0,0,2,2
freshybike323@yahoo.com,2,2,1,1,1,1,1,0,2,1,2,1,2,2,2,2,1,2
soiledwindow985@yahoo.com,1,2,2,1,1,0,2,2,0,1,0,2,0,2,2,1,2,2
extrasnake821@qq.com,1,1,2,1,2,1,2,1,1,2,2,1,0,2,2,2,1,2
lostskates583@163.com,2,2,2,2,2,1,2,2,1,1,1,1,1,2,1,0,1,2
soiledshack984@163.com,1,1,1,0,0,2,2,2,1,2,1,2,2,1,1,2,2,2
deepblanket548@outlook.com,1,1,1,1,1,2,1,2,0,2,2,2,1,2,2,1,2,2
buriedjug927@qq.com,2,0,2,0,2,1,1,2,2,2,1,2,0,2,1,0,2,0
soiledrug889@gmail.com,1,2,2,1,2,1,2,1,2,2,2,1,2,1,2,0,1,0
freshyspice185@qq.com,2,2,1,0,2,1,1,2,2,1,1,1,2,1,2,2,1,2
dryrug490@yahoo.com,0,0,2,1,2,0,2,1,2,1,2,1,2,1,2,2,1,2
foundsub934@gmail.com,1,2,2,2,1,1,2,2,2,1,0,1,0,2,0,2,2,1
acientshirt492@gmail.com,1,2,2,1,2,1,1,2,2,1,2,2,0,2,1,2,1,1
foldingsnake113@yahoo.com,2,2,1,0,1,2,1,2,1,2,1,2,2,2,1,2,1,0
dirtyspice235@outlook.com,1,2,2,1,0,1,1,2,1,2,2,0,2,2,1,2,1,2
oldsub430@yahoo.com,1,1,2,2,1,1,2,2,1,2,0,2,0,1,1,2,2,2
buriedspice689@qq.com,2,0,2,2,2,1,1,0,1,2,2,1,1,1,2,1,2,2
soiledsnake79@yahoo.com,1,2,2,1,2,2,2,1,1,2,1,2,2,1,1,1,1,2
coldsub774@yahoo.com,1,2,2,1,2,1,1,2,2,1,0,2,2,1,2,1,1,2
foldingbread553@outlook.com,2,2,2,2,0,2,2,1,0,1,2,1,1,1,2,0,2,0
slimyspice279@qq.com,2,0,1,2,2,1,2,0,2,1,1,1,2,2,2,0,2,1
coldcup141@qq.com,1,2,1,1,2,1,1,2,1,2,1,1,0,2,2,2,2,2
extrashoes592@yahoo.com,1,1,2,0,1,2,0,2,2,2,1,2,0,2,2,0,1,2
dirtydrum199@163.com,2,0,1,1,2,1,1,0,2,1,2,2,2,1,2,1,2,2
fishybread363@yahoo.com,2,2,1,2,2,1,1,2,1,2,1,1,2,2,1,1,1,2
tiredsnake664@outlook.com,2,2,0,0,0,2,2,1,2,1,2,2,2,1,1,1,1,2
drywindow184@qq.com,2,2,2,1,2,2,2,0,1,1,2,0,1,2,0,1,0,2
deeprug165@outlook.com,2,1,1,1,1,1,2,1,2,1,2,2,2,1,0,2,2,2
tiredskates27@163.com,1,0,2,1,2,1,2,0,1,2,0,1,2,2,2,2,1,2
fishyshoes979@qq.com,1,1,1,2,2,2,1,2,2,1,2,2,0,2,1,0,2,1
fishydrum599@163.com,1,0,2,1,2,1,2,2,2,1,1,2,2,1,1,2,2,0
hottire211@outlook.com,1,2,1,2,1,0,2,2,1,2,2,1,0,1,2,0,2,2
foundtide258@yahoo.com,2,1,1,2,1,1,2,2,0,2,0,1,2,1,2,2,1,2
acienthat353@yahoo.com,1,2,2,1,2,1,1,2,2,2,2,0,2,2,1,1,1,1
mostlyhat50@yahoo.com,2,2,2,1,2,1,2,1,2,1,2,1,0,1,2,1,2,0
acientspice814@outlook.com,1,1,2,1,1,2,2,2,2,1,1,2,2,2,1,1,1,2
deepsnake772@gmail.com,2,2,1,1,2,1,1,2,2,2,1,2,0,2,1,2,1,1
retiredrug224@qq.com,0,2,2,1,1,1,1,2,1,1,1,2,0,2,2,2,2,2
foundshack537@qq.com,1,2,2,1,2,1,2,2,2,1,1,1,1,2,2,1,1,2
tiredbeans817@gmail.com,2,2,1,2,1,0,2,2,1,2,2,2,1,2,1,1,1,1
dailyjug835@163.com,1,0,1,2,2,2,1,0,2,0,2,1,2,1,2,2,2,0
coldhat974@gmail.com,1,2,2,0,0,1,2,2,0,2,1,2,1,2,2,1,1,2
buriedcup310@outlook.com,2,0,2,2,1,1,1,1,2,2,2,0,1,2,1,2,2,1
deepbread381@yahoo.com,0,2,2,2,1,2,2,2,0,1,0,2,0,1,2,1,1,2
replacementsub351@qq.com,1,2,1,1,2,2,2,1,0,2,2,2,1,2,1,2,1,1
clamyshack71@qq.com,2,2,2,1,2,2,2,1,2,1,1,1,1,0,2,1,1,2
dryjeep45@163.com,2,2,2,2,2,1,1,1,2,1,2,2,2,1,1,0,1,0
moistbike54@163.com,1,2,2,1,1,2,1,1,1,1,0,1,2,2,2,2,2,2
retiredspice520@163.com,1,0,2,0,1,1,2,0,0,2,2,2,2,2,1,1,2,2
tiredbeans825@163.com,2,0,2,2,1,0,2,0,2,0,2,1,2,2,0,1,2,1
tiredrug873@163.com,2,0,1,1,1,1,2,0,2,2,1,2,2,1,0,2,2,2
deeptide254@qq.com,2,2,1,1,2,1,2,2,1,1,2,0,0,2,1,2,1,2
usedrug181@yahoo.com,2,0,1,1,2,2,2,2,2,1,1,1,2,0,1,0,2,2
slimyjug642@163.com,2,2,1,1,2,1,1,2,2,0,2,0,2,1,1,1,2,2
fishybike986@qq.com,2,2,1,2,2,1,2,2,0,0,1,2,0,1,1,2,1,2
slimyjeep659@qq.com,2,2,1,0,1,0,1,0,2,1,2,0,2,2,2,0,2,2
freshybread143@gmail.com,2,2,1,1,0,0,2,1,2,1,2,1,2,2,2,2,1,0
newbread855@163.com,1,2,0,0,2,1,2,2,2,1,2,1,2,2,2,0,1,1
fishycup117@163.com,1,0,1,2,2,2,2,2,0,1,1,2,0,2,0,2,2,1
lostblanket371@outlook.com,2,2,1,0,2,2,2,2,1,2,1,1,0,2,2,1,1,0
fishybike254@qq.com,2,0,1,1,2,1,1,2,2,2,2,1,2,1,2,2,1,0
deeptire133@outlook.com,2,1,1,0,2,2,1,1,1,2,2,2,1,2,1,2,1,2
deepchrysler238@outlook.com,1,0,1,1,1,2,2,2,2,1,2,2,1,2,1,2,1,2
usedjeep501@outlook.com,1,0,1,2,2,2,2,2,0,0,1,2,0,2,1,2,0,2
hotwindow831@outlook.com,2,1,2,2,1,0,1,1,2,1,1,2,1,2,2,2,2,0
foldingwindow224@gmail.com,2,0,0,1,0,0,1,2,2,2,2,2,2,1,1,1,2,2
hotbeans6@gmail.com,2,0,1,1,2,0,2,2,2,2,0,0,1,2,1,2,2,1
buriedbeans746@yahoo.com,1,1,1,2,2,1,1,2,2,1,2,2,1,2,2,0,1,2
foundtide103@qq.com,2,0,1,2,2,2,2,2,0,1,2,1,0,2,1,1,1,2
moistwindow592@outlook.com,1,2,2,1,2,0,1,1,2,2,2,2,0,0,0,2,0,2
foundhat698@outlook.com,2,2,1,0,0,2,2,2,2,2,1,1,2,1,1,1,2,1
fishytire276@gmail.com,1,0,2,0,2,1,2,2,1,0,2,2,0,2,2,0,1,2
retiredshoes923@163.com,2,2,2,1,1,1,1,2,1,0,2,2,1,1,2,2,1,2
soiledshirt718@outlook.com,2,2,1,1,2,2,1,1,0,2,0,2,0,2,2,2,1,1
slimywindow631@163.com,2,1,2,1,2,1,1,0,2,2,2,2,1,1,1,2,2,0
oldchrysler964@163.com,1,0,2,2,2,1,1,2,0,2,2,1,2,1,1,2,0,2
lostcola749@yahoo.com,2,0,2,1,2,1,2,2,1,2,0,0,2,0,2,2,1,0
extrashoes369@outlook.com,2,2,2,1,0,0,1,0,2,1,2,2,0,2,2,1,1,2
clamyjeep153@163.com,1,2,1,2,0,1,2,1,1,2,2,1,2,2,2,1,1,2
replacementshoes99@outlook.com,1,1,0,2,2,2,2,2,1,1,2,2,0,1,1,2,2,1
dailydrum264@gmail.com,2,2,2,1,2,1,1,1,0,1,2,1,1,1,2,2,2,2
hotwindow293@gmail.com,1,1,2,2,0,1,1,1,2,2,2,2,1,1,2,2,1,2
hotspice48@qq.com,2,0,1,1,2,2,2,2,0,1,0,2,2,1,2,1,2,1
dailyspice943@163.com,1,0,0,2,2,2,1,0,1,1,0,2,2,0,2,2,2,2
lostsub349@gmail.com,2,2,1,2,1,2,1,2,2,2,1,0,1,1,2,1,1,2
replacementsnake366@gmail.com,1,1,2,2,1,1,1,0,1,2,2,0,2,2,2,2,0,2
dailyrug68@gmail.com,2,0,0,2,2,2,1,2,0,2,1,0,0,1,2,2,1,2
moistsnake175@yahoo.com,2,2,2,1,0,2,1,0,2,1,1,1,0,2,2,2,2,0
milkytide458@163.com,1,0,2,1,2,2,2,1,2,1,2,1,0,0,2,0,2,2
milkyshoes757@yahoo.com,0,2,2,2,1,2,2,2,1,1,1,2,2,1,2,1,1,1
retiredsnake534@outlook.com,1,2,1,1,2,2,2,1,0,2,2,1,0,2,0,2,1,2
coldrug976@yahoo.com,2,0,1,1,2,0,2,2,2,1,0,2,2,0,0,0,2,2
newjeep849@qq.com,2,2,2,1,1,0,1,1,2,2,0,0,2,2,0,1,2,2
dailytire90@gmail.com,2,1,1,2,2,0,1,1,1,2,2,0,2,2,1,1,2,2
foldingskates208@gmail.com,2,0,1,2,2,2,2,2,1,0,2,0,0,1,2,2,1,0
mostlyblanket953@163.com,2,0,1,1,2,0,2,2,1,2,2,1,0,2,2,1,2,1
extrajeep354@qq.com,1,0,1,2,1,2,2,0,2,1,0,2,2,1,2,2,0,2
mostlyblanket933@yahoo.com,2,0,2,2,2,2,2,2,1,0,1,2,1,1,1,1,1,2
lostshirt339@yahoo.com,2,2,1,1,1,0,1,1,2,1,1,2,2,2,2,2,2,1
freshytide614@gmail.com,1,1,0,2,2,2,0,2,1,2,0,2,2,1,2,1,2,1
foundsub142@qq.com,1,0,2,2,2,0,1,0,2,2,1,0,0,2,2,2,1,2
dirtyshack540@gmail.com,1,2,1,2,1,1,2,1,2,0,0,2,2,1,1,2,2,2
hotchrysler124@outlook.com,2,1,2,0,2,1,1,2,1,1,2,2,1,2,2,2,1,1
oldwindow763@yahoo.com,2,1,1,2,0,1,2,1,2,0,2,2,0,2,0,1,2,2
dailysnake707@qq.com,2,2,2,0,1,1,1,2,1,2,1,1,2,2,1,1,2,2
retiredchrysler146@outlook.com,1,2,2,1,1,1,1,2,1,2,2,2,2,2,0,0,1,2
lostrug682@163.com,2,2,2,2,1,0,2,2,1,2,1,1,1,2,1,1,2,1
extrasnake858@gmail.com,1,1,1,2,1,2,1,1,2,2,1,1,2,2,2,2,2,1
foldingdrum2@163.com,1,2,2,1,1,2,2,0,2,1,2,1,2,1,1,1,2,2
mostlyshack538@gmail.com,1,2,1,1,2,1,2,2,1,2,2,2,2,1,1,0,1,2
extrashirt316@yahoo.com,1,0,1,1,2,1,2,0,2,2,2,1,2,1,1,2,2,2
tiredhat606@qq.com,2,0,2,2,2,0,1,0,2,2,1,2,1,0,1,0,2,2
freshyshirt46@outlook.com,2,0,2,1,2,1,1,0,1,1,1,2,2,2,2,2,2,1
extraspice861@outlook.com,2,2,2,2,1,2,1,2,1,2,1,2,0,1,1,2,1,0
fishyjug479@qq.com,1,1,2,2,1,1,2,1,1,1,2,2,2,2,2,1,2,0
retiredbeans922@gmail.com,1,0,2,2,2,1,1,2,0,2,1,0,1,2,1,2,2,2
hothat842@outlook.com,2,0,1,1,0,1,2,1,1,2,0,2,2,2,2,2,1,2
buriedcola618@gmail.com,1,0,2,1,1,1,1,2,2,2,2,2,2,0,1,2,1,2
deepshoes912@163.com,2,2,1,1,1,1,2,2,1,2,2,1,2,0,2,2,1,1
replacementskates795@outlook.com,1,1,2,0,2,2,1,2,1,2,2,0,1,0,2,0,2,2
dailybeans981@gmail.com,2,2,2,2,1,2,2,2,0,1,2,1,1,1,0,1,1,2
