email,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18
newjeep849@qq.com,2,2,2,1,1,0,1,1,2,2,0,1,2,2,1,1,2,2
freshyjug894@yahoo.com,1,2,2,2,1,2,1,0,2,2,2,2,1,1,1,1,2,1
foldingcup778@outlook.com,1,0,2,2,2,1,1,1,2,0,2,2,2,1,2,1,1,2
newshack421@163.com,2,2,2,1,2,1,1,2,1,2,1,1,1,2,2,2,1,1
buriedbeans162@outlook.com,2,2,2,1,0,2,1,1,1,1,1,2,2,2,2,2,1,0
dirtybeans888@outlook.com,1,2,1,0,1,2,1,2,1,2,2,1,2,2,2,1,1,2
dailybeans446@yahoo.com,1,2,2,2,0,0,2,2,2,2,0,2,0,2,1,0,1,1
lostshack328@gmail.com,1,1,2,2,2,1,2,2,2,1,2,0,0,1,1,2,2,0
foundspice938@yahoo.com,1,1,1,2,2,1,1,1,2,0,2,2,1,2,2,2,1,2
foundsub142@qq.com,1,0,2,2,2,0,1,1,2,2,1,1,1,2,2,2,1,2
tiredhat236@yahoo.com,2,1,1,2,2,2,2,0,1,2,1,2,1,1,2,2,1,1
newbread192@gmail.com,2,1,2,1,1,1,2,1,2,2,1,2,2,1,2,2,1,1
lostskates238@qq.com,2,2,2,2,0,2,2,1,1,2,0,0,2,2,0,0,0,1
freshytide573@yahoo.com,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1
foundtire912@qq.com,2,2,2,2,1,2,2,2,1,2,1,2,1,1,1,1,1,0
deepbread381@yahoo.com,1,2,2,2,1,2,2,2,0,0,0,2,1,1,2,1,0,2
usedrug181@yahoo.com,2,1,1,0,2,2,2,2,2,1,1,1,2,0,0,1,2,2
slightlytire383@qq.com,1,2,1,2,1,2,2,2,1,2,1,2,1,1,0,2,1,2
clamytire323@outlook.com,2,2,1,0,2,2,2,0,2,0,2,1,1,2,1,1,1,2
retiredsub891@163.com,1,1,1,1,2,2,2,2,2,1,1,0,2,2,1,1,2,2
usedrug645@yahoo.com,1,2,1,2,1,2,2,1,2,1,1,0,1,2,1,2,2,2
slimycup494@qq.com,2,1,0,1,2,2,2,1,2,0,0,0,0,2,2,2,2,0
dailybread914@gmail.com,1,0,1,0,0,1,2,1,1,2,2,2,2,2,1,2,2,2
clamyskates705@yahoo.com,1,1,2,0,0,0,1,2,1,0,2,2,2,0,2,2,2,2
tiredspice581@qq.com,2,2,1,1,1,2,0,2,2,1,1,0,2,1,2,0,2,2
deepbeans875@qq.com,1,1,2,1,2,2,1,2,1,1,2,1,2,2,1,2,2,1
slimyjug642@163.com,2,2,1,1,2,1,1,2,2,0,2,1,2,1,1,1,2,2
mostlyrug653@gmail.com,2,2,1,2,1,2,2,1,1,2,0,2,1,1,2,1,2,1
coldtide977@gmail.com,2,2,1,2,2,1,1,1,2,0,2,1,1,2,1,2,2,1
clamyjeep153@163.com,0,2,1,2,1,1,2,1,1,2,2,1,2,2,2,1,1,2
oldcola533@yahoo.com,1,2,2,2,1,0,2,1,2,2,1,2,1,1,2,1,0,2
foundtire657@outlook.com,2,2,2,2,2,1,1,1,2,2,1,1,2,1,2,1,1,1
acientcup238@outlook.com,2,2,2,1,1,1,1,0,2,1,2,2,2,1,2,2,1,1
coldhat974@gmail.com,1,2,2,1,1,1,2,2,0,2,1,2,0,2,2,1,1,2
extrasnake663@gmail.com,2,2,2,0,1,2,2,0,2,0,1,2,1,2,1,1,1,2
replacementdrum150@163.com,0,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,0
retiredspice520@163.com,1,1,2,1,1,0,2,1,1,2,2,2,2,2,1,1,2,2
oldtire137@qq.com,1,0,0,2,0,2,2,2,2,0,1,2,1,1,2,2,1,2
slimybeans511@qq.com,2,0,1,2,1,2,2,0,1,2,2,0,2,1,2,1,1,2
drywindow184@qq.com,2,2,2,1,2,2,2,0,1,0,2,1,0,2,1,1,1,2
foldingcola28@yahoo.com,2,2,1,2,2,1,1,1,1,2,2,2,1,1,2,1,0,2
newspice255@outlook.com,2,2,2,1,1,1,2,2,1,2,2,0,2,1,1,1,2,0
foldinghat486@outlook.com,1,2,1,1,2,2,2,1,2,1,1,0,2,1,2,2,1,2
foldingskates420@gmail.com,1,2,2,1,1,1,2,1,2,0,2,2,1,2,1,2,2,1
deepsnake957@qq.com,2,2,1,2,2,2,2,2,0,0,1,1,2,1,1,0,2,1
buriedjeep883@163.com,0,2,2,2,2,1,1,2,1,2,1,0,1,0,2,2,2,1
usedcola500@yahoo.com,2,0,2,0,1,2,1,2,2,2,1,0,1,2,2,1,2,1
mostlywindow259@qq.com,1,1,2,1,2,1,2,0,2,2,2,1,0,2,2,1,0,2
replacementshirt214@163.com,2,1,1,2,2,2,0,1,2,0,0,2,1,1,2,2,1,2
replacementshack38@163.com,2,2,1,2,1,2,1,2,1,1,1,2,0,2,2,1,1,2
replacementcola583@163.com,0,1,2,2,2,2,2,1,1,2,1,0,0,0,2,2,1,2
hotbeans567@qq.com,2,2,2,1,0,0,2,2,2,0,2,0,1,1,1,2,2,1
mostlyshirt458@yahoo.com,1,2,1,1,2,2,2,2,1,2,0,1,2,1,2,1,2,1
retiredcup377@gmail.com,2,0,0,0,2,2,2,2,2,2,0,0,2,1,1,1,1,2
slightlywindow406@gmail.com,2,2,2,2,2,1,1,1,1,2,2,2,2,1,1,1,1,1
freshyspice204@outlook.com,1,1,1,1,0,2,2,2,2,0,0,0,1,2,2,2,2,2
replacementdrum860@gmail.com,1,1,0,2,2,1,1,1,1,2,0,2,2,2,2,1,2,2
dirtysub288@163.com,2,1,1,1,1,2,1,2,2,2,2,1,2,2,1,2,1,1
foundsub934@gmail.com,1,2,2,2,1,1,2,2,2,1,1,0,1,2,1,2,2,0
slightlysub732@qq.com,2,1,1,1,2,1,2,2,1,2,2,1,2,2,1,1,2,1
foundhat579@gmail.com,2,0,2,2,1,2,0,2,1,2,1,1,2,2,1,1,1,2
slimyjeep386@163.com,1,1,1,2,2,1,2,0,1,1,2,2,0,2,0,2,2,2
foundtide219@qq.com,2,1,1,0,0,2,1,2,1,2,1,2,2,2,2,2,1,0
foundtide258@yahoo.com,2,0,1,2,1,1,2,2,1,2,0,1,2,1,2,2,1,2
replacementtide904@outlook.com,2,1,2,1,2,2,1,2,2,2,0,1,2,1,1,1,2,0
buriedspice543@yahoo.com,0,2,1,1,2,2,1,0,2,2,2,2,1,0,2,1,0,2
moistbike627@163.com,1,0,1,2,2,2,2,0,1,1,2,1,1,1,2,2,2,2
deeptire735@gmail.com,2,2,2,1,1,2,2,1,2,2,0,2,2,1,1,1,0,0
dailysnake442@outlook.com,1,0,2,0,2,1,1,2,2,2,0,2,0,1,1,2,2,2
foundbread301@163.com,2,2,2,1,1,1,2,1,2,2,0,0,1,2,2,1,1,2
usedspice635@gmail.com,2,2,1,1,2,0,2,2,1,1,1,1,1,2,2,1,2,2
dailyshoes209@163.com,1,0,1,1,2,2,2,0,2,0,0,2,2,1,2,2,2,1
retiredrug998@yahoo.com,2,2,1,1,0,1,2,2,1,2,0,2,2,1,2,1,2,0
drydrum859@outlook.com,2,2,2,1,2,2,1,0,2,0,0,2,2,1,0,0,1,2
foldinghat824@qq.com,2,2,1,2,1,1,1,1,2,2,2,2,1,1,2,1,1,2
soiledsub246@outlook.com,2,2,1,2,0,2,2,0,2,1,1,2,1,1,1,1,2,2
acientspice952@gmail.com,2,2,1,0,2,1,0,2,1,2,2,1,2,2,2,1,1,1
hotcup894@163.com,1,1,1,2,2,2,2,1,1,0,1,1,1,2,2,2,2,2
usedbike748@qq.com,1,0,2,1,2,2,1,1,2,2,1,1,2,1,2,2,2,0
oldsub430@yahoo.com,1,1,2,2,1,1,2,2,1,2,1,2,1,1,0,2,2,2
coldchrysler584@outlook.com,1,2,2,1,1,2,1,2,2,1,1,2,1,2,2,1,1,2
usedjeep425@outlook.com,2,2,1,0,2,2,2,2,2,1,1,2,1,1,1,1,2,0
slightlyjug290@qq.com,1,0,1,2,2,2,2,2,1,2,0,2,1,2,1,1,1,2
freshywindow51@outlook.com,1,2,2,1,2,2,2,1,2,2,1,1,2,0,2,1,1,1
hotsnake274@yahoo.com,2,2,2,2,2,1,0,2,1,2,1,0,1,0,1,1,2,2
foundsub311@yahoo.com,2,1,1,0,2,1,1,2,2,0,2,2,1,2,2,1,1,2
tiredbread440@163.com,2,0,1,2,2,0,2,2,1,2,1,1,2,1,0,2,2,1
lostspice859@gmail.com,1,2,2,2,2,1,1,2,2,1,2,1,1,2,1,1,1,2
extracola140@gmail.com,1,1,2,2,1,1,1,2,1,2,2,1,2,1,1,2,2,2
slightlyjeep112@yahoo.com,1,0,1,1,2,1,2,0,2,2,2,2,2,1,2,1,2,1
dailybike78@163.com,1,1,2,2,0,1,2,0,2,1,2,2,1,2,1,2,0,2
freshybread696@163.com,2,2,1,0,1,2,2,1,2,2,2,2,1,1,1,1,2,1
freshycup995@163.com,1,2,2,1,1,2,2,2,0,2,0,2,2,2,1,1,0,0
foundshack537@qq.com,1,2,2,1,2,1,2,2,2,1,0,0,1,2,2,1,1,2
fishyhat971@outlook.com,2,0,2,2,1,2,1,1,1,1,2,2,1,2,1,1,2,2
tiredskates86@yahoo.com,2,2,2,1,2,1,1,2,2,0,2,0,2,1,1,1,1,2
drysub137@outlook.com,2,2,2,0,2,2,1,2,2,1,1,0,1,2,1,2,1,0
slimyshirt299@163.com,2,2,1,1,2,2,1,0,1,0,2,2,1,2,2,2,0,0
foundbread558@outlook.com,1,2,2,2,2,1,2,2,0,2,0,2,2,0,1,0,1,1
coldspice23@qq.com,0,0,2,1,1,1,1,2,1,0,2,2,2,2,2,2,1,2
buriedtire678@yahoo.com,2,2,1,1,0,1,1,2,1,1,2,2,1,2,2,2,1,2
buriedhat948@gmail.com,1,1,2,0,2,0,2,1,2,0,2,2,2,1,1,1,2,2
mostlyblanket992@qq.com,1,1,2,2,2,2,1,1,2,0,2,0,1,2,0,2,2,1
newcola758@qq.com,2,0,2,2,0,2,1,2,2,0,1,2,2,1,0,1,1,2
slightlychrysler739@yahoo.com,1,2,2,2,1,0,2,1,2,1,2,0,2,1,1,2,0,2
soiledshack984@163.com,1,0,1,1,1,2,2,2,1,2,1,2,2,1,1,2,2,2
newtire896@gmail.com,1,1,1,2,2,0,2,2,2,0,2,1,2,1,2,2,1,1
clamyblanket985@qq.com,1,2,1,1,2,2,2,1,1,0,1,1,1,2,2,2,2,2
milkydrum471@163.com,2,0,2,1,2,1,1,1,1,0,2,0,2,2,2,2,1,2
replacementsub369@qq.com,2,2,1,2,0,2,1,2,2,1,2,1,2,1,2,1,1,0
foundbike537@163.com,2,1,2,0,2,1,2,2,1,0,2,1,2,1,1,1,2,2
moistsnake909@outlook.com,1,0,2,2,2,2,2,1,2,1,1,2,0,1,2,1,1,2
dailytire844@yahoo.com,1,2,1,2,2,1,2,0,1,0,2,2,1,1,1,2,2,2
extrablanket867@gmail.com,2,2,1,2,0,2,2,1,2,2,0,2,0,0,1,1,2,1
usedtire882@163.com,2,1,1,1,2,2,1,1,2,2,1,2,2,1,1,1,2,2
slightlyrug271@yahoo.com,2,1,1,1,2,2,2,1,1,2,1,2,1,2,2,0,2,1
deephat767@qq.com,1,2,2,1,0,1,2,1,2,0,2,2,1,2,0,2,1,2
deepblanket548@outlook.com,0,0,1,0,1,2,1,2,1,2,2,2,1,2,2,1,2,2
clamytire651@gmail.com,2,1,1,2,1,0,0,2,2,2,1,1,1,2,1,2,2,2
lostdrum416@163.com,2,1,2,2,0,1,1,2,2,1,1,2,2,1,2,1,2,1
freshytide614@gmail.com,1,1,1,2,2,2,0,2,1,2,1,2,2,1,2,1,2,1
tireddrum663@163.com,0,2,1,2,2,1,2,2,1,2,2,2,1,2,1,1,0,1
moistbike306@yahoo.com,2,1,1,0,2,2,2,2,2,0,1,2,2,0,1,1,1,2
slimyspice540@163.com,2,1,1,2,2,1,1,0,1,2,2,2,1,1,2,2,1,2
coldsub442@outlook.com,1,1,2,1,2,2,2,1,1,1,1,2,0,2,2,1,2,2
coldchrysler992@163.com,1,2,2,2,1,1,1,2,1,1,2,2,1,1,1,2,2,2
deepcola71@qq.com,1,2,2,2,1,1,1,2,2,1,2,2,2,1,1,1,1,2
usedcola992@yahoo.com,2,2,1,2,2,0,0,1,2,2,0,1,0,2,2,2,1,1
usedjeep164@yahoo.com,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,0
mostlyshack538@gmail.com,1,2,1,1,2,1,2,2,1,2,2,2,2,0,1,0,1,2
acientsnake134@outlook.com,2,2,1,1,0,1,2,2,2,1,2,2,1,2,1,1,0,2
freshytire179@outlook.com,1,1,2,1,2,2,0,2,1,2,1,2,2,2,0,1,1,2
extrasub180@qq.com,1,2,1,0,1,2,1,1,2,2,2,2,2,2,0,1,1,2
tiredtire285@yahoo.com,2,1,2,0,1,1,1,1,2,2,2,2,1,2,2,2,0,0
usedspice992@gmail.com,2,1,1,1,2,1,2,2,1,2,2,2,0,1,2,0,1,2
tiredtire843@163.com,2,2,2,1,1,2,1,2,1,2,1,1,2,2,2,1,1,1
dailyhat533@outlook.com,1,0,1,2,0,2,0,2,2,2,2,0,1,2,1,2,1,2
slimybeans83@yahoo.com,2,0,1,1,2,2,2,2,1,2,1,2,2,1,2,1,1,0
dirtywindow29@163.com,1,2,2,1,0,2,0,2,2,1,1,2,2,1,1,2,1,2
fishywindow737@yahoo.com,2,1,1,2,2,1,2,1,2,2,2,1,2,1,1,0,1,2
oldblanket905@163.com,2,1,2,2,2,1,0,2,2,1,1,2,2,1,2,0,1,1
burieddrum36@qq.com,2,2,1,1,2,2,1,0,1,2,1,2,2,2,1,1,1,2
acientsub492@gmail.com,2,2,1,2,1,1,1,1,2,1,2,1,2,2,1,2,2,1
retiredblanket121@163.com,2,1,0,1,2,2,1,2,1,0,2,2,0,2,2,1,0,2
acientchrysler884@163.com,1,2,2,2,2,1,2,2,1,2,0,0,0,1,0,2,0,2
retiredskates875@outlook.com,2,1,0,2,1,2,2,2,2,1,1,0,0,1,2,2,1,2
coldbread793@gmail.com,2,2,1,2,0,2,1,1,1,2,2,2,2,1,1,1,1,2
lostshoes790@163.com,2,2,1,1,1,2,2,2,1,2,0,1,0,2,1,2,0,2
slightlycup6@qq.com,2,0,2,2,0,2,2,1,1,2,0,2,1,2,2,1,0,0
clamyblanket28@outlook.com,2,2,1,1,1,1,2,1,1,2,2,1,2,1,2,2,2,0
foundbeans7@163.com,2,2,1,1,2,2,2,2,2,0,1,1,0,2,1,2,1,0
foundskates680@gmail.com,1,1,1,1,1,2,2,1,2,2,1,1,2,2,2,1,2,2
moistcup595@outlook.com,2,1,1,2,1,2,1,1,2,1,0,2,2,2,1,2,2,0
dirtysnake278@outlook.com,1,2,1,2,1,2,2,0,1,2,2,2,2,0,1,2,1,1
soiledskates976@163.com,2,0,1,2,1,1,1,1,2,2,2,2,0,2,2,2,0,1
dailyrug68@gmail.com,2,1,1,2,2,2,1,2,1,2,1,0,1,1,2,2,1,2
usedwindow885@yahoo.com,1,1,0,2,2,0,1,2,2,1,1,2,1,2,2,2,1,2
retiredtide337@outlook.com,1,0,2,0,2,1,1,0,2,0,2,2,1,2,2,2,2,1
fishycup117@163.com,0,0,0,2,2,2,2,2,1,1,1,2,1,2,1,2,2,1
newsnake379@163.com,1,1,2,1,2,2,1,0,2,1,2,2,1,2,2,1,0,2
soiledbeans664@outlook.com,2,1,1,2,0,1,2,2,1,2,2,0,0,2,1,2,0,2
dailyspice943@163.com,0,0,1,2,2,2,1,1,1,1,1,2,2,1,2,2,2,2
replacementcup675@qq.com,2,0,2,2,2,2,1,1,0,1,2,2,2,2,1,1,1,1
clamysnake136@163.com,1,0,1,2,2,1,2,2,2,0,2,1,2,1,2,1,0,2
newhat705@yahoo.com,1,1,2,2,2,2,1,1,1,1,2,0,1,2,1,2,2,2
lostrug937@outlook.com,2,2,0,0,2,1,2,1,1,2,1,0,1,2,2,2,0,2
foldingcola566@outlook.com,2,2,1,2,2,2,1,2,1,2,0,0,1,2,1,2,1,1
coldshack63@qq.com,2,2,2,1,0,2,1,0,1,1,2,0,2,1,2,1,2,2
freshybread143@gmail.com,2,2,1,1,1,1,2,0,2,1,2,0,2,2,2,2,1,0
hotwindow293@gmail.com,1,0,2,2,1,1,0,1,2,2,2,2,1,1,2,2,1,2
coldshoes621@gmail.com,1,1,2,2,2,0,2,2,2,2,1,0,1,1,1,2,1,2
coldshack140@outlook.com,2,1,2,2,2,1,0,0,2,1,1,2,1,2,2,2,1,1
buriedcup124@yahoo.com,2,1,2,2,0,1,2,1,1,2,1,2,2,1,2,1,2,1
dailycup910@outlook.com,2,1,2,0,2,1,1,2,1,0,1,2,2,2,2,1,2,1
slimytire237@gmail.com,2,2,2,2,0,1,1,2,1,2,0,1,1,2,2,0,2,1
oldchrysler191@qq.com,1,2,2,1,2,1,0,1,2,2,1,2,0,1,2,2,0,2
extraskates390@qq.com,0,2,1,1,2,2,1,2,2,2,0,2,1,1,2,1,0,2
buriedcup356@outlook.com,2,1,2,2,2,1,2,0,2,0,2,0,2,1,1,2,1,0
foldingsnake99@qq.com,1,0,1,2,2,2,1,2,2,2,1,1,1,2,2,1,1,2
tiredsnake664@outlook.com,2,2,1,1,1,2,2,1,2,1,2,2,2,1,0,1,1,2
deeprug190@yahoo.com,2,2,1,1,2,1,2,1,2,1,1,2,2,1,2,1,1,2
replacementspice799@qq.com,2,1,0,2,1,2,1,1,1,2,0,1,2,2,2,2,2,1
soiledwindow985@yahoo.com,1,2,2,1,0,1,2,2,1,1,1,2,1,2,2,1,2,2
slightlywindow137@qq.com,2,1,2,2,2,1,1,2,1,0,1,2,1,2,1,2,2,1
deepshack742@gmail.com,1,1,2,1,2,2,0,2,1,2,0,1,2,2,1,1,2,2
foldingrug539@yahoo.com,2,2,0,1,1,2,1,0,2,1,2,2,0,2,2,2,0,1
buriedshirt699@gmail.com,1,0,2,2,1,2,0,1,2,1,1,2,2,1,2,2,2,0
foundjeep250@qq.com,2,2,1,2,2,1,1,1,1,2,2,1,2,1,2,2,1,1
newdrum817@outlook.com,1,2,1,0,1,0,2,2,2,2,1,2,2,2,1,1,1,2
foldingbread553@outlook.com,2,2,2,2,0,2,2,1,1,1,2,0,1,0,2,1,2,0
oldbeans441@qq.com,1,2,1,2,1,2,1,1,1,0,2,2,1,2,1,2,2,2
coldsnake85@qq.com,2,0,2,1,0,2,2,1,1,1,2,2,2,1,2,2,1,0
milkyspice620@qq.com,1,1,2,1,2,1,2,1,2,1,2,2,1,2,2,1,1,2
extraspice708@qq.com,2,2,2,1,0,2,0,0,2,2,1,2,0,2,2,1,1,0
soiledblanket652@gmail.com,2,1,1,1,1,2,2,2,1,2,2,1,1,2,1,0,2,2
moistspice161@163.com,1,1,2,2,2,1,1,2,1,2,1,0,2,2,1,1,2,2
dirtydrum384@163.com,2,0,2,2,2,1,2,2,1,2,1,2,0,1,1,1,0,2
moistcup153@163.com,2,1,2,2,2,0,2,1,1,1,0,0,1,2,2,2,1,2
replacementbike548@163.com,2,2,2,0,1,0,1,0,1,2,0,2,1,2,2,1,2,2
retiredchrysler146@outlook.com,1,2,2,1,0,1,0,2,1,2,2,2,2,2,1,1,1,2
tiredskates490@gmail.com,1,2,2,2,0,1,0,2,2,2,0,2,1,2,1,1,0,2
buriedtide314@outlook.com,2,2,0,1,2,1,2,1,1,1,0,2,2,2,2,1,2,0
dryrug490@yahoo.com,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,2,1,2
slightlyspice55@gmail.com,2,1,1,1,0,2,0,2,2,0,2,0,2,2,1,2,1,2
slightlyjug390@163.com,1,2,2,1,2,1,1,2,1,2,0,2,2,2,1,2,1,1
hothat842@outlook.com,2,0,1,0,0,0,2,0,1,2,0,2,2,2,2,2,1,2
mostlyshack522@163.com,1,2,2,1,1,1,0,2,1,0,2,2,2,1,1,2,2,2
oldjeep399@outlook.com,0,1,0,2,2,0,1,1,2,2,0,2,2,0,2,2,1,2
usedtide37@163.com,2,2,2,1,2,0,2,0,2,2,1,1,2,2,1,1,0,1
foldingwindow359@outlook.com,2,1,1,2,2,1,1,2,1,1,1,2,2,2,1,2,2,1
retiredblanket962@yahoo.com,2,2,2,0,2,1,0,0,2,0,0,2,1,2,2,1,2,0
foldingskates613@gmail.com,2,0,2,1,2,1,1,1,2,2,1,2,2,1,2,1,2,0
drycup651@163.com,2,2,1,1,0,2,2,1,2,2,0,0,2,1,1,2,2,0
freshytide168@qq.com,2,0,2,2,0,1,2,0,1,1,2,2,1,2,2,2,1,1
foundtire923@qq.com,1,1,2,2,2,0,1,2,2,2,1,2,1,2,2,1,0,1
oldtide873@gmail.com,2,2,2,2,2,1,2,0,1,0,1,0,2,1,1,1,2,2
foldingshoes832@outlook.com,2,1,2,2,2,2,2,2,1,1,1,2,1,1,1,0,1,2
fishyblanket809@outlook.com,0,1,1,2,2,2,2,1,1,2,2,0,2,1,1,1,2,2
milkyshoes505@gmail.com,2,2,1,2,0,2,1,2,1,2,0,2,2,1,1,2,1,1
dryhat316@outlook.com,2,2,2,1,1,2,2,2,2,0,1,0,1,2,1,2,1,0
foldingjeep939@qq.com,2,2,2,2,1,2,2,2,0,2,0,1,1,1,2,1,0,1
slimyskates43@163.com,2,1,1,1,0,2,1,1,2,1,2,2,1,1,2,2,2,2
moistjeep527@outlook.com,1,2,2,1,2,2,1,1,1,2,0,0,1,2,2,1,2,2
freshyskates966@gmail.com,1,0,1,2,2,1,2,0,2,2,2,2,2,1,0,1,1,2
dailychrysler726@outlook.com,1,1,2,2,1,1,0,1,2,2,0,2,2,2,2,1,1,2
newsnake440@gmail.com,0,0,1,1,0,2,0,2,2,2,2,2,0,1,1,2,2,2
retiredsnake534@outlook.com,1,2,0,1,2,2,2,0,1,2,2,1,1,2,1,2,1,2
extrashoes592@yahoo.com,1,1,2,1,0,2,1,2,2,2,0,2,1,2,2,1,1,2
usedspice982@163.com,2,2,0,2,2,2,1,0,1,1,1,2,2,1,1,2,1,2
slightlyhat250@gmail.com,2,0,2,1,2,1,1,2,2,2,1,1,2,1,1,1,2,2
extrawindow760@gmail.com,1,1,1,2,2,2,2,0,2,0,1,2,1,2,1,2,0,2
replacementshirt545@gmail.com,0,0,1,1,2,2,1,2,2,0,2,2,1,2,2,0,2,1
oldsnake346@yahoo.com,1,1,2,1,2,2,2,1,1,0,2,1,2,1,2,2,1,2
soiledshirt718@outlook.com,2,2,1,1,2,2,1,1,0,2,1,2,1,2,2,2,1,1
replacementshirt358@yahoo.com,2,2,1,1,2,2,1,2,1,1,2,0,1,2,2,1,2,0
foundtire500@gmail.com,1,0,2,1,1,1,1,0,1,0,2,2,2,2,2,2,2,2
drydrum979@gmail.com,1,2,1,1,2,2,2,2,1,1,2,1,2,1,1,1,2,2
