email,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22
slightlyjug254@yahoo.com,1,2,1,1,2,1,1,2,2,2,1,2,2,1,2,0,1,1,2,1,2,2
usedrug938@yahoo.com,2,1,2,2,2,2,2,0,2,2,1,0,2,2,1,1,0,1,1,2,1,1
buriedwindow695@yahoo.com,1,1,2,0,0,2,0,2,2,0,2,1,2,2,2,2,0,1,1,1,2,2
extrashirt316@yahoo.com,0,1,0,1,1,2,2,2,2,1,2,1,2,2,0,1,2,0,1,2,2,2
oldbread551@yahoo.com,2,1,1,1,1,2,2,2,1,2,1,1,2,2,1,2,2,2,1,1,1,2
buriedjug172@yahoo.com,1,0,2,2,1,1,1,2,1,1,2,1,2,2,2,0,1,2,2,2,0,2
milkysub209@outlook.com,2,1,2,1,2,2,1,1,2,1,1,2,2,1,2,0,1,2,1,2,1,2
newjeep849@qq.com,1,2,2,2,1,0,1,2,1,2,2,2,1,0,1,2,2,1,1,0,2,2
oldspice340@163.com,1,1,1,2,2,0,1,0,2,2,1,2,2,2,2,2,1,2,1,2,1,1
acientbeans987@gmail.com,2,1,1,2,1,2,0,2,1,0,2,2,2,1,2,2,1,1,1,2,1,2
slimytire237@gmail.com,2,2,2,2,1,1,1,0,1,2,2,2,0,2,0,0,1,2,2,1,2,1
drybeans185@163.com,1,2,2,2,1,2,2,2,1,1,1,2,1,2,2,2,1,1,1,1,1,2
slightlyjug290@qq.com,1,1,1,2,0,2,2,1,1,2,2,2,1,2,2,2,1,2,1,1,1,2
dailybread940@yahoo.com,1,2,2,2,2,0,2,2,1,2,1,1,1,1,0,1,2,1,1,2,2,2
slimybeans83@yahoo.com,2,1,1,2,2,2,0,2,2,1,2,1,0,0,2,2,0,2,2,1,0,0
soiledsub246@outlook.com,2,2,1,1,2,1,2,2,2,1,1,2,1,1,2,0,1,0,2,0,2,2
oldblanket905@163.com,2,1,2,2,1,2,1,0,1,2,1,2,2,1,2,2,1,0,2,1,1,2
replacementsnake840@yahoo.com,2,2,1,2,2,2,0,2,1,1,1,1,2,1,1,0,2,2,2,1,2,1
retiredwindow436@gmail.com,2,2,1,1,2,2,1,2,1,2,1,1,1,1,2,2,1,2,2,1,1,2
freshybike323@yahoo.com,2,2,1,2,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,1,2
slightlychrysler47@gmail.com,2,1,1,1,2,1,2,1,1,2,2,1,2,2,2,0,1,2,1,2,2,1
moistshirt918@163.com,2,0,2,1,0,1,2,2,2,2,1,1,2,0,2,0,2,1,2,2,1,1
soiledsub30@qq.com,1,1,2,1,2,2,1,2,2,2,2,1,1,0,0,2,1,2,1,0,2,2
oldjeep399@outlook.com,1,1,2,1,0,2,2,2,1,1,2,2,1,2,1,2,1,2,0,2,1,2
dirtybeans14@163.com,2,2,1,2,1,2,1,1,2,2,2,0,0,1,2,1,1,2,1,2,2,1
dailyrug68@gmail.com,2,1,1,2,2,1,2,2,2,2,2,1,1,1,1,0,2,1,2,1,1,2
milkyhat906@gmail.com,2,1,2,2,2,1,2,0,1,2,1,1,2,0,1,2,0,2,2,2,0,1
clamyspice948@outlook.com,2,1,1,2,2,2,2,2,2,1,1,1,2,1,2,1,1,0,2,1,1,2
mostlyjug153@163.com,0,1,2,0,0,2,2,2,1,2,2,1,1,0,1,0,1,2,2,2,2,2
buriedbread907@outlook.com,1,1,1,2,1,1,1,2,2,2,2,2,2,1,2,1,1,0,2,0,2,2
hotwindow473@qq.com,0,1,2,1,2,2,2,2,1,2,2,1,1,0,2,0,1,0,2,2,1,2
tiredsnake664@outlook.com,2,2,1,1,1,2,2,0,2,1,2,1,2,2,2,2,1,0,1,1,1,2
fishyjug479@qq.com,1,1,1,2,1,2,1,1,1,2,2,1,2,1,2,2,2,2,2,1,2,1
dirtybread587@yahoo.com,2,2,2,1,1,2,1,1,2,1,2,2,0,1,0,2,1,0,2,2,2,1
coldsub774@yahoo.com,1,1,2,2,0,2,1,0,1,1,1,2,2,1,1,2,2,2,2,1,2,2
slightlywindow137@qq.com,2,1,2,2,2,1,1,2,1,1,1,1,2,2,1,2,1,1,1,2,2,2
foldingskates613@gmail.com,2,1,2,2,1,1,2,1,2,1,2,2,1,2,2,0,1,2,1,1,2,1
extrabeans516@gmail.com,1,2,2,1,2,2,2,2,2,1,1,0,2,1,2,0,1,1,0,2,1,2
acientjug849@gmail.com,2,2,2,1,1,2,1,2,2,1,2,1,2,2,1,0,2,0,2,1,1,1
colddrum318@gmail.com,1,2,2,1,2,1,1,0,1,2,2,1,1,2,1,2,2,1,2,1,2,2
clamyspice962@yahoo.com,2,2,1,1,1,2,1,2,1,1,0,2,2,1,1,2,0,2,2,2,2,1
dailyspice943@163.com,1,1,1,2,0,1,2,2,2,0,0,2,1,0,1,2,2,1,2,2,2,2
slightlydrum888@yahoo.com,2,2,1,2,2,1,1,2,1,0,0,2,2,2,1,0,2,0,2,1,1,2
dirtyskates685@yahoo.com,1,1,2,1,2,2,2,1,2,2,1,2,2,1,2,1,1,1,1,1,2,2
newskates26@outlook.com,2,2,1,2,0,1,2,1,1,1,0,2,2,1,2,0,1,2,2,2,1,2
usedshirt865@qq.com,2,1,2,1,1,1,2,2,2,1,2,2,1,1,1,2,0,2,1,1,2,2
oldtide873@gmail.com,2,2,2,2,2,1,1,1,1,2,1,1,0,2,1,2,1,1,2,1,2,2
coldwindow93@gmail.com,1,2,1,2,1,2,1,2,2,0,2,1,2,1,1,2,2,2,1,1,2,1
usedjeep164@yahoo.com,1,1,2,0,1,1,1,0,2,1,1,2,2,2,2,2,2,2,1,2,2,1
freshybike569@163.com,1,0,1,1,2,2,2,2,2,2,1,1,2,2,1,1,2,1,1,1,2,2
foldingsnake263@yahoo.com,2,1,0,2,1,1,1,2,2,1,2,1,1,1,2,0,2,2,2,1,2,2
lostrug682@163.com,2,2,2,2,1,1,2,1,1,2,2,0,2,1,1,2,1,2,1,1,2,1
deeptire133@outlook.com,2,1,1,1,1,2,2,1,1,2,2,2,2,2,1,1,2,0,1,2,1,2
extrashoes369@outlook.com,2,2,1,2,0,1,1,0,1,1,2,1,2,2,1,2,2,2,2,1,0,2
slimychrysler684@yahoo.com,2,2,1,2,1,0,2,1,2,2,2,1,1,2,0,0,2,1,2,1,2,1
buriedblanket902@outlook.com,1,0,2,1,2,1,1,0,2,2,0,1,2,2,1,2,2,2,1,1,2,2
drybread918@gmail.com,1,1,1,2,2,2,2,2,1,2,1,2,1,1,2,1,1,0,2,2,1,2
slimyrug453@gmail.com,1,2,2,1,1,1,2,2,1,1,2,2,1,2,2,1,2,2,2,1,1,1
usedcola410@outlook.com,1,2,1,2,1,1,2,2,2,2,1,1,2,1,2,0,1,2,1,2,0,2
dailytire10@yahoo.com,2,2,2,1,2,2,1,1,0,2,2,1,0,1,2,2,0,0,2,0,2,1
deeptide738@gmail.com,2,2,0,0,1,1,1,2,2,0,1,2,0,2,2,0,2,2,2,2,1,1
slimyjeep502@163.com,2,1,1,2,1,2,1,2,2,1,2,2,2,2,1,2,2,1,1,1,0,1
tiredcola21@yahoo.com,2,1,0,1,2,1,1,2,2,1,2,2,2,2,1,0,2,1,0,2,1,2
retiredbeans380@yahoo.com,1,1,1,0,1,2,1,0,1,2,2,0,2,2,1,2,0,2,2,2,2,2
newspice255@outlook.com,2,2,2,1,1,2,1,2,2,2,2,2,1,2,1,0,0,0,1,0,2,1
usedtire882@163.com,2,1,1,1,2,1,2,2,1,2,2,2,2,0,2,0,1,1,1,1,2,2
foundbeans91@163.com,2,2,0,2,1,2,2,2,2,0,1,1,1,1,2,0,2,2,2,1,1,1
replacementshoes99@outlook.com,1,0,1,0,2,1,1,2,2,2,2,2,1,2,2,2,1,1,1,2,2,1
newbread855@163.com,1,1,2,1,2,2,1,2,2,2,1,2,1,2,2,2,0,2,1,1,1,1
newtide512@gmail.com,2,2,2,1,1,2,1,2,2,1,1,1,1,0,2,0,2,2,0,2,2,1
milkysub116@yahoo.com,0,1,1,1,2,2,2,1,1,0,2,2,2,0,0,2,2,2,2,1,0,2
replacementbike38@yahoo.com,2,2,1,1,0,1,2,2,2,1,2,2,1,2,1,2,2,0,1,2,0,1
dirtybeans888@outlook.com,0,2,1,2,1,1,2,2,1,1,2,1,0,2,2,1,2,2,2,1,1,2
milkydrum700@yahoo.com,2,1,2,2,1,2,1,1,1,1,1,2,2,2,1,1,2,2,2,1,1,2
dailycup358@yahoo.com,0,1,2,2,2,1,2,0,1,2,2,2,1,2,2,0,2,1,1,0,1,2
usedspice200@qq.com,1,1,2,2,0,2,2,2,2,2,1,2,1,2,0,0,0,2,1,1,2,1
slightlywindow406@gmail.com,2,0,2,2,2,1,2,1,1,1,0,2,2,2,2,0,2,1,1,2,0,1
hotshack645@163.com,2,1,1,1,2,2,1,2,2,0,2,1,1,2,2,2,2,1,1,1,1,2
soiledtide430@outlook.com,2,2,2,1,0,2,2,1,1,2,1,2,0,1,2,1,2,1,1,0,2,2
dailybike787@163.com,2,2,2,2,2,1,2,2,1,1,1,2,0,1,1,1,1,1,1,2,2,2
foldingsub921@gmail.com,1,2,2,2,2,2,1,1,2,1,0,2,2,1,2,0,2,1,2,1,1,1
dailytire690@qq.com,1,1,1,1,0,1,1,2,1,2,2,2,2,2,2,0,2,2,1,2,2,1
foundchrysler509@yahoo.com,1,1,2,2,1,2,1,2,2,1,1,2,1,0,0,2,2,2,2,1,0,2
slimyskates157@163.com,2,2,0,2,0,1,2,2,1,1,2,1,2,2,2,2,0,1,1,0,2,1
retiredspice749@gmail.com,2,2,1,1,2,1,2,1,2,1,2,1,2,0,2,0,2,1,2,1,2,1
foldingbread553@outlook.com,1,2,2,2,2,1,2,2,2,1,1,1,1,2,1,0,1,1,2,1,2,2
slimyskates43@163.com,2,1,1,2,2,1,2,0,1,0,2,1,1,1,2,2,1,1,2,2,2,2
mostlybread482@qq.com,1,2,2,2,2,1,1,1,2,2,2,1,1,2,1,2,0,0,2,1,0,2
deepcola862@outlook.com,1,1,2,1,0,2,2,1,1,1,1,2,2,0,2,0,0,2,2,2,2,2
foldingrug539@yahoo.com,2,1,2,1,1,0,2,1,2,2,2,2,2,0,1,1,2,2,0,2,1,1
slimyjeep670@gmail.com,2,1,0,2,0,2,2,2,1,2,1,1,1,2,1,0,2,0,2,2,2,1
foldingshack252@yahoo.com,2,2,2,1,2,1,2,1,0,2,1,1,2,1,2,2,1,1,1,2,1,2
oldshack980@gmail.com,1,1,2,1,2,1,1,2,1,2,2,1,1,2,0,1,2,2,2,2,1,2
coldchrysler992@163.com,1,1,2,2,1,2,1,1,1,2,1,2,2,2,2,1,1,1,2,1,2,2
deepshoes912@163.com,2,2,1,0,1,1,1,1,2,2,1,2,2,2,1,2,1,1,2,2,2,1
buriedspice543@yahoo.com,2,2,1,1,1,1,2,2,1,2,2,0,2,2,2,0,1,2,1,0,1,2
dryspice412@gmail.com,2,1,1,2,1,1,1,0,2,1,2,2,2,2,0,2,0,1,2,2,2,1
newsnake821@gmail.com,2,1,0,1,2,1,1,1,1,0,0,1,2,2,2,1,2,2,2,2,2,2
buriedhat948@gmail.com,2,1,1,2,1,2,2,1,2,1,2,1,1,2,2,2,1,1,1,1,2,2
newshirt323@gmail.com,1,1,2,2,0,1,2,2,2,2,1,1,1,1,2,0,0,2,2,2,1,2
drysub137@outlook.com,2,2,2,1,1,2,2,0,1,2,1,2,0,2,1,1,1,2,1,2,2,1
slimytire42@gmail.com,2,1,2,1,0,2,1,2,2,1,2,2,1,1,2,2,1,1,2,0,2,1
coldblanket968@gmail.com,2,2,1,0,2,2,1,1,2,2,1,1,1,2,1,2,2,1,2,1,2,0
fishyrug448@yahoo.com,1,1,2,2,1,2,2,1,1,2,1,1,2,1,1,2,2,2,1,2,0,2
retiredsub891@163.com,1,1,1,1,1,1,2,2,2,2,2,0,1,2,1,2,2,2,1,1,2,2
oldsub430@yahoo.com,1,2,0,2,2,2,1,0,1,2,2,0,2,1,1,2,1,1,1,2,2,2
milkydrum471@163.com,2,1,2,1,2,1,2,0,2,0,2,1,2,0,2,0,2,2,1,2,1,1
hotwindow425@yahoo.com,1,1,2,2,2,1,1,1,2,1,2,1,2,2,1,0,2,1,2,1,2,2
dryshirt414@163.com,2,1,2,2,1,1,2,2,2,1,2,1,0,2,0,2,0,1,2,1,2,1
mostlyspice339@gmail.com,2,1,1,2,2,2,2,2,2,1,2,1,0,2,1,0,1,2,1,1,0,2
soiledshirt927@gmail.com,2,2,0,1,1,2,2,1,2,0,2,0,1,2,1,2,2,1,2,1,1,2
retiredjeep648@163.com,1,2,1,2,2,1,1,2,1,2,2,0,1,1,2,0,2,2,1,2,2,1
slightlyhat370@outlook.com,1,2,2,1,2,2,1,2,1,2,1,2,2,2,0,1,0,2,1,2,1,1
newspice777@163.com,1,1,2,1,1,2,2,2,2,1,1,2,0,2,1,0,2,2,1,1,2,2
coldspice23@qq.com,1,2,1,2,0,1,2,1,2,1,0,0,2,2,2,2,2,2,1,2,1,1
newbeans217@yahoo.com,1,1,2,1,0,2,2,2,1,1,1,2,0,2,2,2,1,0,2,2,1,2
soiledrug174@163.com,2,2,1,1,1,2,2,1,2,1,2,1,1,2,2,2,2,1,1,2,1,1
lostspice859@gmail.com,1,2,2,2,2,1,1,1,2,0,2,1,2,1,0,2,2,1,0,1,2,2
dailytire90@gmail.com,2,1,1,2,2,1,2,1,0,2,1,2,1,2,1,2,2,1,1,1,2,2
dailyjug835@163.com,0,0,2,2,2,2,1,0,1,2,1,0,1,2,1,0,2,0,2,2,2,2
slightlytide674@outlook.com,1,2,1,2,2,1,1,2,1,1,1,1,2,2,2,2,2,2,1,1,1,2
usedcola992@yahoo.com,2,2,1,2,1,2,1,2,1,2,2,1,2,1,1,0,1,2,2,2,1,1
drycola993@163.com,1,1,1,1,0,2,0,1,2,1,2,2,2,2,1,1,1,2,2,2,2,2
coldsnake814@gmail.com,2,1,1,2,0,2,1,2,0,1,2,2,1,1,2,1,2,2,1,1,2,2
deepshirt742@gmail.com,2,2,1,2,1,2,1,2,2,2,2,1,0,1,1,0,1,1,1,2,2,2
foldingcup786@163.com,2,1,2,2,1,1,2,2,2,0,2,2,2,1,1,0,1,1,2,1,2,1
hotspice715@163.com,2,2,1,1,0,2,1,2,1,1,2,2,1,2,0,2,1,2,2,2,1,1
lostbike784@outlook.com,2,2,2,1,2,1,2,2,2,2,0,1,2,2,1,2,1,1,1,1,1,1
acientspice799@yahoo.com,1,1,1,2,2,0,1,2,2,1,1,2,1,0,2,2,2,2,1,2,1,2
replacementshirt40@163.com,2,1,2,2,2,0,1,1,2,2,0,1,2,0,0,0,2,0,2,2,0,2
fishyspice176@qq.com,2,1,1,0,2,1,2,2,2,1,1,0,2,2,1,0,1,2,2,1,2,2
newbike169@gmail.com,2,2,1,2,2,1,1,0,1,0,2,1,2,2,1,0,2,2,1,1,2,2
freshyblanket903@qq.com,1,2,1,2,2,2,2,0,1,2,1,2,2,0,1,0,1,1,2,2,0,2
dailybike78@163.com,1,1,2,1,0,2,1,1,2,0,2,2,1,2,0,2,1,2,0,2,2,2
clamyrug518@163.com,2,2,1,1,2,1,1,1,2,2,2,2,2,2,1,1,2,1,2,0,1,1
replacementbike548@163.com,2,2,2,1,1,1,1,1,2,1,2,2,1,2,1,0,0,2,2,1,2,2
fishyrug633@163.com,2,1,1,2,1,2,0,1,1,0,2,2,2,1,1,2,2,2,2,1,1,2
moistcup496@gmail.com,1,0,2,2,2,1,2,2,1,1,1,1,2,2,2,1,1,1,1,2,2,2
dirtysnake278@outlook.com,1,1,2,1,2,0,2,2,2,1,2,2,2,2,0,0,2,1,2,1,1,1
acientspice952@gmail.com,2,2,1,1,2,1,1,0,2,1,2,2,1,0,2,2,2,0,2,2,1,1
acientshirt492@gmail.com,1,2,2,1,0,0,2,1,1,2,2,0,2,2,1,2,2,2,2,1,0,1
extracola140@gmail.com,1,1,1,2,1,2,1,0,1,2,2,2,2,2,0,1,2,1,1,2,2,2
moistshoes897@163.com,1,2,2,1,2,2,1,1,2,1,1,2,2,1,1,2,2,1,2,1,0,2
slightlytire158@163.com,1,1,1,1,2,2,2,1,2,2,1,2,2,1,1,0,2,2,2,1,1,2
hotsnake274@yahoo.com,1,2,2,2,2,0,2,1,2,2,1,2,1,1,2,0,0,1,1,1,2,2
freshyskates966@gmail.com,1,1,1,1,2,2,2,2,1,1,1,2,2,2,2,2,1,2,1,1,2,1
dryskates413@yahoo.com,1,1,2,2,2,2,1,1,2,0,2,1,1,2,1,0,1,2,2,0,2,2
oldchrysler191@qq.com,1,2,2,1,0,1,2,2,2,0,2,1,1,2,1,2,0,1,2,2,1,2
buriedtide314@outlook.com,2,2,1,1,0,2,2,2,1,1,2,1,2,2,1,0,2,2,1,2,1,1
hotbike959@outlook.com,1,2,1,1,2,1,2,1,1,2,1,2,1,2,2,1,0,1,2,2,2,2
newbike640@gmail.com,1,2,2,0,2,2,1,2,1,2,1,2,2,0,1,0,0,2,2,1,0,2
mostlytire665@163.com,2,2,2,1,2,1,2,2,2,1,1,2,1,2,1,1,1,0,1,1,2,2
fishyshack419@163.com,2,2,2,2,1,1,1,1,2,2,1,1,0,2,2,1,0,2,1,2,2,1
dailysnake707@qq.com,2,2,2,1,1,1,1,1,1,0,2,1,2,2,1,2,2,2,1,1,2,2
fishyrug380@163.com,2,1,2,2,2,0,2,2,1,2,1,1,1,2,1,0,2,0,2,2,1,1
colddrum262@163.com,2,2,2,1,1,2,1,1,2,1,1,2,2,0,1,2,2,2,2,1,1,1
slightlyshoes531@qq.com,2,1,1,1,1,1,2,2,1,2,1,2,1,2,2,0,2,1,2,2,1,2
soiledblanket652@gmail.com,2,1,1,1,0,1,2,1,2,2,2,1,2,2,1,0,2,1,2,1,2,2
retiredjug229@yahoo.com,1,1,1,2,1,2,1,2,1,2,1,1,2,2,2,1,2,2,2,1,1,2
mostlyblanket918@163.com,2,1,1,1,0,2,2,2,1,0,2,1,1,2,0,2,2,2,2,1,1,2
buriedbeans162@outlook.com,2,2,2,1,2,2,1,1,0,1,1,2,2,1,1,2,0,2,2,2,0,1
foldingsnake953@outlook.com,2,1,2,1,2,2,1,2,0,0,2,2,0,2,0,0,2,1,2,1,2,1
tiredsub5@gmail.com,2,2,2,1,0,1,1,2,2,2,0,2,1,2,2,1,1,0,1,1,2,2
replacementdrum860@gmail.com,1,0,1,1,2,2,2,0,1,2,2,1,1,1,1,2,2,2,2,1,2,2
foldinghat152@qq.com,2,1,1,1,2,2,1,2,1,1,2,1,1,2,2,2,2,1,2,1,0,2
clamyjeep169@163.com,1,2,2,1,1,1,2,1,2,0,2,2,0,0,2,2,2,1,2,2,1,1
fishytire276@gmail.com,1,1,2,1,1,2,1,2,2,2,1,1,2,1,2,0,2,2,1,2,1,2
soiledskates814@163.com,1,2,1,2,2,2,2,2,1,2,1,1,2,1,0,0,0,2,1,2,0,2
clamyblanket825@qq.com,2,1,2,1,2,0,1,2,1,2,0,1,1,2,2,2,2,2,2,1,1,1
milkydrum371@163.com,2,2,1,1,1,0,0,0,2,2,2,1,1,2,2,2,2,1,1,2,1,2
dryshoes626@gmail.com,2,2,2,1,0,2,2,0,1,1,2,2,1,1,2,2,0,1,2,2,1,1
freshyhat343@gmail.com,2,2,2,2,2,0,1,2,2,1,1,1,1,2,2,2,1,1,2,1,1,1
deepbread546@qq.com,1,0,2,2,0,2,1,0,1,0,2,2,2,2,2,0,1,2,1,1,2,2
soiledshoes666@outlook.com,1,1,2,1,2,1,2,2,2,2,1,2,1,2,1,0,0,2,2,2,1,1
lostrug518@qq.com,2,2,1,1,1,1,1,0,2,1,2,1,2,2,2,1,0,2,2,2,2,1
mostlywindow259@qq.com,1,0,2,1,2,1,2,1,2,2,2,2,1,2,1,2,2,0,1,1,1,2
newchrysler981@gmail.com,1,1,1,1,2,2,2,1,2,2,1,0,2,1,2,0,2,2,1,1,2,2
deepsnake396@163.com,2,1,1,2,2,2,2,2,1,2,1,1,1,2,2,2,1,1,2,1,1,1
moistshoes107@qq.com,2,1,1,1,2,1,1,1,2,2,1,2,1,2,2,0,2,2,2,2,1,1
mostlytire131@gmail.com,1,2,2,2,1,2,1,1,1,0,1,2,1,2,2,2,0,1,2,2,1,2
dailyskates789@outlook.com,2,2,1,1,2,2,2,0,1,0,2,1,2,1,1,1,2,1,2,2,2,1
