usedtide357@qq.com,2,1,1,2,2,2,2,1,2,1,2,1,2,1,2,2,1,0,1,1,1,2
mostlydrum560@qq.com,2,2,1,1,2,2,1,1,1,1,2,2,1,2,1,2,1,2,1,2,2,1
clamyjeep85@qq.com,2,1,1,0,1,2,1,1,2,2,1,2,2,2,1,2,2,1,2,1,2,1
replacementsnake869@gmail.com,2,2,2,1,2,2,2,1,2,1,1,2,1,1,1,2,1,0,1,1,2,2
foldingdrum8@qq.com,1,1,1,1,2,2,1,1,2,2,2,1,1,2,2,1,2,0,1,2,2,2
dryspice209@yahoo.com,2,1,2,1,1,2,2,1,1,2,1,1,2,1,1,2,1,2,2,2,1,2
extrashack308@outlook.com,1,1,1,2,1,2,0,2,2,2,1,1,1,2,1,2,2,2,2,1,1,2
dirtychrysler29@qq.com,1,1,1,2,1,1,1,1,2,2,2,1,2,1,2,1,2,2,2,1,2,2
newblanket246@yahoo.com,2,2,2,1,1,1,2,1,2,1,2,1,0,1,1,2,1,2,2,2,1,2
mostlyrug193@gmail.com,2,1,2,2,1,1,2,2,2,1,2,1,0,2,1,1,1,1,2,2,2,0
oldsub584@yahoo.com,1,1,1,0,2,2,1,1,2,2,1,2,1,2,2,2,2,2,1,2,1,0
lostshack472@outlook.com,2,1,2,1,1,2,2,1,2,2,2,2,1,2,0,2,1,1,1,1,1,2
clamyshack994@gmail.com,2,2,1,1,2,1,1,2,1,1,1,1,2,1,2,2,0,2,2,1,2,2
foldingwindow23@yahoo.com,1,1,1,2,2,1,1,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2
acientshirt261@outlook.com,1,2,1,1,2,1,1,2,1,1,1,2,2,1,2,2,0,1,2,2,2,2
deepjeep266@qq.com,1,2,1,1,2,2,2,2,1,0,2,2,2,1,1,1,0,2,1,2,1,2
clamyspice281@gmail.com,2,1,2,1,1,1,1,2,2,0,1,2,2,2,1,2,0,2,2,2,1,1
clamyspice574@outlook.com,1,1,2,1,1,2,1,2,1,2,1,1,2,2,2,1,2,2,1,2,2,1
newchrysler354@qq.com,2,2,2,1,1,1,2,1,1,2,1,2,2,1,2,1,2,0,2,2,1,0
dailyshirt933@outlook.com,2,1,2,2,1,2,2,2,1,2,1,1,1,2,2,2,1,1,1,1,1,2
fishyhat985@gmail.com,1,1,1,2,2,2,1,1,2,2,2,1,1,2,1,2,2,1,2,2,1,1
dryskates314@qq.com,2,2,1,2,1,2,1,1,2,2,1,1,1,2,2,2,2,1,2,1,1,1
oldbeans933@gmail.com,2,1,2,1,2,2,2,2,1,2,1,1,1,1,1,2,0,1,2,2,2,1
oldshirt678@outlook.com,1,2,2,2,1,1,2,1,2,2,2,0,2,1,2,1,1,2,1,1,1,2
soiledspice548@yahoo.com,2,1,2,1,1,2,1,2,2,1,2,2,1,1,1,2,1,2,1,1,2,2
moistsub742@yahoo.com,1,1,2,2,2,1,1,2,1,1,2,2,1,1,2,2,2,1,1,2,2,1
coldsub442@yahoo.com,1,1,1,1,2,2,1,1,2,2,2,2,2,1,2,1,1,2,1,2,2,1
extrasnake176@163.com,2,2,1,2,2,1,2,1,1,1,2,1,2,2,1,1,2,1,1,1,2,2
dailyrug478@qq.com,1,2,1,2,1,1,2,1,2,2,1,1,1,1,2,2,2,1,2,1,2,2
usedskates247@qq.com,2,2,2,1,1,1,2,1,2,2,2,1,1,1,1,2,1,2,2,2,0,1
moistshirt159@qq.com,2,2,2,2,1,2,1,2,1,1,1,1,2,1,0,2,1,1,2,2,1,2
slightlyshoes902@outlook.com,2,1,1,2,2,1,1,2,1,2,2,1,2,1,1,1,2,1,2,0,2,2
usedcup757@yahoo.com,2,1,2,2,1,2,1,1,2,2,2,1,1,1,2,2,1,2,2,1,1,1
burieddrum2@yahoo.com,2,2,1,1,2,1,1,1,1,2,1,1,2,1,2,2,2,1,1,2,2,2
slimyspice531@yahoo.com,2,2,2,1,1,1,2,1,2,1,2,1,1,2,2,1,2,1,1,1,2,2
hotsnake582@yahoo.com,2,2,1,2,1,0,2,2,1,2,1,2,2,1,2,2,1,1,1,2,1,1
tiredbike837@qq.com,2,1,2,2,2,2,2,2,2,0,1,1,2,1,0,1,1,1,2,1,2,1
lostjug495@gmail.com,2,2,1,2,2,1,2,1,2,2,2,0,2,1,2,1,2,1,1,1,1,1
newdrum982@qq.com,2,1,2,2,1,1,1,2,2,2,2,2,1,1,2,2,2,1,1,1,1,1
dirtyrug671@qq.com,2,2,2,2,2,1,2,1,1,2,1,2,2,1,1,1,2,0,2,1,1,1
newjug678@qq.com,2,1,1,1,1,0,1,1,2,1,1,2,2,2,2,2,1,2,2,2,2,1
oldtide243@gmail.com,2,2,1,1,2,1,2,2,1,2,1,0,2,1,2,1,1,2,1,2,2,1
mostlyjug312@qq.com,2,2,2,1,2,2,1,1,2,1,1,2,1,1,2,1,1,2,1,2,1,2
retiredshack812@gmail.com,2,1,2,1,2,1,2,1,2,1,2,1,1,2,1,1,1,2,2,0,2,2
oldsnake127@yahoo.com,2,2,2,1,1,1,1,2,1,1,2,1,2,1,1,2,2,1,2,1,2,2
mostlychrysler996@163.com,2,1,2,1,1,0,2,2,2,1,2,2,1,1,2,1,2,1,1,0,2,2
clamysub285@163.com,2,1,2,1,2,2,2,1,1,1,1,2,0,1,1,2,0,2,2,1,2,2
dryrug204@outlook.com,2,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,2,2,1,2,2
deepjeep49@yahoo.com,1,2,2,2,1,1,1,2,1,2,1,1,2,2,2,2,1,2,1,0,1,2
retiredbike205@163.com,2,1,1,2,1,1,2,1,2,1,2,1,1,2,1,2,2,2,1,1,2,2
milkyhat762@gmail.com,1,1,1,1,2,1,2,2,1,2,1,1,2,2,2,2,1,1,1,2,2,2
foundblanket843@yahoo.com,1,1,1,1,0,2,2,2,1,0,1,2,2,2,2,1,2,1,1,2,2,2
milkycola499@yahoo.com,2,1,2,2,1,1,1,1,2,1,2,2,1,1,1,2,1,2,2,1,2,2
oldwindow318@163.com,2,1,1,2,1,1,2,2,2,1,2,1,2,1,2,2,1,2,2,1,1,1
deepskates589@outlook.com,2,1,2,1,2,2,2,1,2,2,1,2,1,1,2,1,1,2,2,1,0,1
deeptire256@qq.com,0,2,1,2,2,2,1,1,1,1,2,1,2,1,2,1,2,2,2,1,1,2
mostlycup251@qq.com,2,2,2,1,2,2,1,2,1,1,2,1,2,0,1,1,2,2,1,1,1,2
hotshoes226@gmail.com,1,2,2,2,2,2,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2
retiredrug202@yahoo.com,2,1,2,2,1,2,0,1,1,2,1,2,2,2,2,1,1,0,1,2,2,1
slimychrysler989@outlook.com,2,1,1,0,1,1,2,1,2,1,2,2,1,1,2,2,2,1,2,2,2,1
hotskates783@gmail.com,1,2,2,1,2,2,2,2,1,0,2,2,2,1,1,1,1,1,1,1,2,2
acientdrum553@163.com,1,1,1,2,2,1,1,2,2,1,2,1,2,1,1,2,2,1,1,2,2,2
dailycola900@yahoo.com,2,1,2,2,1,2,2,1,1,1,1,2,2,1,2,1,2,2,1,2,1,1
lostsub790@outlook.com,2,2,2,1,1,1,1,2,2,2,2,1,1,1,2,2,1,2,1,2,1,1
dirtyjug878@yahoo.com,2,1,1,2,1,2,1,1,1,0,2,1,2,2,2,1,2,1,1,2,2,2
slightlydrum809@163.com,1,1,2,2,1,2,1,1,2,2,1,1,2,1,2,1,2,1,2,2,1,2
losttire994@163.com,1,1,1,1,2,2,2,1,2,2,1,2,1,1,1,2,0,2,1,2,2,2
retiredrug606@163.com,2,1,2,2,1,1,1,2,1,1,1,2,1,2,1,1,2,2,1,2,2,2
oldspice136@163.com,1,1,1,1,1,2,2,1,1,2,2,1,2,1,2,2,2,2,2,1,1,2
drytire73@yahoo.com,1,2,2,2,1,2,1,2,1,1,0,2,1,2,1,1,2,1,1,2,2,2
slimysnake940@gmail.com,1,1,2,1,2,1,2,1,1,2,2,2,1,2,1,1,2,1,2,2,2,1
milkydrum168@qq.com,2,1,1,1,1,2,1,2,2,2,1,1,1,2,2,1,2,2,2,1,1,2
hotshack62@outlook.com,2,1,1,0,1,2,2,1,2,2,2,1,2,1,1,1,1,1,2,2,2,2
dailyrug258@gmail.com,2,1,1,2,1,1,2,1,2,2,1,2,2,2,1,2,2,1,1,2,1,1
extrabeans70@outlook.com,1,2,1,1,1,2,1,0,1,1,2,2,2,2,1,2,2,1,2,2,1,2
freshytire615@outlook.com,2,2,2,2,1,1,2,2,1,1,1,1,2,1,1,2,1,1,2,2,2,1
useddrum831@yahoo.com,1,2,1,2,1,1,1,2,2,2,1,2,2,1,2,1,1,2,1,1,2,2
fishysnake645@outlook.com,1,1,1,2,1,2,0,2,1,1,2,1,2,2,1,2,2,2,2,2,1,1
usedspice41@outlook.com,1,1,1,1,1,0,2,1,2,2,1,2,2,1,1,2,1,2,2,2,2,2
newskates774@yahoo.com,2,2,1,1,1,1,0,1,2,2,1,2,2,2,0,2,2,1,2,1,1,2
deepshirt709@qq.com,1,2,1,2,1,1,1,2,2,1,2,2,2,1,2,1,1,1,1,2,2,2
hotbread940@yahoo.com,1,2,1,1,2,0,2,1,1,2,2,1,2,2,1,1,2,2,2,0,1,2
extratire671@qq.com,1,2,1,2,2,1,2,2,1,1,2,1,0,2,1,1,1,2,2,2,2,1
milkybread793@yahoo.com,1,1,1,1,1,1,1,2,1,2,1,2,2,2,1,1,2,2,2,2,2,2
milkybread26@outlook.com,2,1,2,2,2,1,1,2,1,2,2,1,1,2,1,2,1,1,2,1,1,2
hotchrysler820@yahoo.com,2,1,2,0,2,2,2,1,2,1,0,1,2,2,1,2,2,2,1,1,1,1
buriedbike549@gmail.com,2,1,2,1,1,0,2,2,1,2,2,2,1,2,0,2,1,2,2,1,1,0
tiredskates215@gmail.com,2,2,1,1,2,1,2,1,2,1,1,2,2,2,1,2,1,2,1,1,2,1
milkyshirt869@outlook.com,2,1,2,2,2,1,2,1,1,2,2,2,1,2,1,1,1,1,2,2,1,1
moistjug692@gmail.com,2,2,2,2,2,1,2,2,1,2,1,1,1,1,2,2,1,1,1,1,2,1
drydrum594@yahoo.com,1,1,1,2,2,1,2,1,2,2,2,1,1,1,2,2,2,0,1,1,2,2
dirtysnake943@gmail.com,2,2,1,2,2,2,2,1,1,2,1,2,1,2,2,1,1,1,1,0,1,2
tiredjeep133@qq.com,2,1,2,0,1,1,0,2,1,2,1,2,2,1,2,2,2,0,1,1,2,2
deeptire280@outlook.com,1,1,1,2,2,2,2,1,2,2,1,1,1,2,0,2,2,1,1,1,2,2
buriedshack77@yahoo.com,1,2,1,1,2,2,1,1,2,2,2,1,1,1,2,1,2,2,1,1,2,2
buriedsub854@yahoo.com,2,2,1,2,1,0,2,2,1,2,2,1,2,2,1,1,2,1,1,1,1,2
moistspice279@outlook.com,1,1,1,2,2,1,2,2,1,1,2,2,2,2,2,1,2,1,1,1,1,2
dirtyrug100@gmail.com,2,1,1,2,2,2,1,1,2,1,0,1,0,2,1,0,2,2,2,2,2,1
replacementbread393@gmail.com,1,2,2,1,2,2,1,1,1,2,1,1,2,2,2,1,1,1,2,2,1,2
coldbeans898@qq.com,2,1,1,2,2,2,2,1,1,1,2,1,2,1,2,1,2,2,1,1,1,2
newcup335@163.com,1,2,2,1,2,1,2,1,2,1,2,2,1,1,2,2,2,0,1,2,1,1
tiredcola915@gmail.com,2,2,2,2,2,2,2,1,2,2,1,1,1,1,2,1,1,1,1,1,1,2
extrahat628@outlook.com,2,2,2,2,1,1,2,1,1,1,1,1,2,1,1,2,2,1,2,1,2,2
clamybread60@qq.com,1,1,2,2,1,2,2,1,2,1,2,1,2,1,1,2,1,2,1,2,1,2
foldingtide816@yahoo.com,2,2,2,2,2,1,2,2,1,2,1,1,2,1,2,1,1,1,2,1,1,1
deeptire292@outlook.com,1,2,2,1,2,1,1,2,2,2,2,2,2,1,2,2,1,1,1,1,1,1
fishybeans489@outlook.com,2,1,1,2,2,0,2,2,2,2,1,1,1,1,2,1,2,1,2,2,1,1
replacementblanket675@outlook.com,2,2,2,2,1,0,1,1,1,2,1,1,1,1,1,2,2,2,2,1,2,2
dirtysnake806@gmail.com,2,2,2,1,1,1,2,1,2,2,2,1,1,1,2,1,1,2,1,2,2,1
freshybeans803@163.com,2,1,2,2,2,1,1,2,1,1,1,1,2,1,1,1,2,2,2,1,2,2
hotjug298@gmail.com,1,1,2,1,0,2,1,2,1,1,1,2,2,2,1,2,2,2,2,1,1,2
foundspice684@yahoo.com,2,2,1,2,2,2,1,1,2,2,1,1,0,2,2,1,1,1,2,1,2,1
dirtyshack10@qq.com,1,2,2,2,1,2,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2
foldingsub312@qq.com,2,1,2,2,2,2,0,1,1,2,1,1,2,2,2,1,2,2,1,1,1,0
lostblanket985@outlook.com,2,1,1,2,1,2,2,1,1,0,2,1,2,1,2,2,2,2,1,1,2,1
tiredjeep540@qq.com,1,1,2,2,1,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,2
deepsnake541@outlook.com,0,1,2,2,2,2,2,1,1,1,1,1,1,2,2,1,2,2,1,2,1,2
milkybread139@gmail.com,1,2,1,2,1,2,1,2,2,2,1,1,1,2,2,1,1,1,2,2,1,2
milkyjug186@outlook.com,2,1,2,1,2,1,1,1,1,2,2,1,1,2,0,2,0,2,2,1,2,2
moistspice308@yahoo.com,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,2,1,1,2,2,2
buriedrug78@outlook.com,1,2,1,2,1,0,2,1,2,2,1,2,2,2,1,2,1,1,1,2,1,2
soiledcola741@gmail.com,1,2,1,2,1,2,2,1,1,1,1,1,2,2,1,1,2,2,1,2,2,2
usedblanket212@yahoo.com,2,1,1,2,2,1,2,1,1,1,1,1,2,2,2,2,2,2,1,1,1,2
newtire529@outlook.com,2,2,2,1,1,1,2,1,2,2,2,2,2,1,1,1,1,1,1,0,2,2
lostskates718@163.com,2,1,2,0,1,2,1,2,1,2,2,2,2,2,1,1,2,2,1,1,1,1
foundcup910@163.com,1,2,1,2,1,2,0,2,1,2,2,1,1,1,2,1,2,1,2,1,2,2
replacementshack259@163.com,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,1,2,2,1,1,2
oldtide8@yahoo.com,1,2,1,1,2,1,2,2,2,2,2,2,1,1,1,2,2,2,1,1,1,1
slightlyhat631@163.com,2,2,1,1,2,1,1,2,1,2,1,2,2,1,2,2,1,2,2,1,1,1
slimyrug350@yahoo.com,2,1,2,2,2,1,1,1,2,2,1,1,2,1,2,1,1,2,1,1,2,2
mostlyhat337@yahoo.com,2,1,1,0,1,1,2,1,2,2,2,2,2,1,1,2,2,1,1,2,1,2
oldtire925@yahoo.com,1,1,2,2,2,2,1,2,2,1,0,2,1,1,1,2,1,2,2,2,1,1
losttire149@163.com,2,1,2,2,2,1,2,2,1,2,1,2,1,1,1,2,1,2,1,1,2,1
hotblanket72@outlook.com,1,1,2,2,1,2,2,1,2,1,1,2,1,1,2,2,2,2,1,1,1,2
freshychrysler207@qq.com,1,2,2,2,2,1,2,2,2,1,0,2,1,1,1,2,1,1,1,2,2,1
buriedrug711@outlook.com,2,2,2,2,1,2,1,1,1,1,1,1,2,1,1,2,2,2,2,2,1,1
slimyhat57@163.com,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,2,1,1,1,2,0
freshysnake925@yahoo.com,2,1,1,1,1,1,2,1,1,2,1,1,2,1,2,2,1,2,2,2,2,2
losttide889@gmail.com,1,2,1,1,2,1,2,2,1,2,1,2,2,2,1,1,1,2,1,2,2,1
fishyshoes598@outlook.com,2,1,1,0,1,1,1,2,1,2,1,2,2,1,2,1,2,2,2,2,1,2
lostshoes272@yahoo.com,2,1,2,2,2,2,0,0,1,1,2,1,1,1,2,2,2,1,1,2,1,2
clamywindow715@qq.com,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1,2,1,1,1,1
dirtyspice836@yahoo.com,1,1,2,2,2,2,1,1,2,1,0,2,1,2,1,2,1,2,2,0,2,1
hotbread750@outlook.com,1,2,2,1,1,2,1,2,1,2,2,1,2,1,2,1,2,2,1,1,1,2
soiledcola252@qq.com,2,1,1,1,2,2,1,1,2,1,1,1,2,1,2,2,2,2,1,1,2,2
replacementwindow759@qq.com,2,2,2,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1
hotshack845@yahoo.com,2,2,1,2,2,1,2,2,1,1,1,1,2,2,2,2,1,2,1,1,1,1
fishyrug799@qq.com,1,2,2,2,1,1,2,2,1,2,2,0,1,2,1,1,1,1,1,2,2,2
foldingshoes441@outlook.com,1,1,2,0,2,1,2,1,2,1,1,2,2,1,2,2,2,1,2,1,2,1
oldshoes850@outlook.com,2,2,1,2,1,2,1,2,2,1,2,2,1,1,1,2,2,0,1,1,2,1
freshyhat675@gmail.com,2,1,1,2,2,1,1,2,1,2,1,2,2,2,1,1,2,1,1,2,2,1
slightlycup854@163.com,2,2,2,1,1,1,2,1,2,2,1,2,1,1,2,2,2,1,1,2,1,1
fishyhat767@yahoo.com,2,1,1,2,2,1,2,2,1,1,2,2,1,1,2,1,2,1,1,2,2,1
deepshirt172@qq.com,1,2,2,1,2,1,2,2,1,2,2,1,1,2,2,0,2,1,2,0,1,1
freshybike25@outlook.com,2,2,1,0,1,2,1,2,2,2,1,1,1,1,2,2,2,1,2,1,1,2
moistjeep349@gmail.com,1,2,2,2,1,2,1,1,1,1,1,2,2,2,2,0,2,1,2,1,1,2
lostbeans368@yahoo.com,2,2,1,1,1,1,1,1,2,1,2,1,1,2,2,2,2,1,2,2,1,2
milkyjeep919@163.com,1,2,2,1,1,2,1,1,2,2,1,1,1,2,0,2,2,2,2,2,1,1
buriedskates837@yahoo.com,1,1,2,2,2,1,2,1,2,2,2,2,1,2,1,1,1,1,2,1,2,1
mostlybread818@163.com,1,1,2,2,1,2,1,2,1,1,2,2,1,1,0,2,1,2,2,2,1,2
milkyskates483@163.com,2,1,1,2,1,2,1,1,2,2,2,2,2,1,2,1,1,1,1,2,2,1
hothat393@outlook.com,2,1,2,1,2,1,2,1,2,1,2,2,1,1,1,2,2,2,2,1,1,1
dailywindow396@outlook.com,1,2,1,1,2,1,2,2,1,1,2,2,1,1,1,1,2,1,2,2,2,2
tiredcola340@qq.com,2,1,1,2,1,1,2,2,1,2,1,2,2,1,2,2,2,2,1,1,1,1
coldsub999@outlook.com,1,1,2,1,1,2,1,1,1,2,2,1,2,1,2,2,1,2,2,2,2,1
lostrug750@outlook.com,2,1,1,2,2,1,2,1,2,1,2,2,2,1,1,2,1,1,1,2,1,2
drybread420@outlook.com,2,2,2,2,2,1,0,1,1,0,1,2,1,2,1,2,2,1,1,2,2,1
buriedcup578@gmail.com,2,2,2,2,1,1,2,2,1,2,2,1,1,1,1,2,1,2,1,2,1,1
freshychrysler311@gmail.com,2,1,1,2,1,2,2,2,2,1,1,2,1,1,2,1,2,1,1,1,2,2
extratide825@qq.com,1,2,0,1,1,2,0,1,2,1,2,1,2,2,1,2,0,2,2,2,1,2
oldshack327@qq.com,1,2,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1
replacementsub235@outlook.com,2,2,1,0,1,2,1,2,2,2,1,1,2,1,1,2,1,2,2,1,1,2
slimysnake152@163.com,2,2,1,2,2,2,2,2,1,2,1,1,2,1,1,0,2,1,1,2,1,1
foundchrysler628@outlook.com,1,2,1,1,1,2,1,0,2,2,2,1,1,2,1,1,2,2,2,1,2,2
acientwindow846@yahoo.com,2,2,1,1,1,2,1,1,2,1,2,0,2,1,2,2,1,1,2,2,2,1
mostlyrug467@163.com,1,2,2,1,1,1,2,1,2,1,2,2,2,1,1,2,2,1,2,1,1,2
dailydrum227@outlook.com,1,2,1,2,1,0,2,1,2,2,1,1,2,1,1,2,2,2,2,1,1,2
foundcup74@qq.com,1,1,1,2,2,2,2,1,1,1,1,2,2,2,1,2,1,1,2,1,2,2
tireddrum639@yahoo.com,1,2,2,1,2,2,1,2,2,2,1,1,2,1,0,1,2,2,1,1,1,2
slimytire474@qq.com,2,2,1,1,1,0,1,1,1,2,1,1,1,2,2,2,2,2,1,2,2,2
tiredsnake734@gmail.com,2,2,1,1,1,1,1,1,2,1,2,1,2,2,2,1,2,2,1,2,2,1
drysnake79@qq.com,2,2,1,1,0,2,1,2,1,2,2,2,1,1,2,2,1,2,1,2,1,1
clamychrysler887@outlook.com,2,2,2,1,2,0,2,1,2,2,2,1,1,1,2,1,1,2,1,1,2,1
hotshirt73@outlook.com,2,1,1,1,2,2,2,1,1,2,1,2,1,0,1,2,2,2,2,1,1,2
slimyrug799@qq.com,1,2,1,1,2,1,2,1,2,1,1,2,2,2,2,1,2,1,1,2,1,2
foundtire583@yahoo.com,2,2,1,2,1,2,1,1,2,1,2,2,1,2,1,1,2,2,1,1,0,2
acientcola833@qq.com,2,1,2,1,1,1,1,2,1,1,2,2,1,1,2,1,2,2,2,2,2,1
tiredcola522@outlook.com,2,2,2,1,2,1,1,1,2,2,2,1,2,1,2,2,1,0,1,1,2,1
acientrug76@yahoo.com,1,2,2,1,1,1,2,1,1,2,2,2,1,2,2,2,1,1,1,2,1,2
lostsnake353@qq.com,2,2,1,1,1,1,2,1,1,1,0,1,1,2,2,2,2,2,2,1,2,2
soileddrum428@outlook.com,2,1,2,2,2,1,2,1,1,2,2,2,1,2,1,2,1,1,1,1,1,2
coldtire254@yahoo.com,2,1,1,2,2,1,1,2,2,2,1,2,1,2,1,2,1,2,1,0,1,2
milkyspice240@gmail.com,2,2,1,2,0,2,2,2,1,1,2,2,1,1,1,1,1,2,1,2,2,1
buriedchrysler423@gmail.com,1,2,1,1,2,2,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,2
buriedtire2@163.com,2,1,1,1,1,2,1,2,1,1,2,2,2,2,2,2,1,2,2,1,1,1
freshyjug820@gmail.com,1,1,1,1,1,2,2,1,2,2,1,1,2,2,1,1,2,2,2,2,1,2
slimyblanket822@qq.com,2,1,1,2,2,1,2,1,1,2,2,1,1,2,2,1,2,1,1,2,1,2
extrabike713@163.com,1,2,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,2,2,0,1,1
mostlycup117@outlook.com,1,1,2,1,1,2,1,2,1,1,1,2,2,1,1,2,2,2,2,1,2,2
foldingrug816@163.com,2,2,2,0,2,1,2,2,1,0,2,2,2,2,2,1,1,1,1,1,1,1
buriedcola402@gmail.com,2,1,2,2,2,2,2,2,1,2,1,2,1,1,2,1,1,2,1,1,1,1
slightlytire139@outlook.com,2,2,2,2,1,1,1,1,1,2,2,2,2,1,1,2,1,1,1,2,1,2
fishywindow600@yahoo.com,2,2,2,2,2,0,1,2,1,2,1,2,1,1,2,1,1,1,1,2,2,1
newbread880@gmail.com,2,2,1,1,2,1,2,2,2,2,1,1,2,1,1,1,2,0,1,1,2,2
dryshoes274@yahoo.com,2,2,2,1,2,2,1,1,2,1,2,2,1,2,1,1,2,1,1,1,2,1
usedshoes680@163.com,1,1,1,2,1,2,2,1,1,1,2,2,2,1,2,1,1,2,2,2,1,2
buriedwindow327@qq.com,2,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,2,1,1
dailychrysler408@outlook.com,1,1,1,0,1,2,2,1,1,2,1,1,2,2,2,1,1,2,2,2,2,2
fishyskates601@qq.com,1,2,1,2,1,2,1,2,1,1,2,2,1,1,2,2,2,1,2,1,1,2
freshyshoes563@gmail.com,2,1,2,2,1,1,2,1,2,1,2,1,2,2,1,2,1,2,2,1,1,0
retiredshoes879@gmail.com,2,2,2,1,1,1,2,1,2,2,2,1,1,1,2,2,1,2,1,2,1,1
dirtyhat258@qq.com,2,1,2,2,2,2,1,2,1,2,2,1,1,1,0,1,2,1,1,2,1,2
lostshack251@gmail.com,2,2,2,2,1,2,2,1,1,2,1,1,1,1,1,1,1,2,2,2,1,2
milkyshack422@qq.com,1,1,1,2,2,2,2,2,1,2,2,1,2,1,1,1,2,1,1,2,1,2
soiledchrysler352@outlook.com,2,1,1,1,1,0,1,2,2,2,1,1,2,1,2,2,2,2,1,1,2,2
extrashirt494@qq.com,0,2,1,1,2,2,2,2,1,2,1,2,1,1,2,1,2,2,1,1,1,2
freshyrug122@yahoo.com,1,2,2,1,2,1,1,2,1,2,1,1,2,2,1,1,2,1,2,2,1,2
tiredjug625@gmail.com,2,1,1,2,2,2,0,2,1,2,2,1,1,2,0,1,2,1,2,2,1,0
newbike482@gmail.com,2,1,1,2,1,1,2,1,2,2,1,2,1,2,1,2,1,2,2,1,1,2
fishyrug168@qq.com,1,1,1,2,1,0,2,1,1,2,1,2,1,2,2,2,1,2,2,2,2,1
