email,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24
slimyskates788@outlook.com,2,2,2,2,2,0,0,0,1,1,2,2,1,2,1,1,0,1,2,1,2,2,1,2
lostblanket503@163.com,2,1,2,1,0,2,2,1,2,1,2,2,1,0,0,2,1,1,2,2,1,1,2,2
fishyshack946@163.com,2,1,2,1,1,2,1,1,1,2,2,2,2,2,0,2,0,2,1,0,2,1,1,2
foldingwindow359@outlook.com,2,1,1,2,2,1,2,1,0,2,2,1,1,2,2,2,2,1,0,1,2,2,1,1
replacementshirt545@gmail.com,0,1,2,1,1,2,2,1,2,1,1,1,2,1,0,2,2,1,2,1,2,2,2,2
newskates26@outlook.com,2,2,0,2,1,1,2,1,1,1,1,1,2,2,1,2,1,1,2,2,1,2,2,2
acientbread9@outlook.com,2,2,1,2,1,0,2,0,1,2,2,2,1,1,1,1,0,2,1,2,2,1,2,2
dailybeans446@yahoo.com,0,1,2,2,2,0,1,2,0,2,2,1,2,2,0,2,0,2,1,2,0,2,1,1
clamyspice37@gmail.com,2,2,2,2,0,0,2,1,1,2,1,2,2,1,1,1,1,0,2,2,2,1,1,2
foldinghat916@yahoo.com,1,1,1,1,1,2,2,2,1,1,2,2,2,2,0,2,1,1,1,2,2,1,2,2
moistshoes897@163.com,2,2,2,1,2,2,0,1,2,1,1,2,1,2,1,1,1,2,2,0,2,1,1,2
hotspice38@yahoo.com,0,1,1,1,0,1,2,2,2,2,0,2,2,1,2,1,2,1,0,2,0,2,2,2
milkysub801@163.com,0,1,0,2,2,2,2,1,1,2,1,1,2,0,2,1,1,2,2,1,2,1,2,2
slimyhat636@outlook.com,2,2,2,2,2,2,2,1,1,1,0,1,1,1,2,2,1,1,1,1,2,2,1,2
hotrug940@gmail.com,2,2,2,2,2,1,1,1,1,1,2,1,1,2,2,2,0,2,2,1,1,1,1,2
clamysnake715@gmail.com,0,1,1,1,2,2,1,0,1,1,2,1,1,2,1,2,2,2,2,2,2,1,2,2
lostskates393@qq.com,2,2,2,1,2,2,2,2,2,1,0,1,2,0,2,1,1,0,1,1,2,1,2,1
fishycup876@qq.com,2,2,1,1,2,2,2,0,2,1,2,1,2,1,0,1,2,1,2,2,1,2,1,1
foundshoes836@qq.com,1,2,1,2,0,0,1,0,2,2,2,1,2,2,2,2,2,0,1,2,1,1,2,1
tiredshack292@gmail.com,2,2,2,2,1,0,2,0,2,1,2,1,2,2,1,2,1,2,1,1,0,1,1,2
soiledcola253@163.com,2,0,1,2,2,2,0,1,2,1,2,1,1,0,2,1,2,1,0,2,2,1,2,2
foldingtide644@gmail.com,2,2,1,0,0,0,2,2,2,1,2,1,2,1,2,1,2,1,2,1,2,2,1,1
hotshack271@qq.com,2,2,1,1,1,1,2,0,1,1,2,2,1,2,1,0,2,2,1,2,2,2,1,2
acienttide795@yahoo.com,2,1,2,2,1,1,2,2,2,2,1,1,1,2,2,1,2,1,1,2,2,1,1,1
coldchrysler584@outlook.com,1,0,2,2,2,1,1,0,2,1,1,2,2,0,2,2,1,2,2,2,0,1,1,2
extrasnake821@qq.com,0,1,0,1,1,2,1,1,2,1,0,2,2,2,2,2,1,2,2,1,2,2,1,2
moistwindow929@outlook.com,2,1,2,2,1,1,1,2,1,2,1,2,2,1,1,2,1,1,2,2,0,1,2,2
slightlywindow776@yahoo.com,0,2,1,2,1,2,2,1,2,2,1,2,1,0,2,0,1,0,2,2,2,1,1,2
coldwindow93@gmail.com,1,1,2,0,2,1,2,1,2,2,1,0,2,0,2,1,0,2,2,2,0,2,2,1
foundtire657@outlook.com,2,2,2,2,2,0,1,1,1,1,1,2,1,2,2,1,2,2,1,1,2,1,2,1
deeptire245@qq.com,1,2,2,2,1,2,1,0,0,1,2,2,2,1,2,1,2,0,2,2,0,1,1,2
replacementsub351@qq.com,1,1,2,2,2,0,2,2,2,1,1,2,2,0,2,1,1,2,2,0,2,1,1,0
soiledsub425@163.com,2,2,1,2,2,0,1,2,2,1,0,1,1,0,0,2,2,1,1,2,2,2,1,2
retiredskates875@outlook.com,2,0,1,0,1,2,2,0,2,0,2,2,2,0,2,1,1,2,1,2,1,2,1,2
retiredbeans922@gmail.com,0,1,2,2,2,2,2,1,1,1,0,1,0,2,1,2,1,1,1,2,2,2,2,2
extracola545@yahoo.com,1,2,2,1,1,1,1,0,2,2,1,1,1,0,2,2,2,2,2,2,0,1,2,2
dailybeans981@gmail.com,2,2,2,2,1,2,0,1,0,2,0,2,1,1,1,2,0,1,2,0,2,2,1,2
acientblanket316@yahoo.com,1,1,2,2,1,2,1,2,0,2,2,1,2,1,2,0,2,2,2,1,2,1,1,0
foundshack343@gmail.com,1,0,2,1,2,2,1,2,1,2,2,1,2,1,1,2,1,1,2,1,0,2,2,2
milkyshoes608@gmail.com,0,1,1,2,2,1,0,2,2,1,2,1,1,2,2,2,1,0,1,2,2,1,2,2
moistsnake175@yahoo.com,2,2,2,1,0,1,1,2,0,1,0,2,2,2,2,1,2,2,1,1,2,1,2,1
mostlyblanket992@qq.com,1,1,2,2,2,1,2,2,2,1,0,2,1,1,0,2,1,1,2,1,2,2,0,2
moistsnake675@yahoo.com,0,2,1,2,2,0,1,2,2,2,0,2,1,2,1,1,1,1,2,2,2,2,1,1
foundchrysler509@yahoo.com,0,1,2,2,2,2,1,2,2,1,1,2,1,0,1,1,1,2,2,2,2,1,0,2
acientjeep537@163.com,2,0,2,1,2,1,1,0,1,1,2,1,2,2,2,1,2,1,2,0,2,1,2,2
replacementskates795@outlook.com,1,1,2,2,0,0,2,2,0,0,2,1,1,2,2,1,2,1,1,2,1,2,2,2
slightlyrug271@yahoo.com,2,1,1,2,0,2,2,2,2,1,2,1,2,2,1,1,2,1,0,0,2,1,2,1
foldingcup786@163.com,2,1,1,2,2,1,1,2,2,1,2,1,2,2,2,1,2,1,1,1,2,1,2,0
burieddrum15@gmail.com,2,2,2,0,0,2,2,1,2,2,0,1,1,2,1,1,1,1,1,1,2,2,2,2
newbread855@163.com,1,0,2,1,2,2,2,2,2,2,1,2,1,2,2,1,2,1,2,1,0,1,1,1
dailywindow454@yahoo.com,2,2,1,1,1,0,1,1,2,1,2,1,2,0,2,1,2,1,2,1,2,2,2,2
freshybike569@163.com,1,2,1,0,2,2,2,2,2,2,0,1,1,0,2,2,0,1,2,1,0,1,2,2
retiredshoes923@163.com,1,2,2,1,2,1,0,1,1,2,2,1,2,1,1,2,1,2,1,1,2,2,2,2
moistshoes107@qq.com,2,0,1,1,2,1,1,1,2,2,2,1,2,1,1,2,2,0,2,2,2,2,1,1
buriedspice285@outlook.com,1,1,1,2,1,2,2,0,2,2,1,2,2,2,1,2,2,1,1,2,0,2,1,1
foldingtire722@163.com,2,1,1,1,2,2,0,2,1,1,0,2,2,2,1,2,1,2,2,1,2,2,1,1
replacementbeans665@yahoo.com,2,2,2,1,2,2,2,1,2,1,1,2,1,1,2,1,1,1,2,1,1,1,2,2
clamybeans775@outlook.com,1,2,1,0,1,1,2,0,2,1,2,2,2,2,2,0,1,1,2,1,2,1,2,2
acientbread121@qq.com,2,1,2,2,1,2,1,2,2,1,2,1,1,2,1,2,2,1,1,1,1,1,2,2
deepshoes823@gmail.com,2,2,1,0,1,2,0,2,1,2,0,1,1,2,1,2,0,2,1,2,2,2,2,1
buriedjug172@yahoo.com,1,1,2,2,1,0,1,2,1,1,2,1,2,2,2,0,1,2,2,1,2,2,1,2
oldjeep399@outlook.com,1,1,2,1,1,2,2,2,1,2,2,2,1,2,1,2,1,1,2,1,2,1,1,2
buriedjug233@yahoo.com,1,2,1,2,2,1,2,2,1,1,1,2,1,0,1,2,1,2,2,2,2,0,2,1
extrahat650@yahoo.com,0,2,2,1,2,2,2,1,1,1,2,1,2,2,1,2,1,2,0,1,2,2,1,1
mostlywindow259@qq.com,1,1,2,2,2,1,2,0,2,2,2,2,1,1,1,2,0,2,2,1,0,1,1,2
deepcola71@qq.com,1,2,2,2,1,2,1,0,1,2,2,1,0,2,1,1,2,2,2,1,1,2,0,2
slimybeans326@gmail.com,2,2,1,1,1,2,1,2,1,2,0,1,2,2,1,2,1,1,2,2,1,2,2,1
dailybike787@163.com,2,2,2,2,2,1,2,2,1,1,0,2,0,2,1,1,0,1,1,2,0,1,2,2
usedskates18@gmail.com,2,1,2,1,2,2,1,2,1,2,1,1,2,0,2,2,2,0,2,1,2,0,1,1
lostspice859@gmail.com,0,2,2,2,1,2,1,1,1,2,0,2,1,2,1,1,2,2,2,1,1,1,2,2
foldingtire66@outlook.com,2,1,1,2,2,0,2,2,2,0,0,1,2,0,0,2,0,2,0,1,0,2,2,2
oldcola188@outlook.com,2,1,1,1,2,0,1,1,1,2,2,1,2,2,1,2,2,2,2,1,0,2,2,1
deepshoes686@163.com,1,1,2,2,0,1,2,2,1,1,2,2,1,1,1,2,0,1,1,2,2,2,2,2
moisthat761@outlook.com,2,1,1,1,1,2,2,0,2,2,0,1,2,2,2,2,2,2,1,2,0,1,1,0
dailyspice363@outlook.com,0,2,1,2,2,0,1,2,1,1,2,1,2,1,2,0,1,1,2,2,2,2,0,2
replacementspice799@qq.com,2,1,1,1,2,1,2,2,0,2,1,2,1,0,2,1,1,2,2,2,2,1,2,1
foldingshack729@gmail.com,2,1,1,1,2,1,1,2,2,2,1,1,2,1,2,2,0,1,2,2,1,2,1,2
extrarug864@qq.com,2,2,2,0,2,2,2,0,1,1,0,1,1,2,2,2,1,1,2,1,2,2,1,1
retiredblanket413@163.com,2,2,1,0,2,2,2,1,0,2,0,1,2,2,1,2,2,1,1,1,2,1,2,1
acientrug262@gmail.com,2,2,1,0,1,2,2,2,0,0,2,1,1,0,1,1,1,2,2,1,2,2,2,2
retiredspice749@gmail.com,2,2,1,1,2,1,1,2,0,2,1,1,2,1,2,1,2,1,2,1,2,1,2,2
slightlytide309@yahoo.com,2,1,1,1,2,0,2,2,2,2,2,1,2,1,2,0,2,2,1,2,1,1,1,1
deeptide254@qq.com,2,2,1,2,2,1,1,1,2,2,2,1,1,2,1,2,1,1,1,2,1,2,1,2
hotwindow473@qq.com,1,1,2,0,1,2,2,2,2,1,2,2,1,0,0,2,1,2,0,2,0,2,1,2
mostlyjug153@163.com,1,1,2,0,1,2,2,2,1,0,2,2,2,0,1,1,1,1,1,2,2,2,2,2
dailysnake707@qq.com,2,2,1,1,2,1,1,0,1,1,2,1,2,1,2,2,0,2,2,2,1,1,2,2
slightlyshack127@outlook.com,0,1,2,2,0,0,1,2,2,0,0,1,2,2,2,0,1,1,2,2,0,2,2,2
foldingtire631@163.com,1,2,2,2,2,0,2,0,0,1,2,2,1,2,1,1,2,2,2,1,0,0,1,2
moistcola120@gmail.com,1,2,0,2,0,2,1,1,2,1,2,1,2,2,1,2,2,1,2,1,2,2,1,1
coldhat974@gmail.com,1,2,2,1,2,1,1,2,2,2,1,1,2,1,2,1,2,2,2,1,2,1,1,1
freshyshirt46@outlook.com,2,1,2,2,2,1,2,2,0,1,1,1,2,0,1,1,0,1,2,2,2,2,2,1
foundtire500@gmail.com,2,1,2,0,1,1,2,1,2,1,1,0,1,0,1,2,2,2,1,2,2,2,2,2
dirtybeans888@outlook.com,1,2,1,2,1,1,2,2,2,1,1,2,1,1,1,2,2,1,2,2,2,1,1,2
replacementspice591@163.com,1,1,1,1,1,2,0,2,1,2,2,2,1,2,2,1,2,1,0,2,2,1,2,2
slimycup306@yahoo.com,2,2,2,1,2,2,0,2,1,2,0,2,1,1,2,1,2,1,1,1,1,1,2,2
coldrug976@yahoo.com,2,1,1,1,0,2,0,0,1,1,2,2,1,2,0,1,2,2,2,2,2,2,1,2
milkywindow853@yahoo.com,2,1,2,2,2,1,1,1,2,1,2,2,2,1,2,2,2,1,2,1,1,1,1,1
coldshack63@qq.com,2,2,2,1,0,2,1,2,0,1,2,2,2,0,2,0,1,0,2,0,0,1,2,2
usedspice345@gmail.com,2,1,2,1,1,2,2,2,1,2,1,1,2,1,2,2,1,1,2,1,2,1,2,1
soiledbike200@qq.com,2,1,1,1,2,2,1,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2
soiledrug174@yahoo.com,2,2,2,0,1,1,2,2,1,1,0,2,1,2,1,1,2,1,2,2,1,1,2,2
buriedtide314@outlook.com,2,2,1,1,2,0,2,2,2,1,0,1,2,1,2,2,1,1,2,2,1,2,1,0
soiledcup851@outlook.com,2,1,1,2,1,2,1,2,2,2,1,2,1,2,0,2,0,1,1,1,2,1,2,2
dailyrug68@gmail.com,2,1,1,2,2,2,1,2,2,2,2,2,1,1,0,1,1,1,2,1,2,1,1,2
moistskates376@yahoo.com,0,1,0,1,2,1,2,0,2,2,2,2,2,1,0,1,1,2,1,1,2,2,2,2
buriedspice689@qq.com,2,1,1,2,2,0,2,0,1,2,1,2,2,1,2,2,1,1,1,2,1,2,2,1
moistsnake997@163.com,0,1,2,2,1,1,2,2,1,2,2,1,2,1,2,0,2,2,0,1,2,2,1,1
soiledskates976@163.com,2,1,1,2,2,1,1,1,0,2,2,1,2,1,2,2,2,2,2,1,2,0,0,1
buriedshoes758@outlook.com,1,2,2,1,2,2,2,1,1,2,2,1,2,0,1,1,1,1,1,2,2,2,1,2
deeptire735@gmail.com,2,2,2,1,1,1,2,0,2,1,1,2,2,2,2,1,2,1,1,1,0,2,2,0
slightlyjug290@qq.com,0,0,1,2,1,2,2,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,1,2
hotbike959@outlook.com,1,2,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,1,2,2,2,2
freshywindow51@outlook.com,2,2,1,2,1,0,2,2,2,1,1,1,2,1,2,1,1,2,1,2,2,2,1,1
olddrum822@gmail.com,2,2,1,1,2,0,2,0,1,2,2,2,1,2,2,2,1,2,2,1,0,0,1,1
oldcola533@yahoo.com,2,1,2,2,2,1,0,2,1,2,2,1,1,2,0,0,1,2,1,2,2,1,1,2
lostblanket371@outlook.com,2,2,1,2,2,2,2,1,2,1,2,1,2,0,1,1,1,1,2,2,1,1,2,1
clamyshack71@qq.com,0,2,2,2,1,2,2,2,1,1,1,2,0,1,2,1,2,1,1,1,2,1,2,2
dailyhat217@qq.com,0,2,2,1,2,2,2,0,2,1,2,1,2,1,2,1,1,2,2,0,2,1,1,1
slimyjeep502@163.com,2,1,1,2,1,2,1,2,2,1,2,1,2,2,2,1,1,2,2,1,2,1,1,1
soiledbeans664@outlook.com,2,2,2,0,2,1,1,1,2,2,0,1,1,1,0,2,2,2,1,2,0,2,0,2
extrawindow359@outlook.com,2,2,1,2,2,2,2,1,1,2,1,1,1,2,1,1,0,1,1,2,2,2,2,1
retiredsub614@outlook.com,2,2,1,1,1,0,1,2,2,2,1,1,2,2,2,1,1,2,1,1,1,2,2,2
dailycup910@outlook.com,2,1,2,1,2,1,2,1,2,2,1,1,2,2,0,2,2,1,1,1,2,1,2,1
slightlyshoes531@qq.com,2,0,1,1,0,1,2,1,2,2,1,2,1,2,1,2,2,1,2,1,2,2,1,2
usedbread568@163.com,2,2,1,0,2,2,1,2,1,2,2,1,2,2,1,2,0,1,2,0,0,1,1,2
buriedjug901@qq.com,1,1,1,2,2,1,1,2,0,2,2,1,2,2,2,1,1,2,2,1,1,1,2,2
foldingshoes858@qq.com,1,1,2,2,2,2,0,0,2,2,1,2,1,2,1,1,2,2,2,1,0,1,2,1
foundshack747@outlook.com,2,2,2,2,1,0,1,0,2,2,0,1,2,1,1,2,1,2,2,1,0,2,2,1
dirtydrum199@163.com,2,1,1,1,2,1,2,2,1,2,1,1,2,1,1,2,2,2,1,2,0,2,1,2
slightlyjeep732@163.com,2,1,0,0,1,1,1,2,2,1,2,2,2,1,1,2,2,1,2,1,2,2,2,1
acientchrysler884@163.com,0,2,2,2,2,2,0,0,1,2,0,2,1,1,2,1,0,1,2,1,1,2,2,2
slightlytire158@163.com,1,1,1,2,0,2,2,2,1,0,2,2,1,2,2,1,1,1,2,2,2,1,1,2
fishybike502@qq.com,0,2,2,1,1,2,2,2,1,2,0,1,1,2,2,1,2,1,2,2,1,1,1,2
tiredhat204@163.com,1,1,0,0,2,1,2,0,0,2,0,1,2,2,2,0,2,2,2,2,2,2,1,1
slightlyjug254@yahoo.com,1,1,2,1,2,2,1,1,2,2,1,2,1,2,2,1,2,1,0,1,2,1,2,2
usedrug938@yahoo.com,2,2,2,2,2,2,2,0,2,2,0,1,2,1,2,1,1,1,1,0,1,2,1,1
dailychrysler726@outlook.com,1,2,1,2,2,0,2,0,2,2,2,1,1,2,1,1,2,2,2,1,1,1,2,1
usedspice635@gmail.com,2,2,1,1,2,1,0,0,0,2,2,2,0,2,1,1,2,2,1,2,0,1,2,2
fishybeans673@163.com,2,0,0,2,1,2,1,2,1,2,2,1,1,2,0,1,1,2,2,1,2,2,2,1
clamyjug699@163.com,1,2,2,1,1,2,1,2,2,1,1,2,1,2,1,0,2,1,0,1,2,2,2,2
replacementskates478@yahoo.com,2,0,0,1,2,2,2,2,1,2,1,1,2,2,1,2,2,1,2,2,0,1,1,1
deepsnake600@yahoo.com,2,2,1,2,0,2,2,2,2,0,1,1,2,1,1,1,2,2,1,2,1,1,1,2
slightlyshirt355@yahoo.com,2,1,2,1,1,2,1,0,2,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1
tiredhat606@qq.com,2,1,2,2,2,2,0,0,0,1,1,2,2,0,2,2,1,2,1,1,0,1,2,2
usedjeep501@outlook.com,0,1,0,2,2,2,1,2,2,0,2,2,1,0,1,2,0,2,1,2,0,2,1,2
deepdrum726@qq.com,1,2,2,1,2,0,0,1,2,1,2,2,2,0,1,1,2,2,0,2,2,1,1,2
lostdrum416@163.com,2,0,2,0,1,0,2,1,2,2,0,1,2,2,1,2,2,2,1,2,1,2,0,0
replacementdrum717@163.com,2,2,1,2,2,1,2,0,0,1,2,2,2,2,1,1,0,0,1,2,2,2,1,1
foldingbread553@outlook.com,0,2,2,2,2,1,2,2,2,1,0,1,1,1,1,2,0,1,1,1,2,2,2,2
newjeep577@163.com,1,1,1,2,2,2,1,2,1,1,2,1,2,1,1,2,2,1,1,2,2,2,2,1
slimytire42@gmail.com,2,0,2,1,1,2,1,2,1,2,1,2,2,2,1,2,2,1,1,1,2,1,2,0
dailybike96@outlook.com,2,2,2,2,1,1,1,0,1,1,2,2,1,1,2,1,2,1,2,1,2,1,2,2
deepsnake957@qq.com,2,2,1,2,2,2,2,2,1,1,2,1,0,1,1,2,2,2,1,1,0,2,1,1
acientbike19@outlook.com,1,2,2,2,2,2,1,1,2,1,2,1,1,2,1,2,2,2,1,1,1,1,2,1
extrashack431@yahoo.com,2,1,2,2,1,1,2,2,2,2,0,1,0,2,2,2,1,1,0,1,2,1,0,2
retiredshack97@gmail.com,2,1,2,2,1,2,2,0,1,2,1,1,1,1,1,2,2,1,1,1,2,2,2,2
replacementshoes36@gmail.com,1,0,1,2,2,0,1,2,2,2,1,2,1,2,1,2,0,1,1,2,0,2,2,2
soiledsub246@outlook.com,2,2,1,0,2,0,2,2,2,0,0,2,2,1,2,0,1,1,0,1,2,1,2,2
freshycola108@qq.com,1,2,2,2,2,1,1,1,1,2,2,1,1,0,2,1,2,1,2,2,2,1,1,2
tiredspice581@qq.com,2,2,1,1,0,2,2,1,2,1,2,2,1,0,1,2,1,2,1,2,1,1,2,2
extraspice861@outlook.com,2,2,2,2,0,1,1,2,1,1,1,2,1,2,1,1,2,2,2,0,1,2,1,2
lostsub932@163.com,0,1,1,1,2,1,2,1,1,2,0,2,1,2,2,1,2,2,2,1,2,1,2,2
dailybeans459@qq.com,1,2,1,1,2,2,2,1,1,1,1,2,2,2,2,1,1,2,0,2,1,1,2,2
slightlydrum798@163.com,2,2,1,1,0,2,2,2,1,1,2,1,0,2,0,2,2,2,1,1,1,2,2,1
deephat767@qq.com,2,2,2,1,0,1,2,2,1,2,0,2,1,2,1,1,2,1,0,1,2,1,2,2
dirtyhat787@gmail.com,2,1,2,2,2,1,2,2,0,2,1,2,1,2,1,2,1,2,1,1,1,2,1,1
deeprug481@qq.com,2,2,1,2,2,2,2,2,1,1,1,2,0,1,1,1,2,2,2,1,1,1,1,2
milkybread911@163.com,0,2,2,2,2,2,1,2,2,1,0,1,2,1,1,1,1,2,2,1,1,1,2,2
retiredbeans380@yahoo.com,1,1,1,0,2,1,2,1,1,1,2,2,1,1,2,2,1,2,1,2,2,2,2,2
lostbread363@gmail.com,2,1,2,2,0,2,1,2,2,1,0,1,1,1,2,1,1,2,1,2,2,1,2,2
buriedbread907@outlook.com,0,1,1,1,2,0,2,1,2,2,2,2,2,1,2,1,2,0,0,1,2,1,2,2
clamyblanket565@outlook.com,2,1,2,1,1,0,2,2,1,2,2,2,2,0,1,2,2,1,2,0,2,1,1,0
fishyrug448@yahoo.com,1,1,2,2,1,2,2,0,1,2,2,1,1,2,1,1,1,2,2,2,1,2,1,2
tiredbeans817@gmail.com,2,2,0,1,2,1,1,0,2,2,2,1,2,2,2,2,2,1,2,1,0,1,1,0
foldingchrysler304@outlook.com,2,2,1,0,1,2,0,2,1,2,2,1,2,2,1,2,1,1,2,1,2,0,0,2
foldingcola121@163.com,2,2,1,1,1,2,2,2,1,2,2,0,1,2,1,2,2,1,1,1,0,2,1,2
tiredchrysler382@163.com,1,0,2,2,2,1,1,0,1,1,1,1,1,2,2,2,1,2,1,2,2,2,2,2
drywindow184@qq.com,2,1,2,2,0,2,1,2,1,2,1,2,2,2,1,1,1,2,2,1,0,1,1,2
fishywindow973@outlook.com,0,1,2,1,2,1,1,0,2,2,1,1,2,0,2,2,2,2,1,0,1,2,2,2
moistbeans966@163.com,1,2,2,2,1,1,1,2,0,2,0,2,2,1,2,2,1,2,2,1,2,1,1,1
dryspice412@gmail.com,2,1,2,2,1,0,1,0,2,1,2,2,2,1,2,1,2,1,1,2,2,2,0,1
hotsub233@gmail.com,2,2,2,2,0,1,2,2,2,2,0,1,2,2,1,1,2,0,1,0,1,1,1,2
dailyhat533@outlook.com,0,1,1,0,2,1,1,2,1,2,2,2,2,2,2,1,1,2,1,1,2,2,1,2
clamyspice605@yahoo.com,2,2,1,2,1,0,2,0,2,0,2,2,1,0,2,2,2,1,1,2,1,1,1,2
extraskates964@163.com,2,0,1,2,0,2,2,2,2,1,2,1,2,0,0,1,2,1,1,2,0,2,1,2
clamyblanket825@qq.com,2,0,2,0,2,1,1,0,2,1,2,1,2,1,2,2,2,1,2,2,2,0,1,1
lostskates908@163.com,0,1,2,1,2,2,2,2,2,2,0,2,1,2,0,1,1,1,1,1,2,1,2,2
dryspice502@gmail.com,2,2,2,1,2,2,1,2,1,1,1,1,2,1,2,2,1,2,2,1,2,1,1,1
newhat584@gmail.com,0,1,2,2,0,2,0,2,2,1,2,1,1,2,0,2,1,2,0,2,2,1,1,2
foldingtide515@qq.com,2,2,1,0,2,2,2,2,1,2,1,1,2,1,1,2,1,1,1,2,2,1,1,2
moistshoes316@qq.com,1,1,2,2,0,2,1,2,2,2,1,2,2,1,1,0,1,1,1,2,1,2,2,2
dailytire690@qq.com,0,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,1,2,2,1,2,1,2,1
oldsub951@163.com,0,1,1,0,2,2,2,2,2,1,0,2,1,1,1,2,2,2,0,2,1,1,2,2
freshybread765@outlook.com,1,1,1,2,2,1,1,0,0,1,2,2,1,2,2,0,1,2,2,2,2,1,2,2
