email,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16
dailyspice363@outlook.com,2,2,2,2,0,1,1,1,0,2,0,2,2,1,2,0
dailybeans981@gmail.com,2,2,2,2,1,2,0,2,1,1,2,1,0,1,1,2
tiredsub722@163.com,2,1,1,2,2,1,2,1,0,1,0,1,2,2,2,2
retiredspice749@gmail.com,2,2,1,1,1,2,1,1,2,2,2,1,2,1,2,0
replacementshoes847@qq.com,2,2,2,2,1,1,0,1,2,1,0,2,2,2,0,1
milkyhat906@gmail.com,2,1,2,2,1,2,1,2,0,2,0,1,1,2,2,1
buriedjeep883@163.com,1,2,2,2,2,1,2,2,1,1,1,0,2,2,1,1
foundsub142@qq.com,1,1,2,2,2,1,1,1,2,2,0,1,2,2,1,2
slightlycup6@qq.com,2,1,2,0,2,2,1,1,2,1,2,1,2,2,1,1
dryjug552@gmail.com,2,2,2,1,2,1,0,1,1,1,0,2,2,1,2,2
moistshoes897@163.com,1,2,2,1,2,2,2,1,2,1,2,1,1,1,1,2
soiledcup851@outlook.com,1,1,1,1,2,1,2,1,2,2,2,2,1,1,2,2
fishybike254@qq.com,2,1,0,1,2,1,2,2,0,2,1,2,2,2,0,1
fishydrum493@yahoo.com,1,2,1,2,1,2,1,2,2,2,2,1,1,1,1,2
oldchrysler227@outlook.com,1,2,1,0,2,1,1,2,1,2,2,1,2,1,2,2
dirtysub288@163.com,2,1,1,2,1,2,2,1,2,0,2,2,1,2,1,0
replacementshirt214@163.com,2,1,0,1,2,2,1,1,2,2,1,1,2,2,1,2
hotblanket621@gmail.com,2,0,1,0,1,2,2,2,0,1,2,2,1,1,2,2
lostbread363@gmail.com,2,1,2,2,1,2,1,2,2,1,1,2,2,1,1,0
drydrum979@gmail.com,1,2,1,2,2,2,1,1,1,2,1,2,1,1,2,2
moistcup626@163.com,1,1,1,1,2,0,1,2,2,2,1,2,2,2,2,0
hotshirt172@qq.com,1,1,2,1,2,2,2,2,0,1,2,2,1,1,2,0
replacementdrum150@163.com,1,1,1,0,1,1,1,2,2,2,2,2,2,2,2,0
moistbike627@163.com,1,1,1,2,2,2,1,1,1,2,1,1,2,2,2,2
mostlytire325@outlook.com,2,1,1,0,0,2,2,2,2,1,2,2,1,2,1,1
hottide167@outlook.com,2,1,1,2,2,1,2,2,0,2,1,2,1,1,1,2
coldrug83@yahoo.com,2,2,1,2,1,2,1,1,0,2,0,0,2,2,2,1
coldsnake27@gmail.com,2,1,2,0,2,2,0,2,1,2,2,1,2,1,0,1
lostshack328@gmail.com,2,1,2,1,2,2,2,1,2,1,1,0,1,2,2,1
drybeans185@163.com,1,2,2,1,2,2,2,1,2,1,2,1,2,1,1,1
moistcola199@qq.com,0,1,2,2,2,2,1,2,2,2,2,1,1,1,1,0
slimyhat636@outlook.com,1,2,2,2,2,1,2,1,1,0,2,1,1,1,2,2
foldingcola121@163.com,2,2,1,1,1,2,2,2,2,2,2,1,1,1,0,1
foundshoes836@qq.com,0,2,1,2,1,2,2,2,1,2,2,1,2,1,1,1
slightlyjug390@163.com,0,2,2,0,2,1,2,1,2,1,2,2,2,1,1,1
newskates92@gmail.com,0,2,1,2,1,1,2,1,2,1,2,2,2,1,1,2
soiledshoes664@yahoo.com,2,2,2,2,1,1,2,2,0,1,2,1,1,2,1,1
soiledrug637@163.com,2,1,0,2,2,2,1,1,0,2,1,2,1,1,2,2
freshybread143@gmail.com,2,2,1,0,1,1,2,1,2,1,2,2,2,2,1,1
fishycup876@qq.com,2,2,2,0,1,2,2,1,2,0,1,2,2,1,1,0
slightlytire158@163.com,1,1,1,2,1,2,2,2,2,1,2,2,2,1,0,0
clamyhat383@163.com,1,1,2,2,1,2,2,1,2,1,2,1,1,2,1,2
moistspice183@outlook.com,2,2,1,0,2,1,2,1,2,1,0,2,2,1,2,1
coldcup403@outlook.com,2,1,1,2,2,2,1,1,2,1,2,1,1,1,2,2
coldbread793@gmail.com,2,2,1,2,1,2,1,1,0,2,0,2,2,1,1,2
slimytire237@gmail.com,2,2,2,2,1,1,1,2,2,1,1,2,2,1,1,0
oldcup634@yahoo.com,2,1,0,0,2,1,2,2,2,2,2,1,1,1,1,2
mostlyrug653@gmail.com,2,2,2,1,2,2,1,0,2,1,1,1,1,2,2,0
replacementbike875@qq.com,1,1,2,2,1,1,2,2,1,2,2,2,1,1,2,1
foundcup206@qq.com,1,1,2,1,1,2,1,2,2,2,1,1,1,2,2,2
soiledbike20@gmail.com,2,1,1,1,1,2,1,2,2,1,2,2,2,2,1,1
milkytide461@outlook.com,0,1,2,2,1,2,1,1,2,2,2,1,0,1,2,2
buriedspice543@yahoo.com,0,2,1,2,1,0,1,2,2,2,2,0,2,1,1,2
buriedcup729@outlook.com,0,2,1,2,1,2,2,2,0,1,0,1,1,2,2,2
foldingtire66@outlook.com,2,0,1,1,2,1,2,1,2,2,2,1,0,2,2,0
acientblanket702@qq.com,2,1,2,2,2,2,2,1,2,1,1,2,1,1,1,0
usedjeep164@yahoo.com,2,1,1,1,1,1,2,2,2,2,2,2,1,1,2,0
extrasub515@yahoo.com,2,1,2,2,0,2,1,2,2,1,0,2,1,2,1,0
milkyrug604@yahoo.com,2,1,1,2,2,1,1,1,2,2,2,0,1,2,2,0
deepchrysler238@outlook.com,1,1,1,1,1,2,2,2,0,2,2,2,1,2,1,2
soiledsub30@qq.com,0,2,1,0,2,2,2,2,0,1,1,2,1,1,2,2
dryrug490@yahoo.com,1,2,1,2,0,2,1,2,0,2,1,2,1,2,0,2
dryspice502@gmail.com,2,1,2,2,2,1,2,1,0,2,2,1,1,1,2,0
fishycup117@163.com,1,1,1,2,2,2,2,1,1,2,0,2,1,2,2,0
dryblanket964@gmail.com,2,2,1,0,0,1,1,1,0,2,1,2,2,2,2,2
dryjeep915@163.com,2,2,2,0,1,1,1,2,1,2,1,2,0,2,2,0
colddrum262@163.com,2,2,0,0,0,1,2,2,2,1,2,2,0,2,1,1
freshyshirt46@outlook.com,2,2,0,2,1,1,1,1,1,1,2,2,2,2,2,1
oldchrysler712@gmail.com,2,2,2,0,2,2,1,1,1,2,1,1,2,2,1,1
moisttide843@qq.com,0,2,2,1,1,2,2,2,2,0,1,0,1,2,2,0
replacementcola583@163.com,0,1,2,0,2,2,2,1,2,1,0,1,2,2,1,2
coldtire20@163.com,1,2,2,1,1,2,1,2,0,1,1,2,1,2,2,2
slightlychrysler546@gmail.com,1,1,2,1,0,1,2,2,2,2,0,2,2,2,1,1
soiledspice290@163.com,0,2,1,2,1,1,1,2,1,2,2,2,2,1,0,2
hotbeans567@qq.com,2,2,2,1,1,2,2,1,2,1,1,1,1,2,2,0
hotwindow425@yahoo.com,1,2,2,1,1,1,1,1,2,2,2,1,2,1,2,2
foldingdrum2@163.com,0,1,2,1,1,2,2,1,2,2,2,1,1,1,2,2
deepbread546@qq.com,1,2,1,2,1,1,2,1,2,1,2,1,2,1,2,2
buriedcup356@outlook.com,2,1,2,2,2,0,2,1,2,1,2,2,1,1,0,1
dirtybread587@yahoo.com,1,2,2,0,0,2,1,2,2,1,0,2,1,2,2,0
extraskates964@163.com,2,1,1,0,1,2,1,2,2,2,0,2,1,2,2,0
soiledsub160@yahoo.com,1,2,1,1,1,1,2,1,2,2,2,1,2,2,2,1
dailytire198@qq.com,2,2,2,0,1,2,1,1,0,2,0,2,1,2,0,2
fishyrug633@163.com,2,1,1,2,1,1,2,1,2,1,2,2,2,1,0,2
freshyskates489@yahoo.com,2,1,1,2,2,1,2,2,1,1,2,2,1,2,1,0
foldingshack729@gmail.com,1,1,0,1,2,1,2,2,2,1,1,2,2,1,2,2
usedrug5@gmail.com,2,2,0,2,1,0,2,0,0,1,2,2,2,1,2,0
foldingdrum983@qq.com,2,1,0,1,2,1,2,1,2,2,2,2,1,1,2,1
soiledblanket652@gmail.com,2,1,1,1,2,1,2,1,2,2,1,2,1,1,2,2
foundtide219@qq.com,2,1,1,2,1,2,1,1,0,2,2,2,2,2,1,0
coldhat974@gmail.com,0,2,2,0,1,2,2,1,1,2,1,2,2,1,1,2
slightlyshirt196@outlook.com,2,2,0,2,2,1,1,2,2,1,1,2,1,2,0,1
freshyskates966@gmail.com,1,1,2,2,1,2,1,2,2,2,2,1,1,1,0,2
deepsnake957@qq.com,2,2,0,2,2,2,1,2,0,1,1,1,2,1,1,2
deepshirt742@gmail.com,2,1,1,2,1,1,2,2,2,1,1,0,0,2,2,2
foldingsnake605@163.com,1,1,2,1,2,2,0,2,2,2,1,2,0,1,1,2
foundhat579@gmail.com,2,1,2,2,2,1,1,2,0,1,2,2,1,1,1,2
newbread222@outlook.com,0,1,2,2,2,1,2,1,2,2,2,1,1,2,1,0
buriedjug172@yahoo.com,1,2,0,1,1,2,2,1,2,2,0,2,2,1,1,2
slimyskates157@163.com,2,2,0,2,1,0,2,2,0,1,2,2,1,1,2,0
deepshoes686@163.com,1,2,1,2,2,1,2,1,2,1,1,2,2,1,2,1
buriedcup310@outlook.com,2,1,2,2,1,1,0,2,2,2,0,1,2,1,2,1
slightlycup586@163.com,1,2,2,2,2,1,1,2,2,2,0,1,1,1,2,0
freshytide614@gmail.com,1,1,2,1,2,1,2,1,2,2,2,1,2,1,2,0
foldingsnake263@yahoo.com,2,1,1,2,1,2,2,2,1,0,1,2,2,1,1,2
oldhat392@163.com,2,2,1,2,2,0,1,2,2,0,0,0,2,2,0,0
tireddrum663@163.com,0,2,1,2,2,1,2,2,1,2,1,2,1,2,0,1
mostlyjug823@yahoo.com,1,2,2,0,1,2,1,2,2,1,0,2,2,2,1,0
slightlyshack127@outlook.com,1,2,2,1,2,2,1,1,2,1,0,2,1,1,2,2
replacementspice799@qq.com,2,1,2,0,1,1,0,1,2,1,2,2,2,2,2,1
deepshirt307@yahoo.com,1,1,1,2,2,2,2,2,1,2,1,1,2,2,1,1
lostsub932@163.com,1,2,1,2,1,2,1,1,2,2,1,2,1,1,2,2
acientbread121@qq.com,2,0,0,2,2,2,2,1,1,2,2,1,1,1,2,0
dailytire10@yahoo.com,1,2,2,0,2,2,2,1,1,2,1,1,2,1,2,0
clamyshack993@163.com,1,0,2,2,2,1,1,1,2,1,0,1,2,2,2,2
drychrysler511@gmail.com,0,1,0,0,1,2,1,2,2,2,2,2,0,2,1,2
acientchrysler809@gmail.com,1,2,2,1,2,1,1,2,1,2,2,1,2,1,2,0
burieddrum84@outlook.com,2,1,2,1,2,2,1,2,2,1,2,1,2,1,0,0
dailybike787@163.com,2,2,2,2,2,1,1,2,1,2,1,0,0,2,1,0
mostlyblanket953@163.com,2,1,1,1,1,2,2,1,2,2,1,2,2,1,2,0
dryjug611@outlook.com,0,2,2,0,1,1,1,2,2,2,1,2,1,2,2,0
clamyskates705@yahoo.com,0,1,2,0,1,2,1,0,2,1,2,1,2,2,2,2
hotspice48@qq.com,2,1,0,1,2,2,2,1,0,2,2,1,2,1,2,1
coldtide977@gmail.com,2,2,1,2,1,1,1,2,1,2,0,2,1,2,2,1
dirtysnake317@163.com,1,2,0,0,2,2,2,1,2,2,2,0,0,1,0,2
dailywindow454@yahoo.com,2,2,1,1,2,2,2,1,0,1,1,2,0,2,2,0
extrashoes592@yahoo.com,1,1,2,1,1,2,0,2,2,2,2,1,2,1,1,2
foundtide103@qq.com,2,1,1,2,2,2,2,1,0,2,0,2,1,1,1,2
slimyskates788@outlook.com,2,2,2,2,1,1,1,1,2,0,1,0,1,2,2,2
freshywindow51@outlook.com,1,2,2,1,1,2,2,2,2,1,2,1,2,1,1,0
freshyhat343@gmail.com,2,2,2,2,2,1,1,1,2,2,2,1,1,1,1,1
usedtide801@yahoo.com,2,2,0,1,1,0,2,1,2,2,0,1,2,2,2,1
freshyrug186@163.com,2,2,2,2,2,1,2,1,2,1,1,1,0,1,2,1
coldblanket498@qq.com,1,1,2,2,0,1,2,1,1,2,2,1,2,1,2,2
coldsnake85@qq.com,1,1,2,1,1,2,2,1,2,2,2,1,2,2,1,1
oldblanket634@yahoo.com,1,2,2,0,1,1,2,1,0,2,1,2,2,2,0,2
deepcup89@qq.com,0,2,0,0,1,1,2,2,1,2,1,2,1,2,2,2
fishysnake533@yahoo.com,2,1,2,0,0,2,2,0,0,2,2,0,2,2,0,0
slimyrug911@163.com,2,1,2,0,2,1,1,2,2,2,1,2,1,2,1,0
freshyblanket453@gmail.com,0,1,2,2,1,1,1,2,2,2,0,2,1,2,2,1
tiredrug873@163.com,2,1,1,1,1,1,2,1,2,2,1,2,1,2,2,2
burieddrum36@qq.com,2,1,0,2,2,1,1,1,2,2,2,2,1,1,1,2
fishyshack419@163.com,2,2,2,2,1,1,1,2,1,2,0,1,2,2,1,1
freshyjug542@qq.com,2,2,1,2,1,2,0,1,2,1,2,2,2,1,1,1
dailytire844@yahoo.com,1,2,1,2,2,1,2,1,2,2,0,1,1,2,2,1
moistskates376@yahoo.com,1,1,0,1,2,2,1,2,1,1,0,2,2,2,2,2
tiredbeans825@163.com,2,1,2,2,0,1,2,1,2,1,2,1,2,2,0,1
hottide136@yahoo.com,2,1,2,1,1,2,1,2,0,1,0,1,2,2,2,2
lostcola749@yahoo.com,2,1,2,0,1,1,2,2,1,2,2,1,2,2,1,0
oldtide873@gmail.com,2,2,2,2,0,1,2,1,1,1,0,1,2,1,2,2
foundsub311@yahoo.com,2,1,1,1,2,1,2,1,0,2,2,2,2,1,1,2
deeprug165@outlook.com,2,1,1,0,1,2,2,1,2,2,2,1,0,2,1,2
acientbread18@outlook.com,2,1,2,1,2,2,0,1,0,2,1,2,2,1,2,1
buriedtide314@outlook.com,2,2,1,1,2,1,2,1,0,2,2,2,2,1,1,1
freshydrum27@qq.com,2,2,2,1,1,1,2,1,2,0,1,2,2,2,1,0
slimybeans511@qq.com,2,0,2,1,1,2,1,1,2,2,1,2,0,2,1,2
tiredsub5@gmail.com,2,2,2,1,1,2,2,2,1,1,1,1,0,1,2,2
soiledshoes666@outlook.com,0,1,2,2,1,2,1,1,2,1,2,1,2,2,2,0
moistcup153@163.com,2,2,2,2,2,0,1,1,0,0,0,1,2,2,0,2
retiredrug224@qq.com,1,1,2,0,0,1,0,2,1,1,2,2,2,2,2,2
foldinghat916@yahoo.com,1,1,2,2,1,2,1,2,1,2,1,2,1,1,2,2
soiledshoes971@163.com,2,1,1,2,2,2,1,2,2,1,2,0,1,1,1,2
milkytire820@gmail.com,1,2,2,2,1,1,1,0,2,2,1,1,2,1,2,2
coldshoes621@gmail.com,1,1,2,1,2,1,2,2,2,2,0,1,1,1,2,2
retiredwindow436@gmail.com,2,1,1,2,2,1,2,2,1,1,2,2,1,1,0,2
hotwindow473@qq.com,0,2,1,2,1,2,2,2,1,1,2,1,1,2,0,2
dryjug879@yahoo.com,2,2,1,2,2,2,2,1,0,1,0,1,1,2,2,0
foldingchrysler517@qq.com,1,1,2,0,1,1,2,2,2,1,1,2,2,2,0,2
soiledspice423@gmail.com,2,2,2,0,2,2,2,1,0,1,0,2,0,0,1,2
deepshack742@gmail.com,1,1,2,2,2,1,1,2,1,1,2,2,1,1,2,2
dirtysub599@163.com,2,1,1,2,1,2,2,1,0,2,2,2,0,1,1,2
usedhat751@qq.com,1,1,0,2,1,2,1,2,1,2,2,2,2,1,2,0
replacementskates777@yahoo.com,2,1,2,2,1,2,1,1,2,2,0,1,2,1,2,1
dryskates413@yahoo.com,1,1,2,2,1,2,1,2,1,2,1,1,0,2,2,2
dailyspice313@gmail.com,2,2,2,2,0,1,2,2,0,2,1,1,0,2,1,1
soiledshirt718@outlook.com,2,2,1,0,2,1,1,1,2,2,0,2,2,2,1,1
oldtide62@qq.com,2,2,0,0,1,1,2,1,2,2,1,0,2,2,1,2
buriedspice689@qq.com,2,1,2,1,2,1,1,1,2,2,1,1,2,1,2,2
buriedshirt699@gmail.com,0,1,2,0,1,2,1,2,0,2,2,0,2,2,2,1
clamydrum820@outlook.com,2,2,1,2,2,1,2,2,2,1,0,1,1,1,1,2
tiredskates86@yahoo.com,2,2,2,1,2,1,2,2,0,1,1,2,1,1,1,2
replacementsnake675@outlook.com,2,1,1,1,2,1,1,2,2,2,2,0,2,1,2,1
foldingblanket123@qq.com,1,2,2,1,1,2,1,2,2,2,1,1,2,1,2,1
lostblanket371@outlook.com,2,2,1,0,1,2,2,2,1,2,1,0,2,2,1,1
dirtytire674@outlook.com,1,1,2,2,2,0,1,2,2,2,1,1,1,1,2,2
extrarug864@qq.com,2,2,2,0,2,1,2,1,2,1,1,1,2,1,2,0
mostlyspice474@yahoo.com,2,2,0,2,1,1,2,1,2,1,2,2,1,1,2,0
coldshack63@qq.com,2,2,2,1,1,2,1,1,1,2,0,2,0,0,2,2
oldsnake198@outlook.com,2,1,1,0,2,1,2,1,2,1,0,1,2,2,2,2
fishyblanket703@gmail.com,1,2,1,0,0,2,2,2,2,1,2,0,2,1,1,2
mostlyspice127@gmail.com,2,2,1,1,1,2,2,2,0,0,2,2,2,1,1,1
newbread192@gmail.com,2,1,2,0,2,1,2,2,1,1,2,1,2,2,1,0
acienthat353@yahoo.com,0,2,2,0,1,1,2,2,2,2,2,2,1,1,1,1
slimybread27@qq.com,1,2,1,2,2,1,0,2,2,2,2,1,1,2,1,1
hotbike959@outlook.com,1,1,1,2,0,2,1,1,0,2,2,1,2,2,2,2
deeprug190@yahoo.com,2,1,1,1,2,1,2,1,2,1,2,2,2,1,1,2
mostlyblanket918@163.com,2,1,1,2,1,0,0,1,0,2,2,2,2,2,0,2
soiledsub425@163.com,0,2,1,2,1,1,2,2,2,2,1,1,2,2,1,1
dailycup574@outlook.com,0,1,1,2,1,1,2,2,2,1,0,2,2,1,2,2
tiredhat204@163.com,0,1,0,0,2,2,2,2,0,2,2,0,2,1,2,1
retiredspice520@163.com,1,1,0,0,1,2,1,2,2,2,2,2,1,1,2,2
mostlyrug152@qq.com,2,2,1,2,1,1,2,1,1,1,0,2,2,2,0,2
coldsnake463@outlook.com,2,2,2,1,0,1,2,1,1,2,1,1,2,2,2,1
drychrysler833@gmail.com,0,2,1,1,2,2,2,1,2,1,1,2,0,2,2,0
dryjeep934@gmail.com,2,2,1,0,2,2,2,1,1,2,2,1,1,2,1,0
moistwindow929@outlook.com,2,1,2,2,1,1,1,2,0,1,2,1,2,1,2,2
slightlyhat370@outlook.com,1,2,2,1,2,2,0,2,0,1,2,2,1,1,2,1
acientbread9@outlook.com,0,2,2,0,0,1,2,2,2,1,2,0,1,1,2,2
deepskates63@qq.com,1,1,1,2,2,2,2,1,2,1,2,2,1,2,1,0
milkytire61@yahoo.com,2,2,1,1,1,2,1,2,1,1,2,2,0,2,2,1
fishyspice176@qq.com,2,1,1,1,2,2,2,1,1,2,1,1,2,1,2,2
soiledrug174@yahoo.com,0,2,2,1,1,1,1,1,2,2,2,2,1,1,2,2
milkyshoes260@163.com,1,2,2,2,1,1,2,2,2,1,0,1,1,2,2,0
foldingcup786@163.com,1,1,2,2,1,1,1,2,2,2,2,1,1,1,2,2
acientshoes397@163.com,2,2,1,2,1,2,2,1,2,0,2,1,1,1,2,1
oldbread551@yahoo.com,2,1,1,2,0,2,2,1,0,2,2,2,1,1,1,2
deepsnake772@gmail.com,2,2,1,2,1,2,2,2,1,1,1,2,1,2,1,0
slimybread561@yahoo.com,1,2,2,0,2,2,2,2,1,1,0,1,1,2,2,1
oldtire137@qq.com,1,0,1,2,1,2,2,1,2,1,0,2,2,2,1,2
foldingspice440@outlook.com,0,1,2,0,0,1,1,1,0,2,2,2,2,2,2,2
acientcup466@gmail.com,2,1,2,2,0,1,1,2,1,1,2,1,2,2,2,0
buriedcup948@163.com,2,2,2,0,2,1,2,1,1,2,1,1,2,2,1,1
soiledshack984@163.com,1,1,1,0,2,1,2,1,2,2,2,0,1,2,2,2
dailybeans457@163.com,1,2,2,1,2,2,1,2,2,1,0,2,2,0,1,1
newchrysler335@outlook.com,2,1,1,2,1,1,2,2,1,2,0,2,2,2,1,0
milkyshoes608@gmail.com,1,0,1,2,2,0,2,1,0,2,1,1,2,2,2,2
freshysub776@163.com,1,1,2,2,2,1,2,2,2,1,1,2,1,1,1,2
freshyjug894@yahoo.com,0,2,2,2,2,1,1,1,2,2,2,1,0,1,1,2
extrabeans516@gmail.com,0,2,2,2,1,2,1,0,2,1,2,1,1,2,1,2
slightlydrum798@163.com,2,2,1,0,1,1,1,2,0,2,2,2,0,1,2,2
newbike640@gmail.com,0,2,2,0,1,2,2,2,2,2,0,1,2,1,0,0
extrawindow359@outlook.com,2,1,1,2,2,2,1,1,2,2,1,2,2,1,1,1
slightlyjug254@yahoo.com,2,1,2,1,2,2,1,1,1,1,2,1,2,1,2,2
drycup651@163.com,2,2,0,0,0,2,2,2,0,0,2,1,1,2,2,0
slightlycup715@gmail.com,1,2,2,0,2,1,1,2,1,2,2,1,1,2,1,2
buriedbeans162@outlook.com,2,2,2,1,2,1,1,1,1,1,2,2,2,2,1,1
dirtysub781@yahoo.com,1,2,1,2,2,1,1,2,0,2,2,1,1,2,1,2
newchrysler620@yahoo.com,1,2,2,2,1,1,0,1,2,0,0,2,2,2,1,2
buriedbeans746@yahoo.com,1,1,2,2,1,1,2,1,0,2,2,2,2,1,1,2
lostshirt339@yahoo.com,2,2,1,0,1,1,2,1,0,1,2,2,2,2,2,0
freshycola999@yahoo.com,2,2,2,2,1,2,1,1,2,1,1,0,1,1,2,2
extrasnake663@gmail.com,1,2,2,0,1,2,2,1,2,1,2,1,2,1,1,2
slimycup306@yahoo.com,0,2,1,0,2,1,1,2,2,2,2,0,1,1,2,2
buriedblanket902@outlook.com,1,2,1,1,2,2,1,1,2,1,2,2,1,1,2,2
tiredtire285@yahoo.com,2,1,2,1,1,1,1,2,2,2,2,2,1,2,1,1
extrablanket867@gmail.com,2,1,1,2,1,2,2,1,2,2,2,0,0,1,0,2
buriedshoes758@outlook.com,2,1,1,2,2,2,0,1,1,2,1,2,0,2,1,2
mostlycup968@yahoo.com,1,1,2,2,1,2,2,2,2,2,1,1,1,2,1,0
foldingsnake113@yahoo.com,2,2,1,0,2,1,2,2,1,2,2,2,1,1,1,0
newbeans217@yahoo.com,0,2,2,1,1,2,1,2,2,2,0,1,2,2,1,0
mostlycup475@outlook.com,2,2,1,1,2,1,2,2,1,2,2,1,2,1,1,1
hotbeans6@gmail.com,2,1,1,0,2,2,2,2,0,1,0,2,1,2,2,0
clamywindow857@yahoo.com,1,1,0,2,1,2,2,1,2,0,1,2,2,1,2,2
fishybike986@qq.com,2,2,1,2,2,1,2,1,1,1,2,1,0,2,1,2
slimyrug81@yahoo.com,1,2,2,2,1,1,1,2,1,1,1,2,2,2,2,0
tiredhat748@yahoo.com,2,2,0,0,0,1,2,1,2,1,2,0,2,2,2,1
oldwindow763@yahoo.com,0,1,2,1,1,2,1,2,2,2,1,2,1,1,2,2
newspice255@outlook.com,2,2,2,1,1,1,2,2,0,2,0,1,2,1,2,0
retiredblanket413@163.com,2,2,1,1,1,2,0,2,0,0,2,1,2,2,0,2
deeptire133@outlook.com,2,1,1,1,2,1,1,2,2,2,1,2,1,2,0,2
foundshack747@outlook.com,2,1,2,2,1,1,2,0,1,1,2,2,1,1,2,2
usedspice345@gmail.com,2,1,1,2,2,2,2,2,2,1,1,1,2,1,1,1
