email,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24
moistjug851@outlook.com,2,2,2,1,1,1,2,1,1,0,2,2,1,0,1,1,1,2,1,2,2,2,2,2
dirtybread587@yahoo.com,2,2,2,1,1,2,2,0,1,2,1,2,2,0,0,1,2,1,1,2,2,2,1,1
dailysnake442@outlook.com,1,1,1,2,1,2,1,2,2,1,2,2,2,1,0,2,2,1,1,2,1,1,2,2
foldingshack252@yahoo.com,2,2,2,1,2,1,2,1,1,2,1,1,2,1,2,1,2,1,1,1,2,2,1,2
buriedcola618@gmail.com,0,2,0,2,2,0,1,1,2,2,2,0,0,2,1,1,2,2,2,1,1,2,1,2
mostlyrug152@qq.com,2,2,2,2,0,2,1,2,1,0,1,2,1,2,2,2,0,1,2,1,2,1,1,0
foundshirt542@yahoo.com,2,2,1,1,2,2,1,2,2,2,2,1,2,0,0,1,1,2,1,1,1,2,2,1
dirtysub525@gmail.com,2,1,0,0,0,0,2,2,2,1,2,1,2,1,0,2,2,1,2,2,2,2,1,1
drycup651@163.com,2,2,0,0,1,0,1,1,2,2,2,1,2,2,2,2,2,1,1,1,1,2,2,1
dailycup910@outlook.com,2,1,2,0,2,1,2,1,2,2,1,1,2,2,1,2,2,1,1,1,2,1,2,1
slightlywindow776@yahoo.com,1,2,0,2,1,2,2,1,2,2,1,2,1,1,2,1,1,1,2,2,2,1,1,2
tiredbike897@qq.com,2,2,0,0,1,2,1,2,1,0,0,2,1,1,1,1,2,2,2,2,1,2,2,2
soiledsnake360@yahoo.com,2,0,2,1,2,1,1,2,1,2,2,1,2,1,0,1,0,2,2,2,1,1,2,2
newblanket921@yahoo.com,2,1,0,0,2,2,2,2,1,2,2,2,2,1,1,1,1,1,2,1,2,1,1,2
usedjeep164@yahoo.com,0,1,2,1,1,1,2,1,2,1,1,2,2,1,2,2,2,2,2,1,2,2,1,1
replacementspice799@qq.com,2,1,1,1,2,0,2,2,1,2,1,2,1,1,2,1,0,2,2,2,2,1,2,1
usedhat751@qq.com,1,1,1,2,2,1,2,2,1,2,1,2,1,0,1,2,1,2,2,1,2,1,2,2
slimyjeep670@gmail.com,2,0,0,2,0,2,2,2,1,2,1,1,1,2,1,2,2,1,2,0,1,2,2,0
hothat842@outlook.com,2,2,0,0,1,0,1,1,2,2,1,2,2,1,1,1,2,2,2,1,2,2,1,2
freshyblanket903@qq.com,0,2,0,2,2,2,1,2,1,1,2,1,2,2,0,1,2,1,1,2,1,2,1,2
fishysnake533@yahoo.com,2,2,2,0,2,2,2,0,1,2,2,1,0,2,0,2,0,1,0,2,1,2,1,1
freshybread731@163.com,2,1,0,1,0,0,0,2,2,2,2,0,2,0,2,2,1,2,2,1,1,1,2,2
newshoes633@163.com,1,1,0,2,2,2,1,1,2,2,2,0,1,1,2,2,1,2,2,1,1,2,2,1
extrashoes592@yahoo.com,1,2,0,2,0,1,2,1,1,2,1,2,2,1,0,2,2,2,1,2,2,1,1,2
dryhat316@outlook.com,2,2,2,1,0,0,2,2,1,2,2,2,0,1,2,1,2,1,2,2,1,1,1,0
buriedtide314@outlook.com,2,2,0,1,2,1,2,2,2,1,1,1,2,1,2,2,1,1,2,2,1,2,1,0
foldingsnake953@outlook.com,2,0,2,0,2,2,0,2,1,1,1,2,2,0,1,2,0,1,2,2,2,1,2,1
deepsnake957@qq.com,2,2,0,2,2,2,2,2,1,1,2,1,1,0,1,2,2,2,1,1,1,2,1,1
dirtywindow798@qq.com,1,2,0,1,2,2,2,1,2,1,1,0,2,1,2,1,0,2,2,1,1,2,2,2
foldingsnake605@163.com,1,2,2,2,1,2,1,2,2,1,2,1,1,2,1,2,0,1,2,1,2,1,2,1
deepshirt307@yahoo.com,1,0,2,0,2,2,2,1,1,1,2,0,1,2,1,2,2,1,0,2,2,2,1,2
fishyshoes979@qq.com,0,1,0,1,0,2,2,1,2,1,2,2,1,2,2,2,2,2,1,2,1,1,2,1
lostdrum631@163.com,0,2,2,1,1,1,1,2,2,2,2,1,2,1,0,2,2,1,2,2,1,1,2,1
hotshack645@163.com,2,1,0,1,2,2,1,2,2,1,1,2,1,0,1,2,2,2,2,2,1,1,1,2
fishyrug448@yahoo.com,0,1,2,2,1,2,2,1,1,2,2,1,1,2,1,1,0,2,2,2,1,2,1,2
foundbread301@163.com,2,2,2,1,1,1,1,2,1,2,1,1,2,2,0,1,2,2,2,1,1,2,1,2
fishybeans673@163.com,2,1,1,2,1,2,1,2,1,2,2,0,1,2,1,1,1,2,2,1,2,2,2,1
usedtire882@163.com,2,1,0,0,2,1,2,2,1,2,2,2,1,2,1,2,1,2,1,1,1,1,2,2
usedshirt865@qq.com,2,1,2,1,1,0,2,2,2,1,2,2,1,1,0,1,2,1,2,2,1,1,2,2
usedskates18@gmail.com,2,1,2,1,2,2,1,2,1,2,1,1,2,0,2,2,2,1,2,1,2,1,1,1
soiledrug889@gmail.com,0,2,1,2,0,2,1,2,1,2,2,1,2,2,1,2,2,2,1,1,2,1,1,1
deepshack742@gmail.com,1,0,1,1,0,2,1,1,2,1,2,2,2,0,2,2,1,2,2,2,1,1,2,2
oldsnake198@outlook.com,0,0,2,1,0,0,2,0,2,2,2,0,2,0,0,2,2,2,1,1,2,1,2,2
deepcup89@qq.com,1,1,2,1,1,0,0,1,2,2,2,2,2,1,2,2,0,2,2,1,1,2,2,1
hotcup793@outlook.com,0,1,0,1,0,1,2,1,1,2,2,2,2,2,2,1,2,2,1,2,0,2,2,0
buriedjug233@yahoo.com,0,2,0,2,2,0,2,2,1,0,1,2,1,1,1,2,0,2,2,2,2,1,2,1
mostlyjeep956@outlook.com,2,2,0,2,1,2,2,2,1,1,1,2,1,0,2,2,2,1,1,1,1,2,2,1
clamyblanket985@qq.com,1,2,1,2,1,2,1,2,2,1,1,2,2,1,0,1,1,1,1,2,2,2,2,2
coldsnake85@qq.com,2,2,2,1,1,2,1,2,2,1,0,1,1,2,1,2,2,1,2,2,1,2,1,1
fishyspice4@outlook.com,0,2,2,1,1,1,2,1,1,2,1,2,2,2,0,2,2,2,1,1,1,1,2,2
usedcola992@yahoo.com,2,2,0,2,1,2,1,2,0,2,2,1,2,1,1,2,0,1,2,2,1,2,1,1
foldingwindow224@gmail.com,0,1,2,1,1,0,1,2,1,2,0,2,2,2,2,2,2,1,2,1,1,1,2,2
coldsnake463@outlook.com,0,0,2,1,2,2,1,2,2,1,2,2,1,1,2,0,1,1,1,2,2,2,2,1
milkydrum700@yahoo.com,2,1,2,2,0,0,2,0,1,1,2,0,2,2,1,2,0,1,2,2,2,1,1,2
hotwindow425@yahoo.com,0,1,0,2,2,2,1,1,1,2,1,2,1,2,2,1,0,2,1,2,2,1,2,2
mostlytire131@gmail.com,1,2,2,2,0,2,1,1,1,1,1,2,1,2,1,2,2,1,1,2,2,2,1,2
mostlyblanket918@163.com,2,0,2,0,0,2,2,2,1,0,2,1,1,0,0,2,0,2,2,2,2,1,1,2
fishyjug865@163.com,1,1,2,2,1,0,2,1,1,2,2,1,2,1,2,2,0,2,2,2,2,1,1,1
tiredcola21@yahoo.com,2,1,0,1,1,2,1,1,2,2,2,2,2,2,2,1,0,2,1,1,1,2,1,2
buriedcup124@yahoo.com,2,0,2,0,1,0,2,0,1,2,2,0,0,2,2,2,2,2,1,1,2,1,2,1
acientjeep537@163.com,2,1,2,0,2,1,1,1,1,1,2,0,2,2,2,1,2,1,2,1,2,1,2,2
dirtysnake317@163.com,0,2,2,1,1,2,1,1,2,2,1,2,2,0,2,2,2,1,2,1,1,1,0,2
slightlybread907@outlook.com,1,2,0,1,1,2,2,1,2,1,2,0,2,2,2,1,2,1,1,2,1,2,2,0
oldspice866@163.com,1,2,1,1,2,1,1,1,2,2,0,2,2,1,2,2,0,1,2,2,1,2,1,2
soiledshoes666@outlook.com,0,1,2,0,0,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,1,1
clamybike977@163.com,0,2,2,2,0,0,1,0,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2
lostskates393@qq.com,2,2,2,1,2,2,2,2,2,1,1,1,2,1,2,1,1,1,1,1,2,1,2,1
fishytide407@gmail.com,0,1,0,2,2,2,2,2,1,1,2,2,0,1,2,2,1,1,2,1,1,2,2,1
lostbike784@outlook.com,2,2,2,1,2,0,2,2,2,0,2,0,1,0,2,2,1,2,1,1,1,2,1,0
lostdrum416@163.com,2,1,2,1,1,0,2,1,2,2,1,1,2,2,1,2,2,2,0,2,1,2,1,1
foundchrysler509@yahoo.com,1,1,2,2,2,2,1,2,2,1,1,2,0,1,1,1,1,2,2,2,2,1,1,2
lostrug682@163.com,2,2,2,2,1,1,2,1,1,2,2,1,2,2,1,2,1,2,1,1,1,1,2,1
newcola758@qq.com,2,1,2,2,0,2,1,2,1,2,2,2,1,2,0,2,2,1,1,0,1,1,0,2
hotrug940@gmail.com,2,2,2,2,2,1,1,1,1,0,2,0,1,2,2,2,1,2,2,1,1,1,1,2
hotshack160@outlook.com,2,2,2,0,2,2,0,2,1,2,1,2,2,1,2,1,2,1,1,1,1,0,2,1
clamywindow198@outlook.com,2,2,0,1,2,2,1,2,2,2,2,1,1,1,2,1,2,1,2,1,2,1,1,1
lostshoes790@163.com,2,2,0,1,1,0,2,2,1,2,2,1,2,1,2,0,0,2,1,2,2,1,1,2
moistbeans966@163.com,1,2,2,2,1,0,1,2,1,2,1,2,2,1,2,2,1,2,2,1,2,1,1,1
soiledsub30@qq.com,0,0,0,2,0,2,2,1,2,0,2,2,2,0,0,0,0,2,1,2,2,1,2,2
acientsub492@gmail.com,2,2,1,2,2,1,2,0,1,2,2,2,1,1,1,1,2,0,2,1,1,2,2,0
lostshirt339@yahoo.com,2,2,2,1,0,0,1,2,1,1,2,1,1,2,1,1,2,2,2,2,2,2,1,1
soiledshoes971@163.com,0,0,2,2,1,2,1,2,2,1,1,2,2,1,1,2,2,2,2,1,1,1,1,2
slightlycup905@outlook.com,1,1,2,1,1,2,1,2,2,2,0,2,2,1,1,0,0,2,2,2,1,2,1,2
coldcup403@outlook.com,2,1,0,2,1,1,2,0,1,2,1,2,2,2,2,2,2,1,1,1,1,1,2,2
foundchrysler353@gmail.com,2,2,2,1,1,1,2,1,2,1,0,1,1,2,2,2,2,1,2,2,1,0,2,1
freshyhat343@gmail.com,2,2,2,2,2,1,1,2,2,1,1,1,1,1,2,2,2,1,1,1,2,2,1,1
dirtyspice235@outlook.com,1,2,0,0,2,1,1,0,1,2,2,2,1,2,2,2,2,2,1,1,2,1,2,1
replacementbeans236@outlook.com,0,2,1,1,2,2,1,2,2,1,1,2,1,2,1,1,2,1,1,2,2,1,2,2
moistbike306@yahoo.com,2,1,1,1,0,1,2,1,2,2,0,2,2,0,2,1,2,2,1,2,2,1,1,2
slightlywindow406@gmail.com,2,0,1,2,2,0,2,1,2,1,2,1,1,2,2,2,2,1,2,1,1,2,1,0
milkyshoes505@gmail.com,1,2,2,1,2,2,0,2,2,2,1,1,2,0,1,2,2,1,1,2,2,1,1,0
usedwindow885@yahoo.com,1,2,2,2,2,0,1,1,2,2,2,1,1,0,2,1,1,1,2,2,2,1,1,2
soiledsub160@yahoo.com,1,1,2,2,1,2,2,1,2,2,1,1,2,1,2,1,1,2,1,1,2,2,2,0
drysnake580@gmail.com,1,1,1,1,2,0,2,2,2,1,2,1,1,2,0,2,2,1,1,2,2,1,2,2
buriedtide794@163.com,0,1,2,2,1,1,2,2,2,2,1,2,2,2,0,1,0,2,1,2,2,1,1,0
foundjeep250@qq.com,2,2,1,2,1,2,1,2,1,1,1,1,2,2,0,2,0,2,2,2,1,2,1,1
slimyhat636@outlook.com,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,1,1,0,1,2,2,1,2
dailyspice289@gmail.com,0,1,0,1,2,1,2,1,2,2,1,2,2,2,2,2,2,1,1,1,1,2,1,2
slightlywindow508@gmail.com,0,1,2,2,0,2,1,1,2,2,1,2,2,2,0,1,0,2,2,0,2,1,1,2
lostspice859@gmail.com,0,2,2,2,0,2,1,1,1,2,1,2,1,2,0,1,2,2,2,1,0,1,2,2
freshybike569@163.com,0,2,0,0,2,2,2,2,2,2,1,1,1,0,2,2,0,1,2,1,1,1,2,2
hotshirt172@qq.com,2,1,1,2,1,2,2,0,2,1,2,0,2,1,0,1,0,2,2,2,1,2,2,1
acientshoes215@outlook.com,2,1,0,2,1,2,1,1,2,1,2,1,2,1,0,2,2,2,2,1,2,2,1,1
lostcola749@yahoo.com,2,1,0,2,2,0,1,2,0,2,2,0,2,2,0,1,2,1,0,2,1,2,1,2
deepblanket774@outlook.com,2,1,2,1,0,0,1,2,2,1,1,2,1,0,2,1,2,2,1,1,2,2,2,2
coldsub442@outlook.com,1,1,2,1,2,0,2,2,2,0,1,1,1,1,1,2,2,1,1,2,2,2,2,2
acientcup238@outlook.com,1,2,2,1,0,0,2,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1
soiledshack25@qq.com,2,1,2,1,2,2,2,1,0,0,2,1,2,2,2,1,2,1,2,1,2,1,1,1
acientbeans987@gmail.com,2,1,0,0,2,0,2,0,2,1,1,2,2,2,1,2,2,1,2,0,2,1,1,2
mostlyhat50@yahoo.com,2,2,2,1,2,1,1,1,2,1,2,1,2,0,2,1,2,2,2,0,1,1,2,1
slightlychrysler739@yahoo.com,1,2,2,1,2,1,2,1,0,2,2,2,2,1,2,1,2,1,1,0,2,1,1,2
retiredrug998@yahoo.com,2,2,0,1,2,0,1,1,2,2,1,0,2,1,1,2,2,1,2,2,1,2,2,0
buriedtire367@163.com,2,1,0,2,0,2,2,0,1,2,2,2,2,2,0,1,0,1,1,1,2,1,2,2
buriedblanket902@outlook.com,0,1,0,2,1,2,1,1,1,1,2,2,1,1,2,2,0,2,2,2,2,1,2,2
newchrysler981@gmail.com,0,1,0,1,1,2,2,2,1,2,2,2,1,2,0,2,1,1,2,2,1,1,2,2
losthat823@gmail.com,1,2,2,1,1,2,1,1,1,2,1,2,1,2,1,2,0,1,2,2,1,2,2,2
freshyjug19@outlook.com,2,2,0,2,2,2,1,0,1,1,2,1,2,1,1,1,2,2,2,2,1,1,1,2
extrabike590@outlook.com,1,1,0,1,2,2,1,2,2,2,2,1,2,2,1,2,1,1,2,0,1,2,1,2
slightlyhat250@gmail.com,2,1,1,1,1,2,1,2,0,0,0,2,2,2,1,2,2,2,2,1,1,1,2,2
tiredshack292@gmail.com,2,2,2,2,0,0,2,1,2,1,2,1,2,2,0,2,0,2,1,1,0,1,1,2
foundbeans35@163.com,2,0,0,2,2,2,2,2,1,1,1,2,1,2,2,1,0,2,1,1,1,1,2,2
retiredtide337@outlook.com,0,1,2,2,2,1,1,1,0,2,1,1,2,1,2,1,2,2,0,2,2,2,1,2
clamyjug699@163.com,0,2,2,1,0,2,1,2,2,1,1,2,1,2,0,0,2,1,1,1,2,2,2,2
clamyblanket28@outlook.com,2,2,2,1,1,1,2,1,1,1,2,1,1,2,1,1,2,2,2,2,2,2,1,1
foldingsnake99@qq.com,0,1,0,2,2,0,2,2,2,2,2,2,1,2,1,0,1,2,2,0,1,1,1,2
dailybike78@163.com,0,2,0,2,0,0,2,1,1,0,2,1,2,2,0,2,0,2,1,2,1,2,2,2
mostlycup976@qq.com,2,2,2,0,1,1,2,2,2,2,1,2,1,1,2,1,0,1,2,2,2,1,1,0
lostskates470@gmail.com,1,1,0,2,2,0,2,2,2,1,1,1,2,2,2,1,2,1,0,2,2,2,1,1
moistsnake675@yahoo.com,0,2,0,2,2,1,1,2,2,2,0,2,1,2,1,1,0,1,2,2,2,2,0,1
retiredspice520@163.com,1,2,2,0,1,2,1,2,1,1,2,2,0,1,1,2,0,2,2,2,1,1,2,2
tiredspice581@qq.com,2,2,0,1,1,2,2,0,2,0,2,2,1,1,1,2,1,2,1,2,0,1,2,2
slightlytire36@qq.com,2,1,1,2,2,0,2,2,2,1,2,2,1,0,2,2,0,1,2,1,1,1,2,1
extrachrysler814@outlook.com,2,1,0,1,2,2,2,2,1,0,2,2,1,2,2,0,1,1,2,2,1,1,1,2
moistspice183@outlook.com,1,2,2,1,1,0,2,1,2,1,1,2,1,2,0,2,2,2,2,0,1,2,2,1
foldingcola121@163.com,2,2,0,1,1,2,2,2,1,2,2,0,1,2,0,2,2,1,1,1,0,2,1,2
extrasnake821@qq.com,1,1,0,1,1,2,1,1,2,1,1,2,2,2,2,2,1,2,2,1,2,2,1,2
foldingwindow54@yahoo.com,2,2,1,2,2,2,1,1,2,2,1,0,1,1,1,2,2,1,1,2,2,1,1,2
oldjeep399@outlook.com,1,1,2,1,0,2,2,2,1,2,2,2,0,2,0,2,0,1,2,1,2,1,1,2
deeptire245@qq.com,1,2,2,2,1,2,1,0,0,0,2,2,2,1,2,1,2,1,2,2,1,0,1,2
newtide512@gmail.com,2,2,2,1,0,2,2,0,2,2,0,1,1,1,1,1,2,1,2,2,1,2,2,0
retiredsnake808@gmail.com,1,1,2,2,2,0,2,0,2,1,2,1,2,2,2,2,1,1,1,1,1,1,2,2
freshyjug808@gmail.com,2,1,1,0,1,2,1,2,1,2,2,1,1,2,2,0,2,1,2,2,2,2,1,1
newbike640@gmail.com,0,2,2,0,2,2,0,2,1,0,2,0,2,2,1,0,2,1,1,2,2,1,1,2
dirtywindow48@qq.com,0,2,0,0,2,2,2,2,1,2,1,1,2,1,1,2,1,2,1,2,1,1,2,2
newwindow185@outlook.com,2,1,2,2,2,2,1,1,1,1,2,2,2,2,1,0,2,2,2,0,1,1,1,1
slimyskates788@outlook.com,2,2,2,2,2,1,1,1,1,1,2,2,1,2,0,1,1,1,2,1,2,2,1,2
dirtysnake278@outlook.com,0,1,0,2,1,2,2,2,2,2,1,2,2,2,2,0,0,1,2,1,2,0,1,1
lostblanket503@163.com,2,1,2,1,0,2,2,1,2,1,2,2,1,1,0,2,1,1,2,2,1,1,2,2
retiredsub614@outlook.com,2,2,0,1,0,1,1,2,2,2,1,1,2,2,2,1,1,2,1,1,1,2,2,2
milkyshoes260@163.com,0,2,1,1,2,2,1,2,2,1,1,2,2,2,2,1,0,1,0,1,0,2,2,2
buriedshirt115@yahoo.com,0,1,2,1,2,2,1,2,1,1,2,2,1,0,2,2,0,1,2,2,2,2,1,0
clamyspice717@outlook.com,0,1,2,2,2,2,1,2,1,0,1,0,2,1,2,1,2,2,1,2,1,2,2,1
clamysnake136@163.com,0,1,1,1,2,2,0,2,1,2,1,2,2,1,1,2,0,2,2,2,1,2,1,2
slimytire345@gmail.com,0,2,1,1,2,2,2,1,2,2,1,1,2,2,1,2,1,2,1,2,1,1,1,2
milkysub116@yahoo.com,1,1,0,1,2,2,2,2,1,1,1,2,2,2,0,1,1,2,2,2,2,1,1,2
freshytire179@outlook.com,0,0,0,2,2,1,0,2,2,1,2,0,2,1,2,2,2,1,2,1,2,1,1,2
tiredhat748@yahoo.com,0,2,2,1,2,1,2,1,1,1,2,1,2,0,0,2,0,1,2,2,2,2,2,1
freshycola351@qq.com,2,2,0,0,1,2,1,1,2,2,2,2,1,2,2,1,1,1,1,2,1,1,2,2
dailytire198@qq.com,2,2,0,2,2,2,1,1,0,2,1,1,2,2,2,1,2,1,0,0,1,2,1,2
deepbread546@qq.com,1,0,2,1,2,0,2,1,1,1,1,2,2,2,2,2,2,1,1,2,1,1,2,2
extrasub515@yahoo.com,2,1,0,2,1,2,1,0,2,2,2,1,0,2,2,0,2,2,1,2,1,1,1,2
slightlyjug290@qq.com,1,0,0,2,1,2,2,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,1,2
acientwindow492@gmail.com,1,2,0,1,2,2,1,2,0,1,2,2,1,1,2,2,0,2,1,1,1,2,2,2
extraskates512@qq.com,2,1,2,2,1,2,2,1,1,1,2,0,2,0,0,2,2,1,2,0,1,2,1,2
mostlyrug653@gmail.com,2,2,1,2,2,1,2,2,1,1,1,2,2,0,2,1,2,1,2,1,1,1,2,1
foldingjeep939@qq.com,2,2,2,2,2,2,2,2,1,1,1,1,2,1,2,1,1,1,1,2,2,1,1,0
fishyshirt859@outlook.com,2,1,1,2,2,2,1,2,2,2,2,1,1,2,2,2,2,1,1,0,1,1,1,1
replacementchrysler5@qq.com,0,0,2,2,2,0,2,1,2,0,1,0,2,2,0,1,0,2,2,2,0,2,2,1
retiredblanket413@163.com,2,2,1,0,2,2,2,1,1,2,1,0,2,2,1,2,2,1,1,1,2,1,2,1
freshycup995@163.com,0,2,0,2,0,2,1,2,1,2,2,0,1,2,0,1,2,2,2,1,2,1,1,2
dirtybeans14@163.com,2,2,1,2,1,0,2,1,1,1,2,2,2,1,1,1,2,1,2,2,1,2,2,1
oldtide62@qq.com,1,2,1,1,2,1,1,0,2,2,2,2,1,2,2,1,2,2,2,1,1,2,1,1
deepdrum919@qq.com,2,2,0,2,0,0,2,1,2,2,2,2,1,0,1,1,1,2,2,1,2,1,1,2
buriedjeep883@163.com,0,2,2,2,0,2,1,2,1,2,1,2,2,0,2,0,2,1,1,1,1,2,2,1
retiredtide905@qq.com,2,1,0,2,2,1,2,1,2,1,2,1,1,0,2,2,2,1,2,0,2,1,2,1
buriedblanket280@gmail.com,1,1,1,2,2,1,1,1,2,1,2,2,1,2,1,2,1,1,2,1,2,2,2,2
clamytire323@outlook.com,2,2,1,0,2,2,1,2,2,2,2,1,2,0,1,1,2,2,1,1,0,1,2,1
soiledrug174@163.com,2,2,0,1,1,2,2,1,2,1,2,0,1,1,2,2,2,2,1,1,2,2,1,1
mostlycup475@outlook.com,0,2,2,1,2,2,1,1,2,2,2,1,1,2,2,1,0,2,1,2,2,1,1,1
oldshack980@gmail.com,1,1,0,2,1,2,1,2,1,2,1,2,2,1,1,2,0,1,2,2,2,2,1,2
slightlyshack386@163.com,2,1,0,0,2,1,2,1,1,2,2,1,1,2,1,1,2,2,2,2,1,2,2,1
foldingskates613@gmail.com,2,1,2,2,1,1,1,2,1,2,2,2,2,0,2,2,1,1,2,1,1,1,2,1
acientcup466@gmail.com,2,1,1,1,2,2,1,2,1,2,2,0,2,0,1,1,2,1,2,2,2,2,1,1
foundbike537@163.com,1,2,1,0,2,1,1,2,1,2,2,2,2,2,1,2,1,1,1,2,1,1,2,2
freshycola108@qq.com,0,2,2,2,2,1,1,0,1,2,2,0,1,0,2,1,2,1,2,2,2,1,1,2
foundtide103@qq.com,2,0,2,0,2,1,2,2,2,2,1,2,2,1,2,1,2,1,1,1,0,0,1,2
coldsnake27@gmail.com,2,1,2,2,1,2,1,2,1,2,2,0,1,2,1,2,0,0,2,1,1,2,2,0
usedshirt122@163.com,2,2,0,0,1,0,2,2,2,1,2,1,2,1,1,1,0,2,2,0,2,2,1,2
dirtytide740@gmail.com,2,2,2,1,1,1,2,2,1,2,2,2,1,1,2,0,2,2,1,1,0,1,2,1
fishybread363@yahoo.com,2,2,0,2,1,2,2,0,2,1,2,1,1,1,0,2,2,2,1,2,1,1,1,2
clamytire651@gmail.com,2,1,0,2,2,0,0,1,2,1,2,1,2,0,2,1,1,2,0,2,1,2,2,2
hotbike959@outlook.com,1,2,1,1,2,0,2,1,2,1,2,1,2,0,2,1,2,1,1,1,2,2,2,2
freshytide12@gmail.com,1,0,0,2,2,1,1,2,2,0,1,1,2,2,1,2,2,1,2,2,2,2,1,0
freshydrum27@qq.com,2,2,2,1,1,2,1,0,1,2,1,2,1,2,2,1,2,2,1,2,2,1,1,0
lostshoes128@163.com,1,2,0,1,2,1,1,1,2,2,2,1,2,2,1,2,2,2,2,1,1,1,2,0
freshyspice204@outlook.com,1,1,0,1,1,2,0,1,2,1,2,2,0,2,2,1,2,1,1,2,2,2,2,2
moistcup153@163.com,2,0,2,2,2,0,1,2,1,1,2,1,1,1,1,1,0,1,2,2,2,2,2,2
acientbike19@outlook.com,1,2,2,2,2,2,1,1,2,1,2,1,1,2,1,2,2,2,1,1,1,1,2,1
newspice255@outlook.com,2,2,2,1,0,0,2,0,2,2,2,2,2,2,2,1,0,1,0,0,1,1,2,0
retiredcola422@163.com,1,1,2,1,1,2,1,1,1,1,2,2,1,2,2,2,2,2,1,2,1,2,1,2
oldbread551@yahoo.com,2,1,0,0,0,2,2,2,1,2,1,0,1,2,2,0,2,2,2,1,2,1,2,1
foldingsnake263@yahoo.com,2,1,1,2,2,0,0,1,2,2,1,2,0,0,1,2,1,2,2,2,1,2,1,2
milkysub801@163.com,0,1,1,2,2,2,2,1,1,2,1,1,2,1,2,1,1,2,2,1,2,0,2,2
tiredtire843@163.com,2,2,2,1,2,0,2,0,2,2,2,0,1,1,1,1,2,1,2,2,1,2,1,1
extraskates964@163.com,2,0,0,2,0,2,2,2,2,1,2,1,2,1,0,0,2,1,1,2,1,2,1,2
buriedcup948@163.com,1,2,2,1,2,1,2,1,2,1,2,1,1,1,1,1,2,2,1,2,2,2,2,1
hotsnake274@yahoo.com,1,2,2,2,2,1,2,1,2,2,1,1,2,1,1,2,2,1,1,0,1,1,2,2
clamybeans775@outlook.com,0,2,0,1,1,1,2,1,2,1,2,2,2,2,2,1,0,1,2,0,2,1,2,2
foldinghat916@yahoo.com,0,1,0,0,1,2,2,2,1,1,2,2,2,2,1,2,1,1,1,2,2,1,2,2
tiredchrysler382@163.com,1,0,2,2,2,1,1,1,1,1,1,1,1,2,2,2,1,2,1,2,2,2,2,2
usedrug746@outlook.com,2,2,2,2,1,2,1,2,1,1,2,1,0,2,2,2,1,1,1,1,1,2,1,2
newspice843@gmail.com,2,0,0,2,1,1,2,2,2,2,2,1,2,2,1,1,2,1,2,0,2,1,1,1
