email,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24
dailyshack386@yahoo.com,0,2,1,1,1,1,2,2,2,1,2,2,1,1,1,2,1,1,2,2,2,2,1,2
foldingtide607@gmail.com,0,0,1,0,0,2,0,2,2,1,1,2,1,2,0,2,2,1,2,2,2,1,2,2
moisthat885@gmail.com,2,2,1,0,2,1,1,2,1,1,1,2,2,2,2,1,0,2,2,1,2,0,2,1
retiredsub266@yahoo.com,0,0,1,0,1,0,2,2,2,2,2,2,2,1,2,2,0,2,0,1,0,1,2,2
oldbread551@yahoo.com,2,1,1,1,0,2,2,2,1,2,1,1,0,2,2,1,2,2,2,1,2,1,2,0
soiledshirt927@gmail.com,2,2,1,0,0,2,2,1,2,0,0,2,1,1,0,2,0,2,2,1,2,0,2,2
soiledhat176@outlook.com,2,1,1,0,1,2,1,2,1,1,2,1,2,1,2,2,2,1,0,2,2,2,2,1
tiredhat204@163.com,1,1,0,1,2,0,2,1,0,2,0,1,2,2,2,0,2,2,2,2,2,2,1,0
dryjug552@gmail.com,2,2,2,1,1,2,0,2,0,1,2,2,1,0,0,2,1,1,0,2,2,2,2,0
soiledtide430@outlook.com,2,2,2,1,2,1,2,2,1,1,2,1,2,1,1,2,1,2,0,1,1,2,0,2
mostlywindow259@qq.com,1,0,2,2,2,1,2,0,2,2,2,2,1,0,1,2,1,2,2,1,1,1,1,2
oldshirt546@gmail.com,1,2,1,2,2,2,1,1,1,2,0,2,2,2,1,1,2,0,1,2,2,1,2,0
dryrug490@yahoo.com,1,1,1,1,2,1,2,2,2,2,2,1,2,1,0,2,1,1,2,2,1,2,1,2
foundjeep250@qq.com,2,2,1,2,1,2,0,2,1,1,1,1,2,2,1,2,1,2,2,2,0,2,1,1
mostlycola126@yahoo.com,1,2,1,1,1,0,0,2,1,2,1,0,2,2,2,2,2,1,2,1,2,2,2,1
deepshoes813@qq.com,0,1,0,2,2,0,0,2,0,2,2,1,2,2,0,2,2,2,1,1,2,2,1,1
acienthat353@yahoo.com,0,2,2,1,1,2,1,2,2,2,2,1,2,1,2,2,2,2,1,1,1,1,1,1
soiledtire703@163.com,2,1,2,1,1,2,2,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,1
slightlychrysler47@gmail.com,2,1,0,1,2,1,2,1,1,1,1,2,2,1,2,2,2,0,1,2,2,2,2,1
coldcup141@qq.com,2,2,0,2,1,2,1,1,2,0,2,2,0,0,1,1,2,2,1,2,2,1,1,2
tiredbike897@qq.com,2,2,1,0,1,2,1,2,1,0,0,2,1,1,1,0,2,2,2,2,0,2,2,2
dailywindow454@yahoo.com,2,2,1,1,0,1,0,1,2,1,2,1,2,1,2,1,2,1,2,0,2,2,2,2
extrabeans516@gmail.com,0,2,2,1,2,2,2,2,2,2,1,1,1,2,1,2,1,1,1,1,0,2,1,2
drydrum979@gmail.com,2,2,1,1,1,2,2,1,2,1,2,1,1,1,2,1,2,2,1,2,0,1,2,2
freshyshoes711@gmail.com,0,2,2,2,1,2,2,2,2,2,0,1,1,2,0,1,1,1,1,2,2,1,1,2
freshyskates489@yahoo.com,2,1,1,2,2,1,1,2,1,1,2,1,1,2,2,1,0,2,2,2,0,2,1,2
deepbeans875@qq.com,0,1,2,1,1,2,2,2,2,1,1,2,2,0,2,1,2,2,1,2,2,1,1,1
deepbread546@qq.com,1,1,2,1,2,0,2,1,0,1,1,2,2,2,2,2,2,1,0,2,0,1,2,2
coldtire692@yahoo.com,2,2,2,2,0,2,2,1,2,2,1,1,1,0,1,0,2,0,2,1,2,1,2,1
soiledcup60@qq.com,2,1,2,2,1,1,1,2,1,2,2,2,2,1,0,2,1,1,2,0,2,2,1,1
extrablanket867@gmail.com,2,2,1,2,0,0,2,0,2,2,0,1,2,2,0,2,2,1,2,1,2,0,0,0
dailysnake442@outlook.com,1,1,1,2,1,2,1,2,2,1,2,2,2,1,1,2,2,1,1,2,1,1,2,2
foldingtide644@gmail.com,2,2,1,0,1,0,2,2,2,1,2,1,2,1,2,1,2,1,2,1,2,2,1,1
freshysub873@yahoo.com,2,2,2,1,1,2,2,1,2,1,2,2,1,2,0,2,0,0,2,1,2,1,0,1
fishybeans629@qq.com,1,0,2,2,2,2,1,2,2,1,1,2,1,2,2,1,2,2,1,1,1,2,1,1
dirtyspice235@outlook.com,1,2,1,1,2,1,1,1,1,2,2,2,1,2,2,2,2,2,1,0,2,1,2,0
extrashirt316@yahoo.com,0,1,1,1,0,2,2,2,0,2,1,2,1,2,2,1,1,2,2,1,2,1,2,2
clamybeans775@outlook.com,0,2,1,1,0,1,2,1,2,1,2,2,2,2,2,1,1,1,2,1,2,1,2,2
dirtyhat787@gmail.com,2,1,2,2,2,1,2,2,1,2,1,2,1,2,0,2,1,2,1,1,1,2,1,1
oldcola533@yahoo.com,2,1,2,2,2,0,1,2,1,2,2,1,1,2,1,1,1,2,1,2,2,1,0,2
buriedrug530@outlook.com,1,0,1,1,2,2,2,2,2,2,1,2,1,1,2,1,2,0,0,1,1,2,2,2
foldingbeans104@gmail.com,0,2,1,1,0,2,0,0,2,2,1,2,1,1,2,2,1,2,2,2,1,2,2,1
slightlycup586@163.com,2,2,2,2,2,1,0,1,1,2,1,1,2,2,0,2,2,0,2,1,0,1,2,0
dailybeans457@163.com,1,2,0,2,2,0,1,2,2,2,1,2,1,2,0,1,2,0,1,2,2,2,1,1
replacementshirt358@yahoo.com,2,1,1,1,2,2,2,1,2,2,2,2,1,1,2,1,1,1,2,2,1,2,1,1
buriedshirt699@gmail.com,0,2,1,2,2,2,2,2,1,0,2,1,1,1,0,2,1,2,0,2,2,2,1,1
foundtide219@qq.com,2,2,1,0,0,1,1,1,0,2,2,2,0,2,1,0,2,2,2,2,2,2,1,1
usedrug5@gmail.com,2,2,0,1,1,0,2,1,2,2,2,2,2,1,2,2,2,0,0,1,1,2,1,0
deepblanket774@outlook.com,2,1,2,1,0,1,1,2,2,1,1,2,1,1,2,1,2,2,1,1,2,2,2,2
burieddrum36@qq.com,2,2,1,1,2,2,2,2,1,1,0,2,0,1,0,2,2,1,2,1,2,1,1,2
slimywindow139@gmail.com,2,2,1,1,0,2,2,1,2,1,2,2,1,2,2,2,0,0,2,1,1,1,1,2
buriedbread569@outlook.com,0,2,2,2,2,1,0,2,2,2,1,1,1,2,0,2,2,1,2,2,1,0,0,0
slimyjeep659@qq.com,2,2,0,1,0,1,1,2,1,2,0,2,1,2,2,2,2,1,2,1,2,2,1,0
coldbread793@gmail.com,2,2,2,2,1,1,2,1,2,1,2,2,1,2,0,2,2,0,1,1,1,1,2,1
dailyshoes209@163.com,1,1,2,1,0,2,2,2,0,1,2,1,2,2,2,1,2,1,1,1,2,2,2,1
oldsub430@yahoo.com,1,2,1,2,2,2,1,1,1,2,2,1,2,1,1,2,2,0,0,2,1,0,2,2
moistcola199@qq.com,2,1,2,2,2,1,1,2,2,2,0,1,2,0,2,2,2,2,1,1,0,0,1,1
milkyblanket221@qq.com,2,2,0,2,2,2,2,2,2,0,0,1,1,2,2,1,2,1,1,2,0,1,1,1
acientchrysler884@163.com,0,2,2,2,2,2,0,1,0,2,1,2,1,1,2,1,1,1,2,1,1,2,2,2
tiredshack292@gmail.com,2,2,2,2,0,0,2,1,2,1,2,1,2,2,0,2,1,2,0,1,0,0,0,2
drywindow943@qq.com,0,2,2,2,2,2,1,1,2,2,2,1,2,1,2,1,1,1,0,2,0,0,1,2
moistwindow556@yahoo.com,1,1,1,1,1,1,0,2,1,1,0,2,2,2,2,2,1,2,1,2,2,2,2,2
lostskates908@163.com,0,0,2,1,2,2,2,2,2,2,0,2,1,2,1,1,1,0,1,1,2,1,2,2
foundrug2@yahoo.com,2,1,1,2,1,1,2,1,0,2,1,2,2,1,2,0,2,1,1,2,2,2,1,2
foldingshoes832@outlook.com,2,1,2,2,2,1,2,0,1,2,1,1,2,1,1,1,2,2,2,1,2,0,1,2
acientwindow492@gmail.com,1,2,1,1,2,2,0,2,1,1,2,2,1,1,2,2,1,2,0,1,1,2,2,2
moistsnake997@163.com,1,0,2,2,1,0,2,2,0,2,2,1,2,0,2,0,2,2,0,0,2,2,1,1
tiredcola21@yahoo.com,2,1,0,0,1,2,0,1,2,2,2,2,2,2,2,1,1,2,1,0,1,2,1,2
replacementblanket784@163.com,2,0,1,1,2,2,0,0,0,1,1,1,2,0,2,2,2,2,2,1,2,2,0,2
mostlybread482@qq.com,0,2,2,2,1,2,1,2,0,2,2,2,0,1,2,1,2,0,1,1,2,1,1,2
dailybeans446@yahoo.com,0,0,2,2,2,0,1,2,1,2,2,1,2,2,0,2,0,2,1,2,1,2,1,0
milkybread911@163.com,1,2,2,2,2,2,1,2,2,1,0,1,2,1,0,1,1,2,2,1,1,1,2,2
clamyspice605@yahoo.com,2,2,1,2,1,0,2,0,2,1,2,2,0,1,2,2,2,0,0,2,0,1,0,2
fishycola451@outlook.com,1,1,1,0,1,2,0,2,2,1,1,2,1,2,2,2,2,2,0,1,2,2,1,2
usedsub254@gmail.com,1,1,2,2,0,2,2,0,2,2,2,1,2,1,0,1,1,0,2,1,2,2,2,1
buriedhat948@gmail.com,2,1,1,1,2,1,2,2,1,1,2,1,2,1,1,2,2,2,2,0,1,1,2,2
freshydrum27@qq.com,2,2,2,0,0,2,0,1,0,2,0,2,0,2,2,1,2,2,1,2,2,1,1,0
acientchrysler809@gmail.com,1,2,2,0,1,2,1,2,1,1,2,1,2,2,2,1,2,2,1,2,0,1,2,1
freshybread765@outlook.com,1,0,0,2,2,0,0,1,1,1,2,2,1,2,2,1,1,2,2,2,2,1,2,2
lostshirt339@yahoo.com,2,2,2,1,0,1,1,2,1,0,2,1,1,2,0,1,2,2,2,2,2,2,1,0
slimycup494@qq.com,2,0,1,2,2,0,2,1,2,1,2,1,2,1,0,2,0,1,2,2,2,2,0,0
foundtire500@gmail.com,2,1,2,1,1,1,2,1,2,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2
clamyjeep185@163.com,1,1,2,1,2,1,1,0,0,0,2,2,2,2,1,1,2,2,0,2,2,1,2,2
useddrum754@163.com,1,0,0,1,2,1,1,2,1,2,1,1,2,2,2,2,0,2,2,1,1,2,2,2
foldingspice737@gmail.com,2,2,0,1,1,1,2,1,2,1,1,1,2,2,0,1,2,2,1,2,2,2,1,2
dailytire690@qq.com,1,1,1,1,0,1,0,2,2,1,2,2,2,2,2,2,0,2,2,1,2,0,2,1
freshyjug894@yahoo.com,1,2,2,2,1,1,0,2,1,1,2,1,1,2,2,2,2,2,1,2,1,2,0,1
deepcola862@outlook.com,0,1,2,2,1,0,2,2,1,1,1,1,2,2,0,1,2,1,0,2,2,2,2,2
milkysub209@outlook.com,2,2,2,1,2,2,1,1,1,2,1,0,2,0,2,1,2,0,1,2,0,2,1,2
deeptide254@qq.com,2,2,1,2,2,1,1,1,2,2,2,1,1,2,1,2,1,1,1,2,1,2,1,2
freshytire179@outlook.com,0,1,1,2,2,0,0,2,2,1,2,1,2,1,2,2,2,0,2,1,2,0,1,2
oldsnake198@outlook.com,0,0,2,1,1,1,2,1,2,2,2,1,2,0,1,2,2,2,1,1,2,1,2,2
oldwindow763@yahoo.com,2,1,1,2,0,0,1,1,2,1,1,2,2,1,2,2,0,2,2,2,1,1,2,2
clamyblanket565@outlook.com,2,1,2,0,1,0,2,2,0,2,2,2,2,1,1,2,2,1,2,0,2,1,1,1
buriedbeans746@yahoo.com,1,0,2,2,2,2,0,2,2,2,0,1,1,2,1,1,2,1,2,2,1,1,1,2
replacementspice799@qq.com,2,1,1,1,2,1,2,2,1,2,0,2,1,1,2,1,1,2,2,2,2,1,2,1
deepchrysler238@outlook.com,0,1,1,0,1,1,1,2,2,1,2,2,2,2,1,2,2,1,2,1,2,2,1,2
acientbread9@outlook.com,2,2,1,2,0,0,2,1,0,2,2,2,1,0,1,1,1,2,0,2,2,0,2,2
tiredwindow970@163.com,2,1,1,2,0,1,2,1,0,2,0,2,2,1,0,2,2,2,1,2,1,2,1,2
fishybike986@qq.com,2,2,1,1,1,2,2,1,1,2,2,1,2,1,1,1,2,1,2,1,1,2,2,2
coldcola526@163.com,2,2,2,2,2,0,0,0,2,2,1,1,1,0,0,2,2,0,2,2,0,0,2,1
foundbeans35@163.com,2,1,1,2,2,2,2,2,1,1,0,2,1,2,2,1,0,2,1,1,1,0,2,2
usedrug181@yahoo.com,2,1,1,1,2,2,2,2,2,2,1,1,1,2,1,2,1,2,1,1,1,2,1,2
foundchrysler353@gmail.com,2,2,2,1,1,0,2,1,2,1,1,1,1,2,2,2,2,1,2,2,0,1,2,1
hottire211@outlook.com,0,2,0,1,2,0,2,1,2,2,1,2,2,2,0,0,2,0,1,2,0,1,2,2
dirtyshack540@gmail.com,1,2,2,1,0,2,1,1,1,1,2,2,2,2,1,2,2,1,0,1,2,1,2,2
replacementbike875@qq.com,1,2,2,0,2,0,0,1,1,2,1,2,1,2,1,2,2,2,2,1,2,1,2,1
dirtysub599@163.com,2,2,1,2,0,1,2,1,2,1,1,2,1,2,0,2,2,1,1,2,2,1,1,2
mostlyspice474@yahoo.com,2,2,1,1,2,0,0,1,2,0,1,1,2,2,2,2,2,2,2,1,0,2,1,1
replacementtide904@outlook.com,2,1,2,1,2,2,1,2,2,1,2,1,2,2,2,1,1,1,2,1,1,2,1,1
replacementcola583@163.com,0,1,2,2,2,2,0,1,2,1,1,1,2,1,2,1,1,2,2,1,2,1,2,2
lostsub932@163.com,1,1,0,1,2,0,2,1,0,2,1,2,1,2,2,0,2,2,2,1,2,1,2,2
lostbike893@outlook.com,0,0,2,2,2,1,2,1,2,1,1,1,0,2,2,1,1,2,2,2,1,2,2,1
hothat842@outlook.com,2,2,0,1,1,0,0,1,2,2,1,2,2,1,0,0,2,2,2,1,2,2,0,2
deepshack71@outlook.com,2,2,2,2,1,0,1,1,2,1,2,2,2,1,2,1,2,2,1,0,0,1,0,2
milkytide458@163.com,1,0,1,2,2,1,2,0,2,2,0,2,2,0,2,2,1,0,2,1,1,2,1,2
acientsub492@gmail.com,2,2,1,2,2,0,2,1,1,2,2,2,1,1,0,1,2,1,2,1,1,2,2,0
lostblanket281@qq.com,0,1,2,1,2,2,2,1,2,0,1,2,2,0,1,2,2,2,1,1,0,2,2,1
foldingsub921@gmail.com,1,2,2,2,2,2,0,1,2,1,1,2,0,2,2,2,1,2,0,2,1,1,1,1
dirtybread587@yahoo.com,2,2,2,1,1,2,2,0,0,2,0,2,2,1,0,1,2,0,1,2,2,2,0,1
foldingcup786@163.com,2,1,1,2,2,0,1,2,2,1,2,0,2,2,2,1,2,1,1,1,2,1,2,0
colddrum318@gmail.com,1,2,2,1,1,2,1,1,1,2,2,2,1,1,2,1,2,2,1,1,2,1,2,2
replacementsnake137@gmail.com,0,1,2,0,2,0,2,2,1,2,0,2,0,1,0,1,2,1,2,2,1,2,2,2
buriedjug172@yahoo.com,1,1,2,2,1,1,1,2,1,1,2,1,2,2,2,1,1,2,2,0,2,2,1,2
deepsnake396@163.com,2,0,0,2,2,2,2,1,2,1,2,1,2,1,1,2,2,2,1,1,2,1,1,1
hotblanket621@gmail.com,2,0,1,1,1,0,2,2,2,2,1,2,1,1,2,2,2,1,2,1,1,1,2,2
coldchrysler992@163.com,2,1,2,2,1,2,1,1,1,1,2,1,1,2,2,2,2,1,1,1,2,0,2,2
mostlyshoes535@gmail.com,1,1,1,2,2,2,2,1,0,2,1,2,1,2,0,2,1,0,0,2,1,2,2,2
foundhat579@gmail.com,2,0,2,2,1,1,2,1,1,2,1,1,2,1,2,2,2,0,2,2,1,1,1,2
slimyjug642@163.com,2,2,2,1,1,2,1,1,2,1,2,1,2,1,1,2,2,2,0,1,2,1,1,2
replacementhat268@qq.com,2,2,1,1,2,2,0,1,2,1,1,2,1,2,1,2,1,2,1,1,0,2,2,2
coldchrysler584@outlook.com,1,1,2,2,2,1,1,0,2,1,1,2,2,1,2,2,1,2,2,2,1,1,1,2
tiredhat606@qq.com,2,0,2,2,2,2,1,1,1,1,1,2,2,1,2,2,0,2,1,1,1,1,2,2
foldingdrum2@163.com,0,2,2,1,2,1,2,2,2,1,1,1,1,2,1,2,1,1,2,1,2,1,2,2
tiredtire285@yahoo.com,2,2,2,1,1,1,1,1,2,1,1,0,2,1,2,2,0,1,1,2,2,2,2,2
freshytide12@gmail.com,1,1,0,2,2,0,1,2,2,1,1,1,2,2,1,2,2,1,2,2,2,2,1,1
retiredcup377@gmail.com,2,1,1,1,1,2,2,2,2,1,1,1,2,2,1,2,2,2,1,2,1,0,1,2
newhat584@gmail.com,0,0,2,2,1,2,1,2,2,1,2,1,0,2,0,2,1,2,0,2,2,1,0,2
oldrug449@qq.com,2,0,2,1,2,2,2,2,1,2,1,1,1,2,1,1,1,0,2,1,1,2,2,2
milkytire820@gmail.com,0,2,2,2,1,2,1,1,1,1,0,0,1,1,2,2,2,1,2,2,2,1,2,2
dirtytire674@outlook.com,0,1,0,1,2,0,2,2,2,1,0,2,1,2,2,2,1,2,2,1,2,1,2,1
extrachrysler578@outlook.com,0,0,1,2,1,2,1,2,2,2,1,2,2,1,0,2,1,2,2,1,2,1,1,2
lostshack328@gmail.com,1,1,2,2,2,0,0,1,2,1,1,1,2,1,2,1,2,2,2,1,2,2,2,1
usedrug645@yahoo.com,1,2,0,1,0,2,2,0,2,2,0,2,2,1,1,1,1,2,1,2,2,2,1,2
dailytire844@yahoo.com,0,2,0,2,2,2,2,1,2,1,1,1,1,1,2,2,2,1,1,0,1,2,2,2
losthat840@qq.com,0,0,2,2,0,1,2,1,0,2,2,1,1,1,2,2,0,2,1,2,2,2,1,2
newdrum817@outlook.com,0,2,0,2,1,1,0,1,2,2,1,2,2,2,0,2,1,2,2,1,2,1,0,2
newtide512@gmail.com,2,2,2,0,0,2,2,1,2,2,1,1,1,0,1,1,2,0,2,2,0,2,2,0
milkyshoes260@163.com,0,2,1,1,2,2,0,2,2,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2
coldrug83@yahoo.com,2,0,2,0,2,2,0,2,2,0,1,1,2,2,1,2,0,1,1,2,2,2,1,1
newbread192@gmail.com,2,1,0,2,1,1,0,1,2,1,2,2,2,1,2,2,2,2,2,2,1,1,1,0
coldblanket498@qq.com,2,1,2,1,0,2,1,1,2,2,1,2,1,2,2,1,1,2,1,1,2,0,2,2
newwindow655@qq.com,0,2,2,0,1,0,2,2,1,2,1,1,1,1,2,2,2,1,1,1,2,2,2,2
moistjeep527@outlook.com,0,2,2,0,2,0,2,1,2,0,0,1,2,1,0,1,1,2,2,2,2,0,2,2
extrawindow760@gmail.com,0,0,0,2,0,2,2,2,0,2,0,2,1,1,2,0,2,2,2,1,2,2,1,1
foundhat698@outlook.com,2,2,2,1,1,2,2,2,1,2,1,2,2,1,1,2,2,1,1,1,0,1,2,1
clamyjug891@163.com,2,1,1,0,2,2,0,1,2,2,2,2,2,1,1,1,1,0,2,2,1,1,2,2
fishyjug865@163.com,0,1,2,2,1,1,2,0,1,2,2,1,2,0,2,2,1,2,2,2,2,1,1,0
foldingchrysler517@qq.com,1,1,1,0,2,0,2,2,1,1,1,2,1,1,2,2,1,2,2,1,2,2,2,2
soiledrug494@163.com,0,1,2,2,2,2,2,1,2,1,2,2,1,2,0,0,1,1,1,2,1,2,2,1
dirtybread769@gmail.com,2,2,1,2,1,1,2,2,1,2,0,2,1,1,1,2,1,0,0,2,2,1,2,2
deepskates63@qq.com,0,1,0,2,2,2,2,2,1,1,1,1,0,2,0,1,0,1,2,2,2,2,2,2
tiredskates490@gmail.com,0,1,2,2,0,0,2,1,1,1,1,2,2,2,2,2,1,2,1,0,2,2,1,2
moistbeans625@yahoo.com,2,2,2,1,1,0,2,2,2,1,0,2,2,2,0,2,1,2,0,1,1,1,2,1
deepbread26@qq.com,1,0,2,2,2,1,2,2,1,2,1,2,0,1,2,1,0,1,2,2,2,1,2,1
coldsnake85@qq.com,2,2,2,1,0,2,0,2,2,1,0,1,1,2,1,2,2,1,2,2,0,2,0,1
freshytire380@163.com,0,2,0,1,2,1,2,0,2,1,2,2,0,2,2,1,2,1,2,2,1,1,2,1
foundbeans7@163.com,2,2,1,2,0,2,2,2,2,1,1,1,1,2,1,1,1,1,1,2,2,2,0,2
soiledblanket478@outlook.com,1,2,1,2,1,0,2,2,1,2,1,1,2,1,2,2,0,2,0,2,0,2,0,2
coldsnake814@gmail.com,2,1,1,2,1,0,2,1,2,1,1,1,2,2,1,1,2,1,2,2,2,1,2,2
freshybread696@163.com,1,2,1,2,1,1,2,1,2,2,2,2,1,2,2,2,2,1,1,0,0,2,0,0
usedspice635@gmail.com,2,2,1,1,2,0,1,1,1,2,2,2,1,2,1,1,2,2,1,2,1,1,2,2
hotsnake106@qq.com,2,2,1,0,2,1,2,1,2,1,2,1,2,2,2,2,2,0,2,1,0,0,1,1
foldingblanket123@qq.com,2,2,2,1,2,1,2,1,2,1,2,1,2,2,2,1,0,2,1,1,2,1,0,1
foundsub142@qq.com,1,0,2,2,1,0,2,2,0,2,2,1,2,1,2,1,1,0,0,2,2,2,1,2
