tiredbeans502@163.com,1,2,2,1,1,2,1,2,1,2,1,2,0,2,2,1,2,1,1,2
dirtyspice836@yahoo.com,1,0,2,2,2,2,1,1,2,1,1,2,1,2,2,1,0,2,2,0
tiredbeans506@gmail.com,2,1,2,2,1,1,2,1,2,1,1,1,2,2,2,1,1,2,2,1
soiledhat889@163.com,2,2,2,1,1,1,1,1,2,1,2,2,0,2,2,1,2,2,1,0
clamybeans380@163.com,2,2,0,1,1,1,1,2,1,1,2,2,2,1,1,2,2,2,1,2
slightlycup665@163.com,2,2,1,2,1,2,1,1,1,1,1,2,1,2,2,2,1,1,2,2
usedspice41@outlook.com,1,1,1,1,1,2,2,2,1,2,1,1,1,2,1,2,2,2,2,2
usedblanket212@yahoo.com,2,1,2,1,2,1,1,1,1,1,2,2,2,2,2,2,1,1,1,2
retiredspice995@163.com,1,1,2,2,2,2,2,1,1,1,1,2,1,1,1,2,0,2,2,2
tiredwindow361@gmail.com,1,2,2,2,1,0,2,1,1,1,2,1,2,1,1,2,2,2,2,1
foundjeep749@yahoo.com,2,2,2,2,2,1,1,2,1,1,1,2,1,2,1,1,2,2,1,1
milkyskates791@qq.com,2,1,1,2,1,2,2,2,1,1,2,2,1,1,2,1,1,1,2,2
extrawindow378@outlook.com,2,1,1,2,2,2,1,1,2,2,1,2,2,2,1,1,1,1,1,2
retiredrug377@outlook.com,2,1,1,1,2,1,1,2,1,2,2,2,1,1,2,2,2,0,1,2
oldshoes850@outlook.com,2,2,1,2,1,2,1,2,2,1,2,1,1,1,1,2,2,1,2,1
soiledcola741@gmail.com,1,2,0,2,1,2,1,1,1,1,1,2,2,1,2,2,1,2,2,2
slimyhat374@outlook.com,2,0,1,2,1,2,1,1,2,1,2,2,1,2,2,2,1,1,1,2
hotcola183@gmail.com,1,1,2,2,2,2,1,1,1,1,2,1,2,1,2,2,2,2,1,1
hotshoes226@gmail.com,1,2,2,2,2,2,1,1,2,1,1,1,1,1,1,2,2,1,2,2
oldtide714@qq.com,2,0,0,1,1,2,2,2,1,1,2,1,2,1,2,2,1,2,1,2
moistbread762@qq.com,2,1,2,1,2,2,1,1,2,1,1,2,2,2,2,1,1,2,1,0
extradrum203@outlook.com,2,2,1,1,2,2,2,2,1,1,1,1,0,2,2,2,1,2,1,1
hottide46@outlook.com,2,2,1,1,1,2,1,1,2,1,2,0,1,1,2,2,2,2,1,2
mostlyjug312@qq.com,2,2,2,2,2,1,1,2,1,2,1,1,2,1,1,2,1,2,1,1
buriedjeep693@outlook.com,2,1,1,1,2,1,2,1,1,1,2,2,2,1,2,1,2,2,2,1
acientcup779@163.com,1,1,1,1,2,2,1,1,2,2,2,1,2,2,2,1,2,1,2,1
freshyshirt918@outlook.com,2,1,2,1,2,1,2,1,1,2,1,1,1,2,1,2,2,2,1,2
losttide621@outlook.com,1,1,0,2,2,2,1,2,2,2,1,2,2,1,2,1,1,1,1,2
slimyshoes897@yahoo.com,1,1,1,1,2,1,2,2,2,1,2,2,2,1,2,1,2,1,1,2
soiledblanket851@outlook.com,2,2,2,1,2,2,1,2,2,1,2,1,1,2,1,1,1,2,1,1
retiredrug606@163.com,2,1,2,2,1,1,1,2,1,1,2,0,2,1,1,2,2,2,1,2
extrabread521@163.com,2,0,2,2,1,2,2,1,2,2,2,1,1,1,1,1,1,1,2,2
coldskates717@yahoo.com,2,2,1,1,1,2,1,2,2,1,2,2,1,2,1,1,2,1,2,1
milkycup748@163.com,2,2,2,1,1,1,2,2,1,2,1,2,1,1,1,1,1,2,2,2
foldingwindow791@qq.com,2,2,1,2,1,2,1,2,1,1,2,1,1,2,1,1,2,2,2,1
dryshoes274@yahoo.com,2,2,2,1,2,2,1,2,2,2,1,2,1,1,1,1,1,1,2,0
dirtyblanket621@yahoo.com,1,1,1,1,2,1,2,1,1,2,2,2,1,2,2,1,2,1,2,2
moistsub742@yahoo.com,1,1,2,2,2,2,1,1,2,1,1,1,2,2,2,1,1,2,2,0
hotbread728@yahoo.com,1,2,2,1,2,2,1,1,1,2,2,1,1,2,2,2,1,1,2,1
buriedcola402@gmail.com,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1,2,1,1,1,1
milkyhat998@yahoo.com,1,2,1,2,1,1,1,2,1,2,2,1,2,2,2,1,1,1,2,2
coldjeep238@gmail.com,2,0,1,1,2,2,2,2,2,1,2,2,1,1,1,2,2,1,1,1
moistbread376@qq.com,1,0,1,1,2,0,2,1,1,2,1,1,2,2,2,1,2,2,2,2
drywindow595@outlook.com,2,2,1,1,1,1,1,1,1,2,2,2,2,2,1,1,2,2,2,1
milkydrum391@outlook.com,0,1,2,2,1,2,2,1,2,2,2,2,2,1,1,1,1,1,2,1
hotrug57@outlook.com,2,1,2,2,2,1,1,1,1,1,2,1,2,2,2,2,1,1,2,1
drytire73@yahoo.com,1,2,2,2,1,2,1,2,1,2,1,2,1,1,2,1,1,1,2,2
coldsub442@yahoo.com,1,1,1,1,2,1,1,2,2,2,2,2,1,2,1,2,1,2,2,1
newbeans13@gmail.com,2,2,1,2,2,1,2,2,2,1,1,1,1,1,2,1,1,2,1,2
lostsub790@outlook.com,1,2,2,1,1,1,2,2,2,2,1,1,2,2,1,2,1,2,1,1
extratide275@163.com,1,1,2,2,1,2,2,2,1,1,2,1,2,1,1,2,1,2,2,1
lostskates228@yahoo.com,2,2,1,1,1,1,1,1,2,2,1,2,2,2,1,2,1,2,1,2
soiledchrysler352@outlook.com,2,1,1,1,1,1,2,2,2,1,2,1,1,2,2,2,1,1,2,2
soiledspice327@qq.com,2,1,2,1,1,2,2,1,1,1,1,2,2,2,2,1,1,2,1,2
slightlyblanket234@gmail.com,2,2,1,1,2,1,1,2,2,1,2,2,1,1,2,1,1,1,2,2
oldskates155@163.com,2,1,1,1,2,1,1,1,2,1,1,2,2,1,2,2,2,2,1,2
hotshirt73@outlook.com,2,1,1,2,2,2,1,2,1,2,1,1,0,2,2,1,2,1,1,2
fishyshack945@qq.com,1,1,2,1,2,2,2,2,2,1,1,1,0,1,2,1,1,2,2,2
deepjeep49@yahoo.com,1,2,2,2,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,2
milkyjug186@outlook.com,2,1,2,1,2,1,1,1,2,2,1,1,1,2,1,2,2,1,2,2
soileddrum982@yahoo.com,1,2,2,1,1,2,2,2,2,1,1,1,2,1,1,2,2,0,2,1
clamydrum576@gmail.com,2,1,1,2,1,2,1,1,2,1,2,2,0,2,2,1,1,2,2,0
extrashack308@outlook.com,1,1,1,2,1,2,1,2,2,2,1,1,2,2,2,2,2,0,1,1
milkyskates483@163.com,2,1,1,2,2,1,2,2,2,2,1,1,2,1,1,1,1,2,2,0
fishyshoes559@163.com,2,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2,1,2,1
newdrum982@qq.com,2,1,2,2,1,1,2,2,2,2,2,1,1,2,2,1,1,1,1,1
newspice508@163.com,1,0,1,2,2,2,1,1,2,2,1,2,2,1,2,2,1,2,1,1
freshyrug225@gmail.com,1,1,0,1,2,2,2,2,2,1,1,1,1,2,1,2,2,2,1,2
slightlyjeep218@yahoo.com,2,2,1,1,2,1,2,2,2,1,1,2,1,2,1,2,1,1,1,2
tiredhat19@163.com,1,2,1,1,2,1,1,1,1,1,2,2,2,1,2,1,2,2,2,2
retiredchrysler357@yahoo.com,1,1,2,2,1,1,1,1,1,2,1,2,0,2,2,2,2,2,1,2
usedbike574@163.com,1,1,2,1,2,1,1,2,2,1,2,1,2,1,2,2,2,1,2,1
moistjeep419@gmail.com,2,1,1,1,1,2,1,1,1,1,2,2,2,2,1,2,2,1,2,2
drybread603@163.com,2,1,1,1,2,1,1,0,2,1,2,1,2,2,1,2,2,2,1,2
lostjeep154@gmail.com,2,1,2,2,2,2,1,2,1,1,2,0,1,2,1,1,2,1,2,0
coldskates628@gmail.com,1,1,1,1,2,2,1,1,2,2,2,2,2,1,2,2,1,1,2,1
dirtyskates896@qq.com,2,1,1,2,1,2,2,2,1,1,1,1,2,2,2,1,1,1,2,2
buriedsnake150@gmail.com,2,2,1,1,1,2,2,2,2,1,1,1,1,2,2,1,2,2,1,1
retiredwindow699@gmail.com,1,2,1,2,1,2,2,2,1,2,2,2,1,1,1,2,1,1,2,1
deepbeans747@yahoo.com,1,2,1,1,2,1,2,2,2,2,1,1,1,2,1,1,2,2,1,2
retiredhat391@qq.com,1,2,1,2,1,2,1,2,1,2,2,2,1,1,1,2,2,1,1,2
extraskates877@qq.com,1,1,2,1,2,2,2,1,1,2,1,1,0,2,1,2,2,2,1,2
drybike947@163.com,1,2,1,2,1,2,2,2,1,2,1,1,1,2,1,1,2,2,2,1
foldingbike803@qq.com,1,0,2,2,2,1,1,1,2,1,2,2,2,2,1,2,1,1,2,1
foldingshoes824@yahoo.com,2,1,2,2,1,2,2,1,2,1,2,1,1,1,1,2,2,1,2,1
deepskates108@gmail.com,2,1,1,1,2,2,1,2,1,2,1,2,1,2,2,0,2,1,2,1
coldshirt758@outlook.com,1,2,2,2,1,2,1,2,2,2,2,1,2,1,2,1,1,1,1,0
retiredblanket929@163.com,1,1,2,2,1,2,2,1,1,2,1,2,2,2,1,1,1,1,2,2
coldchrysler654@qq.com,2,2,2,2,2,2,1,1,1,1,1,2,0,1,1,2,2,1,1,2
extratide276@gmail.com,1,1,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,2,2,1
tiredjug625@gmail.com,1,1,1,2,2,2,1,2,1,2,2,1,2,1,1,2,1,2,2,1
lostshoes562@163.com,2,2,1,2,1,1,2,2,1,2,1,1,1,1,1,2,2,2,2,1
retiredspice754@gmail.com,2,1,2,1,2,2,2,1,1,1,2,0,2,1,2,1,2,2,1,1
soiledbeans566@qq.com,2,2,2,2,1,2,1,1,1,2,1,1,1,1,1,2,2,2,2,1
deephat41@yahoo.com,2,0,1,1,2,1,1,1,2,1,2,1,2,1,2,2,2,2,2,1
dirtycola202@qq.com,0,2,1,1,2,2,2,2,1,1,1,1,1,2,2,1,1,2,2,2
foldingblanket245@yahoo.com,2,2,1,1,2,1,1,2,2,1,2,2,1,1,1,2,1,2,2,1
freshysub452@gmail.com,2,1,2,1,1,2,1,2,1,2,1,2,2,2,1,1,1,2,1,2
extrabread902@qq.com,1,1,1,1,2,2,1,1,1,1,2,2,2,2,2,2,1,2,0,2
moistspice279@outlook.com,1,1,1,2,2,1,2,2,1,2,2,2,2,1,1,2,1,1,1,2
hotcup882@163.com,1,1,2,2,1,2,2,1,1,2,2,1,1,2,1,2,2,1,2,1
hotskates783@gmail.com,2,2,1,2,2,1,2,1,1,2,2,2,1,1,1,1,1,1,2,2
foldingwindow23@yahoo.com,1,1,1,2,2,1,2,2,2,1,2,1,1,1,1,1,2,2,2,2
coldtire254@yahoo.com,2,1,1,1,2,1,1,2,2,2,1,2,2,2,1,2,1,1,1,2
replacementchrysler827@qq.com,2,1,2,2,1,2,1,1,2,1,2,1,2,1,2,2,1,2,1,1
hotbread750@outlook.com,1,2,1,1,2,1,2,1,2,2,1,2,2,1,2,2,1,1,1,2
slimyshirt48@gmail.com,0,2,1,1,2,1,2,1,2,2,2,2,2,1,1,1,1,2,2,0
replacementtire420@gmail.com,1,2,2,2,1,1,2,2,2,1,2,2,1,2,1,1,1,2,1,1
usedwindow611@qq.com,1,0,2,2,1,1,1,2,1,2,2,1,1,1,1,2,2,2,2,2
retiredsub770@outlook.com,2,1,0,2,1,2,2,2,1,2,1,1,2,2,1,1,1,1,2,2
clamyspice281@gmail.com,2,1,1,1,1,2,2,1,1,2,2,2,1,2,1,2,2,2,1,1
moistshirt159@qq.com,2,2,2,2,1,2,2,1,1,1,2,1,1,2,1,1,1,2,1,2
slimybeans530@outlook.com,1,2,1,1,2,1,2,1,2,2,2,2,2,1,2,1,1,1,2,1
slimywindow861@qq.com,2,1,1,1,1,2,2,2,2,2,1,2,0,2,2,1,2,1,1,1
newblanket40@gmail.com,2,1,2,2,2,2,1,1,1,2,1,2,1,2,2,1,2,1,1,1
buriedbike549@gmail.com,2,0,1,1,2,2,1,2,2,2,1,2,1,2,1,2,2,1,1,1
lostjug495@gmail.com,2,2,1,2,2,1,2,1,2,2,2,1,0,1,2,1,2,1,1,1
slimyblanket902@outlook.com,1,1,2,1,2,2,1,1,2,2,1,2,1,1,2,2,2,1,2,1
lostbike115@gmail.com,1,2,2,2,2,2,2,2,1,1,2,1,2,1,1,1,1,1,1,2
foundcola856@outlook.com,2,1,1,2,1,2,2,1,2,1,2,2,1,1,2,1,1,1,2,2
acientshack404@outlook.com,2,1,2,1,1,1,2,2,2,2,2,1,0,1,1,1,2,2,2,0
dailysub75@qq.com,2,1,1,2,1,1,2,2,2,1,1,2,0,2,2,2,2,1,1,1
retiredbike205@163.com,2,1,1,2,1,1,2,2,1,2,1,2,1,2,1,2,1,1,2,2
fishyrug168@outlook.com,2,1,1,1,2,1,2,2,1,2,2,2,2,1,2,2,1,1,1,1
freshytire615@outlook.com,2,2,2,2,1,1,2,1,1,1,1,2,1,1,2,1,2,2,2,1
retiredjeep171@gmail.com,2,1,2,1,2,2,2,1,1,2,2,2,2,1,1,1,1,1,2,1
usedsnake183@outlook.com,1,2,1,1,1,1,1,2,1,1,2,1,2,2,2,1,2,2,2,2
clamyskates401@yahoo.com,1,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,2,1
drychrysler923@163.com,2,0,1,1,1,2,2,2,1,2,2,2,2,1,2,1,1,2,1,1
hotshirt965@163.com,2,2,2,2,2,1,1,1,1,1,1,2,2,1,2,2,1,1,1,2
fishyshirt633@yahoo.com,2,2,2,2,1,1,1,2,1,2,1,1,2,2,1,2,0,2,1,1
lostcup112@gmail.com,1,2,2,1,2,1,2,1,1,2,2,1,0,1,2,1,1,2,2,2
extracup244@yahoo.com,2,0,1,1,2,0,2,1,2,1,1,2,1,2,2,1,2,2,2,1
retiredbike800@gmail.com,2,1,1,1,2,2,1,2,2,1,1,2,2,2,1,2,1,1,2,1
mostlyjeep921@qq.com,1,2,1,2,1,1,1,2,1,2,1,2,1,1,2,1,2,2,2,2
olddrum621@yahoo.com,2,1,2,1,2,2,2,1,2,1,1,2,1,1,2,2,2,1,1,1
oldwindow127@outlook.com,1,1,0,2,2,2,1,2,2,2,1,1,1,1,2,2,1,2,1,2
oldcola969@outlook.com,1,1,2,2,1,1,1,2,1,2,1,2,1,2,2,2,1,2,2,0
